Gene = SDHC
index = 1237
Annotated 5SS: [  169  9414 14241 26399 42584]
Annotated 3SS: [ 9356 14138 26336 42419 48071]
SMsplice 5SS: [  169  9414 14241 26399 42584 45324]
SMsplice 3SS: [ 9356 14138 26336 42419 45223 48071]
top_k =  500
Partition function (log Z): -27.167278127720433

Sorted 5' Splice Sites (High to Low Probability):
Position 14241: 0.9971928592026041
Position 9414: 0.8450605313803002
Position 169: 0.6797940212319945
Position 12512: 0.4034484232025999
Position 618: 0.39948228753630943
Position 1715: 0.32578829530660264
Position 26399: 0.32327202483615425
Position 23262: 0.26419989650730225
Position 26511: 0.19566020850835958
Position 20296: 0.12295240513397898
Position 347: 0.11806752124061341
Position 20053: 0.08217705996586679
Position 498: 0.07850170002375595
Position 4336: 0.0609353773828519
Position 2377: 0.03668957569083877
Position 1190: 0.02283551403512253
Position 6480: 0.015713648973962928
Position 13205: 0.015104505257515551
Position 1303: 0.01236009074968088
Position 2631: 0.01068805890123734
Position 14494: 0.01068125030200253
Position 773: 0.010421285789660714
Position 21157: 0.010295992367872835
Position 4564: 0.007042899754235384
Position 1409: 0.00410581136659769
Position 23270: 0.004097910221472375
Position 190: 0.0028314843976678925
Position 10462: 0.0025664571324823483
Position 194: 0.0021586141510748533
Position 21484: 0.0020424720834823313
Position 1281: 0.0017619183512976762
Position 381: 0.0014946532352935872
Position 356: 0.001332616912511532
Position 284: 0.00046662806478390786
Position 103: 0.0003018360070985921
Position 1699: 0.0002782238672519997
Position 178: 0.0002511261640257853
Position 1237: 0.00023168220221229162
Position 1994: 0.0002184688063807105
Position 2261: 0.00020266720684430315
Position 921: 0.00018476635481136662
Position 1289: 0.00015257350491202544
Position 981: 9.249352387115805e-05
Position 2395: 8.608887373921824e-05
Position 4363: 8.377375373900705e-05
Position 2117: 7.833500916972417e-05
Position 570: 6.094751920495901e-05
Position 622: 3.829748318739848e-05
Position 1420: 3.692777865562607e-05
Position 1537: 2.884883871352859e-05
Position 747: 2.7625956596803283e-05
Position 662: 1.5411503843085365e-05
Position 513: 1.5382089923292865e-05
Position 1348: 1.2301605964760384e-05
Position 432: 1.0405169923575496e-05
Position 1999: 1.0225640720740767e-05
Position 130: 1.0183291645708491e-05
Position 967: 9.961082965659389e-06
Position 1326: 9.634067325060467e-06
Position 369: 9.086313085259247e-06
Position 996: 8.917378681346937e-06
Position 1617: 8.45915261246357e-06
Position 257: 7.192746672970623e-06
Position 248: 5.12083234295833e-06
Position 160: 2.9430629367074204e-06
Position 532: 3.5498528863566883e-07
Position 121: 2.033235650621144e-07
Position 233: 1.3120956526923345e-07
Position 286: 5.7796855157745885e-08
Position 51: 1.2381821845896658e-08
Position 413: 3.2386372675235897e-10
Position 328: 2.4361959386581046e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 14138: 0.9991909276091597
Position 9356: 0.7936309986597256
Position 26336: 0.5686555255716118
Position 26611: 0.39322059024551304
Position 12393: 0.3717935937569556
Position 1496: 0.32423871069830046
Position 23148: 0.20350045398567132
Position 20173: 0.17107429326191106
Position 338: 0.12933690305293377
Position 23170: 0.11599370832957046
Position 29401: 0.08296701581758296
Position 24612: 0.0790535549587679
Position 21256: 0.07453957541242326
Position 432: 0.07416298109707907
Position 4133: 0.06103259479817168
Position 19912: 0.059310850143160745
Position 23424: 0.052872949704524365
Position 28275: 0.051878733049079244
Position 9162: 0.051552513368464496
Position 19966: 0.049243277573848714
Position 469: 0.042604894269031385
Position 2348: 0.04241781381043827
Position 12389: 0.032236106918060684
Position 21676: 0.03076014440243345
Position 268: 0.017491726807754623
Position 1053: 0.016040545410913445
Position 1233: 0.015844333574140893
Position 359: 0.015544486482693534
Position 13102: 0.015104505257515539
Position 20911: 0.01306508985473682
Position 599: 0.007918776305104317
Position 23525: 0.007881761014717062
Position 4467: 0.00704401159367409
Position 21238: 0.006910291360587629
Position 6292: 0.005579835192369799
Position 22637: 0.005536513109513708
Position 313: 0.005227380622659791
Position 25441: 0.005175908890169473
Position 6459: 0.005117676979006923
Position 6311: 0.0050167698430440095
Position 14376: 0.004460552482242538
Position 497: 0.004371461320535558
Position 14358: 0.004122892753881781
Position 862: 0.0034210497822287677
Position 17363: 0.0032680334547475643
Position 21129: 0.003192973257299756
Position 2564: 0.0031517593933327167
Position 1189: 0.003021784602705886
Position 10344: 0.002583852973346685
Position 18396: 0.0025135468099286855
Position 16956: 0.0022259503818804175
Position 16409: 0.0018937391387095321
Position 20366: 0.001682008977918648
Position 15463: 0.0015701911617157964
Position 19169: 0.0015558690010092045
Position 22299: 0.00145881202992238
Position 471: 0.0014322391998461007
Position 14676: 0.0012353780170593256
Position 2492: 0.0011850520686690726
Position 15861: 0.000988271306281698
Position 23126: 0.0009675598539709106
Position 17736: 0.0009616672518134507
Position 15678: 0.0009109393315804428
Position 1455: 0.0008370683351957909
Position 17035: 0.0007798779146290166
Position 14454: 0.0007679631905813274
Position 18034: 0.0007590667052324008
Position 2521: 0.0007193675425132873
Position 15608: 0.0006857659710419498
Position 644: 0.0006635224142051854
Position 20803: 0.0006576568810452534
Position 16275: 0.0006058452711626087
Position 17524: 0.0005932722639098878
Position 16358: 0.0005775505380514493
Position 15099: 0.0004871105975688274
Position 15719: 0.0004802738298765817
Position 16186: 0.0003360094161707813
Position 19192: 0.0003228027780392873
Position 547: 0.0003046587009891407
Position 15561: 0.00024350706689396412
Position 14564: 0.00022453726792393382
Position 274: 0.00014532605444031024
