Gene = DDOST
index = 435
Annotated 5SS: [ 348  664 5444 5869 6105 6931 7322 7918 8694 8924]
Annotated 3SS: [ 552 5356 5764 6009 6836 7172 7769 8572 8816 9015]
SMsplice 5SS: [ 348  664 5444 5869 6105 6931 7322 7918 8694 8924]
SMsplice 3SS: [ 446 5356 5764 6009 6836 7220 7769 8572 8816 9015]
top_k =  500
Partition function (log Z): 23.526099074072135

Sorted 5' Splice Sites (High to Low Probability):
Position 5444: 0.9804304390641015
Position 6931: 0.9782455319063358
Position 8924: 0.9762153409474457
Position 5869: 0.9581335418594453
Position 8694: 0.9494251822677259
Position 7322: 0.9283544666320125
Position 348: 0.9279782349170391
Position 7918: 0.8127789052905571
Position 6105: 0.7744319963282476
Position 664: 0.7670767341465596
Position 6109: 0.19272172591593928
Position 1474: 0.19246549421580691
Position 4077: 0.18495321586423355
Position 3804: 0.14558769312524641
Position 5253: 0.13404620843559575
Position 3376: 0.10156248230608646
Position 8123: 0.07169682599679159
Position 2825: 0.0688225679916836
Position 2795: 0.06745012022130878
Position 1552: 0.06386892655710733
Position 8063: 0.045862746312729546
Position 7870: 0.04364443304680324
Position 7677: 0.03559252479634967
Position 7770: 0.032658604018904275
Position 6526: 0.030146343297996467
Position 611: 0.02945866008484346
Position 102: 0.02817954746174136
Position 83: 0.0248480674198417
Position 8934: 0.018618662262897958
Position 6203: 0.018377623634308685
Position 5893: 0.01770447252444445
Position 148: 0.017599534579077206
Position 7065: 0.016595020550007937
Position 4481: 0.015934266853541497
Position 2784: 0.01391328030752229
Position 308: 0.012457518798571009
Position 6113: 0.011551468629716065
Position 1811: 0.009497434493209701
Position 369: 0.008525230858607317
Position 9156: 0.008295946351336146
Position 157: 0.007481013324835739
Position 3212: 0.007287360053884053
Position 481: 0.006217247547730916
Position 7644: 0.005900510955029837
Position 4253: 0.005555759376809471
Position 359: 0.005350729274444148
Position 2014: 0.005345720697719698
Position 5422: 0.005146108113123076
Position 5462: 0.0049328886565344595
Position 657: 0.004618841309773643
Position 3475: 0.004394935654255773
Position 2033: 0.0043225672497495225
Position 7442: 0.004254398909750829
Position 5789: 0.004067522349423066
Position 6098: 0.003482283598655581
Position 3390: 0.003188668294495005
Position 7508: 0.0031815394921093005
Position 832: 0.0029832034335057767
Position 3420: 0.0025585984381757423
Position 6657: 0.0016721851842540327
Position 3760: 0.0015805260526380927
Position 1482: 0.001540346574334201
Position 5536: 0.00122785382576709
Position 7729: 0.0010024641311866
Position 7367: 0.0009205121475707187
Position 3288: 0.0009089015178799099
Position 5468: 0.0007999066776267793
Position 6454: 0.0007466112250305363
Position 9214: 0.0006757623393076794
Position 9311: 0.0006681321690865312
Position 389: 0.0006304372743451013
Position 5728: 0.0006175326629431891
Position 139: 0.0005811395945390121
Position 393: 0.0004942380440117306
Position 935: 0.00046352788045632903
Position 7015: 0.0004017333599054206
Position 3082: 0.0003765057730650116
Position 7365: 0.0003582598345644338
Position 5558: 0.00032521894089866866
Position 780: 0.00028132763245891645
Position 975: 0.00027287701780316236
Position 8669: 0.0002700354568038059
Position 5940: 0.00024312659907871112
Position 6436: 0.00023342046705652404
Position 7020: 0.00023333842713804892
Position 3142: 0.0002261711553133046
Position 7483: 0.00021537835100119587
Position 260: 0.0001863560868383706
Position 1712: 0.0001844396061631016
Position 9045: 0.0001792236896420874
Position 7011: 0.00016108962490166882
Position 8700: 0.00015108340411047082
Position 6486: 0.00015000876680342772
Position 172: 0.00014122924786032906
Position 456: 0.00014004956199677575
Position 7357: 0.00013248706597784093
Position 6644: 0.00011366355205950884
Position 9191: 0.0001032119277051165
Position 5765: 0.00010148630936317962
Position 5942: 0.00010004160117882309
Position 9227: 9.903839404002488e-05
Position 7040: 9.61506733385477e-05
Position 376: 9.5657915956246e-05
Position 970: 9.4155296442755e-05
Position 475: 8.884704129927165e-05
Position 6534: 8.35370545457576e-05
Position 5554: 5.478486318820429e-05
Position 7185: 5.264773110241251e-05
Position 7172: 4.333755426784566e-05
Position 7688: 3.6047260384875786e-05
Position 8854: 3.402793583705316e-05
Position 165: 3.211580076746524e-05
Position 6189: 1.9450452990473228e-05
Position 6207: 1.897524437431797e-05
Position 6100: 1.4998068587751805e-05
Position 5793: 1.4734850593550784e-05
Position 490: 1.1578642401444285e-05
Position 9317: 1.037621498711766e-05
Position 374: 7.343106238755307e-06
Position 9282: 6.562979763507832e-06
Position 926: 4.919503689895092e-06
Position 5755: 3.0171919873183386e-06
Position 9230: 2.730904421394948e-06
Position 235: 2.3901166479951334e-06
Position 159: 2.3129575929853518e-06
Position 1580: 1.3080128545953035e-06
Position 547: 1.2370535217463295e-06
Position 7360: 1.0437178312405447e-06
