Gene = SPDL1
index = 1307
Annotated 5SS: [  256  4942  7591  9915 10661 10859 11048 13068 14946 15526 17992]
Annotated 3SS: [ 4759  7413  9719 10510 10759 10936 12926 14841 15337 17645 20425]
SMsplice 5SS: [  256   533  4942  7591  9915 10661 10859 11048 13068 14946 15526]
SMsplice 3SS: [  453  4759  7413  9719 10510 10759 10936 12950 14841 15337 17235]
top_k =  500
Partition function (log Z): 10.469045486012035

Sorted 5' Splice Sites (High to Low Probability):
Position 9915: 0.9885206868625711
Position 11048: 0.9791490967562574
Position 10859: 0.9746403308819429
Position 13068: 0.9626056361576876
Position 14946: 0.9219162772926105
Position 10661: 0.8419577061517027
Position 533: 0.7974147503125643
Position 256: 0.7667087805362194
Position 15526: 0.6864535865492444
Position 7591: 0.5818135309967846
Position 4942: 0.5398105710572925
Position 4857: 0.3901659061475788
Position 956: 0.303636407750023
Position 1610: 0.24998298829402013
Position 15921: 0.2218272761634289
Position 9564: 0.18100356798431333
Position 249: 0.1395474732340626
Position 3739: 0.13461342289237174
Position 1978: 0.1339218849250998
Position 5294: 0.10475090206611729
Position 17557: 0.10213844004827614
Position 12397: 0.09567805095031329
Position 14568: 0.0929752115343987
Position 9633: 0.08923258607776378
Position 7196: 0.08764689396985119
Position 938: 0.08758936219630348
Position 1111: 0.07228051571476649
Position 17992: 0.06755078683495605
Position 15060: 0.0651362852644269
Position 538: 0.06406850894688636
Position 10592: 0.05495665364912223
Position 9149: 0.05416464411273282
Position 281: 0.04981905581363447
Position 14443: 0.047433235659210295
Position 10268: 0.028083198319804457
Position 7570: 0.027607694994519198
Position 10191: 0.027469664018601854
Position 4916: 0.02687800411097627
Position 9418: 0.021661954490623195
Position 15875: 0.020598025817301968
Position 1069: 0.019950802313077946
Position 11658: 0.013688460570933687
Position 481: 0.01343741370018356
Position 864: 0.010844753167776779
Position 6875: 0.010619956907816598
Position 1961: 0.010503055076314514
Position 12677: 0.00961680391381315
Position 13269: 0.009375047498610997
Position 4873: 0.008361146654184307
Position 3560: 0.008176193395751943
Position 10833: 0.007066433082652131
Position 565: 0.006722099833659329
Position 10869: 0.00535149242906349
Position 11731: 0.005008798380789415
Position 11071: 0.004853036015942286
Position 6017: 0.0047773824972397304
Position 12387: 0.004092557572278268
Position 14564: 0.003945165131566986
Position 7191: 0.0037886555083254444
Position 10790: 0.0032779354745058865
Position 274: 0.0031022571117158633
Position 10675: 0.0029221615290902407
Position 9907: 0.0026529121592091887
Position 14958: 0.0021101080185121682
Position 612: 0.0018751643090065052
Position 17497: 0.0018151140335397756
Position 13039: 0.0017914301712875
Position 14664: 0.0016855772703761058
Position 13862: 0.0014080870124281754
Position 14999: 0.0013049550937585665
Position 796: 0.001252908062725676
Position 17387: 0.0011134127806330042
Position 15990: 0.0009699225364075416
Position 528: 0.0007448888653997608
Position 1235: 0.0007242138111867921
Position 852: 0.0006765561344112818
Position 4862: 0.0006178595746021905
Position 3283: 0.000602488897538147
Position 25: 0.0005650578167038053
Position 14611: 0.00042102742222848994
Position 2042: 0.0003601305836661281
Position 17077: 0.00034272605256952665
Position 1852: 0.00034117026128490963
Position 88: 0.0003052632134102856
Position 15361: 0.0002542044573740194
Position 179: 0.000214271371605868
Position 285: 0.00021355872368449962
Position 1318: 0.00019028757088485813
Position 800: 0.00018299202005273618
Position 4913: 0.00018002328224774072
Position 15: 0.00017911238838825633
Position 16629: 0.00015902990603931276
Position 493: 0.00012279498604451426
Position 9831: 0.00010615644477244316
Position 589: 0.00010093490198378778
Position 684: 8.988284490147308e-05
Position 194: 6.188330110826418e-05
Position 11104: 6.012192627588492e-05
Position 343: 4.2351946983828696e-05
Position 1061: 4.129792091450581e-05
Position 1008: 3.9522024913310413e-05
Position 668: 3.727215967720144e-05
Position 798: 3.06220737158401e-05
Position 11015: 2.908500950578884e-05
Position 10990: 2.8147008739070326e-05
Position 95: 1.4201664847041463e-05
Position 9: 1.3349064707412441e-05
Position 10977: 1.3094578647347034e-05
