Gene = SRRM1
index = 1335
Annotated 5SS: [  336  3062  3778  6018  7075  8601  9617 10021 12118 17788 18385 19793
 23914 26576 27304 28584]
Annotated 3SS: [ 2971  3654  5846  6958  8396  9421  9900 11842 17706 18297 19647 23802
 26110 27107 28373 29169]
SMsplice 5SS: [  336  3062  3778  6018  7075  8601  9617 10021 12112 12827 17788 18385
 19793 23914 27304 28584]
SMsplice 3SS: [ 2971  3654  5846  6958  8486  9421  9900 11842 12639 17706 18297 19647
 23802 27107 28373 29169]
top_k =  500
Partition function (log Z): 36.117062214192515

Sorted 5' Splice Sites (High to Low Probability):
Position 3062: 0.9960959225990992
Position 6018: 0.9893935794679294
Position 9617: 0.9852291315331769
Position 3778: 0.9789040624531636
Position 17788: 0.9729176102234743
Position 10021: 0.9548622552340722
Position 19793: 0.9361437804597256
Position 12827: 0.923602874374467
Position 23914: 0.9218041779737199
Position 27304: 0.8624608857414583
Position 7075: 0.8578557216218898
Position 18385: 0.8237991179789115
Position 28584: 0.7845980548129367
Position 336: 0.5870716306936009
Position 12112: 0.4944799263571811
Position 20213: 0.4807960947049094
Position 13090: 0.44727757719566474
Position 381: 0.3616280663737876
Position 4691: 0.34641081767575427
Position 8944: 0.2964407816880561
Position 2400: 0.2408992080825067
Position 12118: 0.234831924456164
Position 1118: 0.18594851454592545
Position 7616: 0.17433371268747536
Position 11959: 0.1677742908671896
Position 890: 0.16457726248444424
Position 27581: 0.1573230948879368
Position 7699: 0.15346492032051257
Position 10365: 0.1443408207222068
Position 1635: 0.12400007094340419
Position 18394: 0.12203237536706284
Position 11274: 0.11395037945127418
Position 7111: 0.1112013895217607
Position 8563: 0.10241878854359578
Position 8815: 0.08990858864029086
Position 4197: 0.08581994628178495
Position 8605: 0.07605995235977163
Position 2865: 0.07576954902533443
Position 4138: 0.06216080970836417
Position 4265: 0.060614106818666046
Position 2110: 0.060090095421363794
Position 11332: 0.057827783131490465
Position 15610: 0.0539772989484127
Position 14292: 0.05374747752120743
Position 24110: 0.05247996010734801
Position 17903: 0.047032793097081506
Position 10013: 0.04512353342742252
Position 8884: 0.043556969593519984
Position 14411: 0.03647252574136796
Position 2134: 0.03414908644121235
Position 643: 0.03190158846675794
Position 6646: 0.029849788560987287
Position 597: 0.028961195677793573
Position 29072: 0.02855352066666101
Position 25593: 0.022247866271415586
Position 27793: 0.02083653833051879
Position 721: 0.02033411477963045
Position 27607: 0.019475927813262617
Position 17177: 0.01817331698120965
Position 16343: 0.01804190653386102
Position 15615: 0.017483580635839317
Position 896: 0.017206028501942666
Position 361: 0.01566695953502315
Position 1017: 0.015027653785651872
Position 2409: 0.0147247679336596
Position 2457: 0.014087910902510454
Position 3971: 0.013228677563852785
Position 10390: 0.01318224690194799
Position 29295: 0.012972324626132833
Position 2904: 0.012479012979883047
Position 2753: 0.012092575364383457
Position 2833: 0.011843810302705697
Position 27807: 0.009655867025675058
Position 12387: 0.008871797041405035
Position 6575: 0.00870627756346915
Position 11319: 0.008224920992984643
Position 10297: 0.008125650038566072
Position 26698: 0.008052976453762893
Position 28080: 0.007997850061696269
Position 28883: 0.007947963248795367
Position 27879: 0.007759414777771573
Position 19708: 0.007630943906254928
Position 505: 0.007523357794821575
Position 20099: 0.007374995342458161
Position 29309: 0.007170882251783589
Position 5122: 0.006988067250232119
Position 1852: 0.00690038195697662
Position 66: 0.0068286845465254905
Position 18847: 0.006329002875572427
Position 5743: 0.0058422421247596125
Position 391: 0.005748667843231144
Position 1903: 0.005729539043599581
Position 5711: 0.005708884812396561
Position 25708: 0.005610504933510861
Position 10898: 0.0056037646792852685
Position 6708: 0.005316442669062779
Position 18030: 0.005115500531865699
Position 11052: 0.004922205505577217
Position 18442: 0.00489587171143449
Position 2907: 0.0048157977664965166
Position 1897: 0.004648546178551919
Position 1847: 0.004419639374405891
Position 18212: 0.004334006301113261
Position 2349: 0.004290995259193519
Position 2677: 0.003653138557821296
Position 2720: 0.0035162397261861195
Position 2037: 0.0035014152056387715
Position 6291: 0.002880220900684553
Position 2810: 0.0028678312380335646
Position 1595: 0.0024712528234738496
Position 977: 0.002451202990194769
Position 2189: 0.002415643575229772
Position 12203: 0.002408446086529669
Position 8907: 0.002286408366791045
Position 29031: 0.002274863848518145
Position 9272: 0.0020236193196226044
Position 29257: 0.0019979810692111206
Position 28802: 0.0018770444728845067
Position 11963: 0.001575809679447507
Position 2429: 0.001562695081611917
Position 3772: 0.0015184787883235431
Position 3333: 0.0013046858346747578
Position 20053: 0.001295557591582302
Position 7814: 0.0012675569369781695
Position 19016: 0.0012338886753679743
Position 19986: 0.0010833167499052854
Position 4526: 0.0010648121572460949
Position 6658: 0.001037903212841264
Position 19830: 0.0010278148061222494
Position 17818: 0.0010040444800554539
Position 1029: 0.0009330410685372479
Position 6084: 0.0009297338073128325
Position 11059: 0.0009273604370174235
Position 5277: 0.0008901703284068975
Position 4903: 0.0008695338559626575
Position 3082: 0.0008212642440626415
Position 761: 0.0008053920116749069
Position 12711: 0.000777932036867316
Position 8969: 0.0007767474416164005
Position 12727: 0.0007642663360377414
Position 6246: 0.0007606346495611663
Position 561: 0.0007564988635295185
Position 8995: 0.0007410385019320383
Position 12834: 0.0007260755575666313
Position 28623: 0.0006772593399122768
Position 4566: 0.0006770345871301907
