Gene = UMPS
index = 1532
Annotated 5SS: [  262  4881  7874  9834 11901]
Annotated 3SS: [ 4726  7201  9657 11785 13548]
SMsplice 5SS: [  262  4881  9834 11901]
SMsplice 3SS: [ 4726  9657 11785 13548]
top_k =  500
Partition function (log Z): -4.11047432684346

Sorted 5' Splice Sites (High to Low Probability):
Position 9834: 0.9772474917928032
Position 4881: 0.9131997217631541
Position 11901: 0.837293131263732
Position 262: 0.7836694264939282
Position 7874: 0.45979095702328787
Position 13620: 0.40106544657976495
Position 1239: 0.21583978613276028
Position 345: 0.1446016567479276
Position 13670: 0.13479669080299883
Position 7327: 0.12162572278124363
Position 8370: 0.11993656359156173
Position 10451: 0.11688937390112147
Position 13838: 0.103651077679276
Position 7303: 0.09673437780148451
Position 5188: 0.0894728330859045
Position 8267: 0.07410073715362807
Position 17579: 0.06714189909521082
Position 8078: 0.054539137393262896
Position 15849: 0.036940989343310145
Position 11146: 0.035952260818960066
Position 11082: 0.029904836602857265
Position 8621: 0.02581070741296298
Position 6506: 0.021153952681725194
Position 18556: 0.019300457059545653
Position 146: 0.016883323159111233
Position 7297: 0.016636969930277058
Position 401: 0.01570944225698292
Position 6215: 0.0155556123379197
Position 12126: 0.014938422915760157
Position 13438: 0.013781213203879022
Position 150: 0.011525393222598058
Position 13624: 0.011351708407791502
Position 11619: 0.009305542002812315
Position 824: 0.007998680960183293
Position 872: 0.007282172363094734
Position 8570: 0.006687015995556423
Position 17583: 0.0064057110341449106
Position 3396: 0.00613469343174238
Position 15556: 0.006125213415097768
Position 13603: 0.005930595990994434
Position 3324: 0.005322158615912075
Position 906: 0.005263340892976692
Position 1985: 0.0051890996375474185
Position 3066: 0.004770440163839077
Position 10566: 0.004443559770922566
Position 11843: 0.004235337314159793
Position 7456: 0.0042007563605346
Position 5302: 0.004002539462646131
Position 5380: 0.003870205105335252
Position 9854: 0.0035943026350455246
Position 1964: 0.0035706557722317922
Position 7408: 0.002925169632967384
Position 868: 0.0029194853294519365
Position 14788: 0.002916253200987542
Position 11004: 0.0026164177157985157
Position 38: 0.0024421589639191
Position 3910: 0.0021657366259667703
Position 13383: 0.0020264335828009145
Position 12429: 0.0017628854976381935
Position 4892: 0.0016377906525436015
Position 13465: 0.001552165503889012
Position 6514: 0.0015374025621182157
Position 744: 0.0015179632771390459
Position 1767: 0.0015071892899398988
Position 349: 0.0014815106967813949
Position 4162: 0.0014434149561472454
Position 3110: 0.0014042047228334004
Position 3920: 0.0013826100260173717
Position 12038: 0.0013366381576033108
Position 12060: 0.001316084886405552
Position 5398: 0.00130738016518069
Position 6896: 0.0012484377957432112
Position 10929: 0.0012027449624686895
Position 6263: 0.001162833355285867
Position 11307: 0.0010988449769373946
Position 3930: 0.0010455326317593695
Position 5216: 0.0009810355582633393
Position 2447: 0.0008634296711096281
Position 2493: 0.0008525251536701402
Position 715: 0.0008380327206951209
Position 139: 0.0008310549429040722
Position 11910: 0.0007720952879514678
Position 6458: 0.0007708027430189147
Position 5430: 0.0007252912429484594
Position 1318: 0.0006985898802520425
Position 10488: 0.0006796610534165208
Position 2602: 0.0006664324490251933
Position 11917: 0.0005151034078574835
Position 11233: 0.0004818042574972409
Position 392: 0.00046868922624332263
Position 3093: 0.0004360158406780635
Position 3507: 0.00042043083005073405
Position 5478: 0.00036509227311104714
Position 1350: 0.0003563080855816048
Position 4909: 0.00035120657900718287
Position 6495: 0.0003359714901802619
Position 257: 0.00033402017219204554
Position 6857: 0.0003151206582242248
Position 2441: 0.000306699204568374
Position 6737: 0.00030175364610075816
Position 328: 0.0002960536064145338
Position 171: 0.0002756262809867011
Position 2026: 0.0002601813665240555
Position 4251: 0.00022160759093260398
Position 6217: 0.00020543234703193148
Position 4781: 0.00014118095428030408
Position 6077: 0.00013039014935349
Position 6472: 0.0001145000136001368
Position 5596: 5.1561735170617766e-05
Position 5101: 4.496132688490989e-05
Position 237: 3.468930199335469e-05
Position 13719: 3.2019096134280786e-05
Position 13702: 3.0559870705319006e-05
Position 14144: 2.614464045201566e-05
Position 15161: 2.384214441671297e-05
Position 112: 2.1057535708701126e-05
Position 429: 2.072276986751816e-05
Position 770: 1.2975629104701091e-05
Position 491: 9.013329654860406e-06
Position 1060: 8.736788565670877e-06
Position 944: 7.749737150030942e-06
Position 235: 6.961618150911213e-06
Position 295: 6.809157252665799e-06
Position 605: 6.5740332357686405e-06
Position 548: 4.924520527628004e-06
Position 1071: 2.647224984519759e-06
Position 632: 1.2956172521970798e-06
