Gene = PIGV
index = 1028
Annotated 5SS: [ 274 2899 7240]
Annotated 3SS: [2763 6117 9567]
SMsplice 5SS: [ 681 2899]
SMsplice 3SS: [2763 6117]
top_k =  500
Partition function (log Z): -9.599445635306626

Sorted 5' Splice Sites (High to Low Probability):
Position 6212: 0.6943903303215817
Position 2899: 0.6792120164025881
Position 681: 0.43980097261647466
Position 6661: 0.3183624463948928
Position 4099: 0.2825947848128671
Position 825: 0.2049155923813648
Position 4885: 0.16384245874332432
Position 274: 0.14204894010554464
Position 6643: 0.13051701393107756
Position 1332: 0.12698693824970927
Position 4005: 0.07401793537208552
Position 1036: 0.0722508508083623
Position 7240: 0.06794629136980958
Position 7012: 0.05778118070027384
Position 3114: 0.05200540169973655
Position 2876: 0.051165582922089024
Position 2859: 0.03546174530639554
Position 3068: 0.0291461262411366
Position 100: 0.027287515108801057
Position 220: 0.027141555638857257
Position 735: 0.023262620365783714
Position 1523: 0.022972706260300676
Position 1964: 0.021469444147869374
Position 6279: 0.021228789248453818
Position 627: 0.017937555930759703
Position 15: 0.017055225186573677
Position 9870: 0.01658968599106855
Position 883: 0.014087884562994106
Position 699: 0.009874630386352085
Position 6328: 0.009394273408637369
Position 400: 0.008861945966971067
Position 632: 0.008674906918328187
Position 2097: 0.004999000352277863
Position 2656: 0.0042837886260644244
Position 2851: 0.004182614236260101
Position 2955: 0.003987896473514931
Position 1503: 0.003917243578637099
Position 2648: 0.003871472090384737
Position 9712: 0.0036007408015964497
Position 1284: 0.003444813731994328
Position 5066: 0.0031424558539378655
Position 2057: 0.003104786573628583
Position 1562: 0.002766623455543378
Position 3223: 0.0026033361213986914
Position 2990: 0.002311896545818552
Position 6394: 0.0017625833859742305
Position 3244: 0.0009532406773784508
Position 1144: 0.0007558816459841672
Position 433: 0.0006575287487856881
Position 3956: 0.0006155377523972674
Position 840: 0.0006034487487232965
Position 878: 0.0005411840193771719
Position 637: 0.0003868761737344
Position 1154: 0.0003606093216732532
Position 1045: 0.00021614624930219086
Position 1040: 0.00020951845598235234
Position 1149: 0.00013458077454777978
Position 939: 9.813867304827697e-05
Position 335: 9.163802032835687e-05
Position 544: 7.336802162118647e-05
Position 1272: 6.79436805912569e-05
Position 671: 6.75120848004491e-05
Position 1367: 2.9351049808043253e-05
Position 1741: 2.8192686864258027e-05
Position 847: 1.9586871580851886e-05
Position 451: 1.6404037072577e-05
Position 249: 1.294229938317127e-05
Position 1732: 1.1923495126435024e-05
Position 65: 5.851349721083129e-06
Position 307: 3.5043230144907348e-06
Position 431: 3.4528129408534947e-06
Position 709: 3.1702859102857426e-06
Position 196: 2.6795440919791827e-06
Position 291: 1.2614586816924946e-06
Position 564: 1.2478720330721029e-06
Position 817: 8.763368212701422e-07
Position 1022: 7.859886688379742e-07
Position 600: 7.35288500347652e-07
Position 851: 7.249439275968507e-07
Position 280: 4.133848582619366e-09
Position 212: 9.93146013884358e-10
Position 85: 8.851275902584648e-10
Position 309: 5.200916500639713e-11
Position 246: 1.951506835325174e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6117: 0.7942174265029829
Position 2763: 0.7485728662748083
Position 6512: 0.3386326643141303
Position 9619: 0.26450595442619773
Position 3876: 0.23897796833121793
Position 6807: 0.19549553796402205
Position 4800: 0.13319475148032311
Position 9567: 0.11183480747100714
Position 2989: 0.09628035931751555
Position 9983: 0.08683985255936257
Position 6535: 0.08639996649317573
Position 6079: 0.07472418556495196
Position 6480: 0.06495967346013011
Position 8949: 0.05668877873935652
Position 3912: 0.05486229851372229
Position 1186: 0.05183278271974543
Position 7166: 0.050524411136964924
Position 4034: 0.04977280829238252
Position 1315: 0.046668876582196255
Position 1246: 0.04600531459608885
Position 6838: 0.04241610066001354
Position 4747: 0.031143157057274586
Position 6575: 0.026079194579809287
Position 6493: 0.025943599035488527
Position 9444: 0.025128070545322005
Position 1823: 0.020986147968702844
Position 2832: 0.01979078111371797
Position 943: 0.018663534179753714
Position 9633: 0.010678777054296373
Position 7884: 0.009658810012989301
Position 7908: 0.007514931566186146
Position 1890: 0.006779235997554168
Position 7039: 0.006578986514728283
Position 8952: 0.006245760379961709
