Gene = LCE5A
index = 769
Annotated 5SS: [155]
Annotated 3SS: [669]
SMsplice 5SS: [155]
SMsplice 3SS: [854]
top_k =  500
Partition function (log Z): -8.42919977925078

Sorted 5' Splice Sites (High to Low Probability):
Position 155: 0.8424379634572272
Position 159: 0.101774970250253
Position 129: 0.02384978920871228
Position 3: 0.017882002863329884
Position 1093: 0.013720552526358003
Position 539: 0.010033731632567365
Position 737: 0.005244846745750076
Position 350: 0.00182148288844546
Position 75: 0.0017453526087698949
Position 366: 0.001570569207409597
Position 496: 0.0012506797310173345
Position 1104: 0.0010915159432951945
Position 783: 0.0010891897677095458
Position 229: 0.0008905171319882328
Position 761: 0.0006877848033808671
Position 433: 0.0006856611257250951
Position 199: 0.00037410540516026814
Position 759: 0.00030547509009514926
Position 242: 0.0001976071723952711
Position 484: 0.00016284840941875717
Position 771: 0.00015341950623527228
Position 37: 0.00013832010610426073
Position 148: 7.339477851894656e-05
Position 490: 3.128812102690497e-05
Position 69: 3.100967181763197e-05
Position 809: 2.545335525327199e-05
Position 587: 1.9270226500637694e-05
Position 43: 1.826660463535077e-05
Position 1108: 1.6907011583301947e-05
Position 438: 2.404173191435235e-07
Position 260: 1.834234652433012e-07
Position 441: 1.4060615278801842e-07
Position 358: 1.3496110003884443e-07
Position 289: 1.2489393477401127e-07
Position 8: 9.02167807590746e-08
Position 773: 8.528576697323564e-08
Position 275: 8.221335214816174e-08
Position 192: 4.16142819950155e-08
Position 785: 4.073773054993272e-08
Position 373: 3.719759238335159e-08
Position 221: 3.1932583554530165e-08
Position 531: 2.833757909711114e-08
Position 323: 2.2921236652681568e-08
Position 403: 2.2119150727802114e-08
Position 307: 1.0465854228044807e-08
Position 435: 8.053978057982517e-09
Position 45: 3.5345083885029757e-09
Position 253: 2.453669348184875e-09
Position 451: 1.115553719101219e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 854: 0.5150699225870468
Position 669: 0.36860731415147374
Position 1028: 0.025425876667978808
Position 299: 0.02540715467908459
Position 872: 0.020112172189264095
Position 832: 0.01560670234175948
Position 939: 0.010450311884492794
Position 1252: 0.008520461041639258
Position 1204: 0.008520021279359642
Position 807: 0.005256815632396429
Position 332: 0.004356348978155965
Position 620: 0.0030398454801404424
Position 632: 0.0028175205194182957
Position 908: 0.0027356150498634682
Position 1319: 0.002575699335108055
Position 679: 0.0010484187645355418
Position 1258: 0.0008268266631448442
Position 1001: 0.0008046505007771237
Position 688: 0.0007644539810316455
Position 1288: 0.0005857074284894131
Position 705: 0.00057844589132372
Position 918: 0.0005169988850304072
Position 461: 0.0005057185432970553
Position 1274: 0.00033370963013177983
Position 814: 0.00031878863681399083
Position 1146: 0.000289386832490055
Position 989: 0.0002526580960562779
Position 638: 0.0002292142022133181
Position 947: 0.0002212038822343892
Position 304: 0.00021228527750997403
Position 596: 0.00016740032302709897
Position 759: 0.00013392385493060579
Position 959: 0.000110382338589838
Position 489: 0.000102912902099714
Position 965: 0.00010246338875427141
Position 1060: 7.76510488154981e-05
Position 428: 7.644702138700433e-05
Position 783: 7.11044390286314e-05
Position 228: 6.755768733632202e-05
Position 349: 5.517296300591301e-05
Position 702: 4.5813158082982594e-05
Position 879: 3.468001032146433e-05
Position 269: 3.1811391710870274e-05
Position 221: 2.7355315312281013e-05
Position 771: 2.35147498304855e-05
Position 93: 2.2717197379184435e-05
Position 941: 2.1027632654977255e-05
Position 1036: 1.9025490938325466e-05
Position 1076: 1.5801257738945783e-05
Position 464: 1.1233084433341482e-05
Position 1070: 1.1028338244935738e-05
Position 97: 9.91638282961159e-06
Position 1296: 8.410153104634144e-06
Position 343: 7.436171082388194e-06
Position 457: 6.982024008613998e-06
Position 1092: 6.716003607289111e-06
Position 1112: 6.702095188658351e-06
Position 1063: 6.6371337264125805e-06
Position 192: 6.457006521331167e-06
Position 365: 5.31539770444391e-06
Position 310: 5.278998983533198e-06
Position 525: 5.101289107877812e-06
Position 1166: 4.991411381163137e-06
Position 1212: 4.769428010826847e-06
Position 74: 4.6779382498347695e-06
Position 1217: 4.444403807984958e-06
Position 1101: 4.362325345868264e-06
Position 80: 3.657417125727458e-06
Position 128: 9.98797079409834e-07
Position 363: 8.94367702399881e-07
Position 975: 5.263750607337037e-07
Position 146: 4.5724752706497904e-07
Position 141: 4.570889243836772e-07
Position 483: 2.89575071608006e-07
Position 899: 1.6732725183575418e-07
Position 370: 1.5848580874506638e-07
Position 496: 7.80838507232369e-08
Position 102: 6.518764649428339e-08
Position 307: 6.128628316886906e-08
Position 112: 9.734308981199406e-09
Position 199: 9.041270443245874e-09
Position 122: 6.515684447651346e-09
Position 537: 2.937839701147637e-10
Position 379: 2.379909205553294e-10
Position 109: 1.3564001462822834e-12
