Gene = COMMD10
index = 394
Annotated 5SS: [   103   2597   6199   7710  49188 206586]
Annotated 3SS: [  2505   6087   7553  49076 206525 207459]
SMsplice 5SS: [   103   2597   6199   7710  49188  57098  62196  86667 130284 133371]
SMsplice 3SS: [  2505   6087   7553  49076  56904  62113  86552 130169 133171 203260]
top_k =  500
Partition function (log Z): -94.24677800063874

Sorted 5' Splice Sites (High to Low Probability):
Position 7710: 0.9307068306593642
Position 6199: 0.9212135283033971
Position 2597: 0.8660897757404523
Position 103: 0.8539125690140709
Position 14185: 0.5693356734863884
Position 5421: 0.3849669233364311
Position 11644: 0.3031470952838816
Position 6505: 0.20204184125573812
Position 3607: 0.16408709054001466
Position 12774: 0.1635884343943079
Position 2861: 0.14518368574870086
Position 13751: 0.13564506452291053
Position 14991: 0.13137655826371825
Position 13976: 0.12487350784487386
Position 8448: 0.12317604897809313
Position 4273: 0.10364059559698544
Position 7705: 0.06791998760083
Position 2834: 0.05854462504142234
Position 7081: 0.05270960554099875
Position 452: 0.05075749245613775
Position 492: 0.0399726853482471
Position 340: 0.03175300807995605
Position 4232: 0.02614638628186761
Position 7065: 0.023477468054975338
Position 5654: 0.021860361168849426
Position 478: 0.021626729935082786
Position 4317: 0.01654928584425518
Position 7144: 0.015983734287748755
Position 3632: 0.013685669515619697
Position 773: 0.013511474833919155
Position 7324: 0.012960217724910296
Position 2312: 0.011689926366829615
Position 1036: 0.010769282466242617
Position 1342: 0.009338052591401497
Position 6295: 0.008249002096603012
Position 5596: 0.007004820579050925
Position 2906: 0.006857817670854761
Position 588: 0.0066673961498829514
Position 2732: 0.006155907571494701
Position 210: 0.005886919751445831
Position 344: 0.004795224757216275
Position 11464: 0.004781545943689418
Position 3147: 0.004732851609928675
Position 4127: 0.00466127806870884
Position 128: 0.004597640682102298
Position 6509: 0.003402503115011911
Position 12098: 0.002911808251704091
Position 1409: 0.0028680414445307377
Position 1971: 0.0025622832148932653
Position 12245: 0.0024239568133051347
Position 400: 0.0018766106734989473
Position 4788: 0.001795587412202564
Position 1749: 0.0017558395301093376
Position 265: 0.001730719915491925
Position 1034: 0.0017264000914529
Position 4690: 0.001544491990488694
Position 7000: 0.001534397628383934
Position 8292: 0.0014790372864040451
Position 5416: 0.0013542765348428154
Position 1156: 0.0011156592632292762
Position 322: 0.0009698369362112108
Position 562: 0.0008425104714864369
Position 2340: 0.0007468999632685483
Position 8107: 0.0005064650173798788
Position 6029: 0.00018561712105541738
Position 3121: 0.00014061736253186046
Position 2745: 0.0001132467319923273
Position 220: 8.186955362960619e-05
Position 2778: 7.90705918553659e-05
Position 2848: 6.83284273436519e-05
Position 230: 6.626627226835736e-05
Position 114: 3.4359354382454054e-05
Position 829: 3.362210449949566e-05
Position 225: 3.275086203168331e-05
Position 243: 2.5244881140454875e-05
Position 417: 2.4956444728829185e-05
Position 359: 1.9268729825094933e-05
Position 374: 1.9216032239651524e-05
Position 299: 1.5965890718391846e-05
Position 592: 1.4938056811099048e-05
Position 279: 1.4555258131170082e-05
Position 521: 1.2760500373271242e-05
Position 672: 1.005207731733652e-05
Position 616: 7.3008593297345605e-06
Position 18: 7.072367821042985e-06
Position 853: 6.058205707593127e-06
Position 472: 5.808060257942617e-06
Position 215: 5.143802656647856e-06
Position 695: 4.614394938538369e-06
Position 386: 4.213685023791909e-06
Position 803: 3.601425528296465e-06
Position 821: 3.506419428912304e-06
Position 310: 2.6417841807151034e-06
Position 68: 2.1347886854077424e-06
Position 795: 1.973282538118746e-06
Position 681: 1.6994081913303885e-06
Position 45: 1.460080940085457e-06
Position 655: 1.3117757859821699e-06
Position 369: 9.168830732742842e-07
Position 1138: 5.588519510231036e-07
