Gene = GUCA2A
index = 632
Annotated 5SS: [  81 1316]
Annotated 3SS: [1107 1747]
SMsplice 5SS: [81]
SMsplice 3SS: [1107]
top_k =  500
Partition function (log Z): -8.550128868271354

Sorted 5' Splice Sites (High to Low Probability):
Position 81: 0.9583490952018009
Position 1316: 0.32660019094431303
Position 1013: 0.046502798081645765
Position 565: 0.04150417176911754
Position 135: 0.013033646763763519
Position 181: 0.006939592454246095
Position 444: 0.003359710133430081
Position 551: 0.0026983786633326293
Position 1214: 0.0014619309113969234
Position 1180: 0.0013454081131903715
Position 518: 0.0012424068788191179
Position 1457: 0.001169247244580114
Position 1348: 0.0007201779757286439
Position 1134: 0.0006509390581336765
Position 1343: 0.0006236221822329075
Position 1619: 0.0005046736076480224
Position 1504: 0.0004373758406914691
Position 1461: 0.0001558118048555319
Position 1623: 0.00013017740199607327
Position 778: 0.00010131388873848692
Position 1396: 9.958681653772486e-05
Position 183: 6.879646530761371e-05
Position 784: 6.375384014911376e-05
Position 939: 5.557360572048481e-05
Position 706: 5.450437001189976e-05
Position 1799: 4.0420585750136704e-05
Position 1629: 2.8803130816865758e-05
Position 449: 1.430300021964509e-05
Position 1138: 1.3595047963186085e-05
Position 85: 1.2669171950967237e-05
Position 90: 9.439414044196754e-06
Position 332: 8.258424038563087e-06
Position 153: 7.919872566477897e-06
Position 140: 6.859820830344971e-06
Position 522: 5.894407697912217e-06
Position 901: 5.652980789805466e-06
Position 185: 5.522454130513984e-06
Position 315: 2.5013991561251057e-06
Position 224: 1.9446983526815487e-06
Position 841: 1.9336171787087983e-06
Position 334: 1.9323327399737757e-06
Position 975: 1.821122018134765e-06
Position 480: 1.8190356417707247e-06
Position 276: 2.45780748362412e-07
Position 32: 1.3102677451138487e-07
Position 75: 1.2889130747478223e-07
Position 69: 1.2416215979655475e-07
Position 341: 6.002911009581429e-08
Position 127: 4.3945443951474485e-08
Position 369: 1.6922505200276308e-08
Position 965: 1.0855422820906753e-08
Position 406: 4.784106834131472e-09
Position 473: 2.7589619472571666e-09
Position 187: 2.3502554217041356e-09
Position 92: 8.925562470912584e-10
Position 909: 3.558425785651569e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1107: 0.6058063370664413
Position 1870: 0.20243810325915879
Position 1846: 0.16339829151299837
Position 1241: 0.06006848732247232
Position 965: 0.046836007480053225
Position 193: 0.04094434497710603
Position 1747: 0.03423022957576743
Position 359: 0.03403684627308257
Position 1903: 0.032043652806008086
Position 518: 0.027058890823326503
Position 1900: 0.016300319144880684
Position 831: 0.015643458102177907
Position 891: 0.012306503933674775
Position 1849: 0.011528645871018966
Position 1134: 0.011390166543814983
Position 2005: 0.010266629539761513
Position 1923: 0.007112253049903302
Position 1536: 0.007071219832096235
Position 560: 0.006956578192691827
Position 1138: 0.0069112727644602915
Position 419: 0.006270146578918058
Position 907: 0.006012040192647723
Position 1261: 0.004753606732265903
Position 455: 0.004096229658196505
Position 1258: 0.003690966325353321
Position 728: 0.0028921349973495556
Position 809: 0.002845835908670758
Position 1874: 0.0027503844743033724
Position 528: 0.002701763447901849
Position 1438: 0.002673648288779736
Position 504: 0.0024340138583490594
Position 1489: 0.0017415619131072846
Position 680: 0.001726616993352654
Position 1812: 0.0014789868861258802
Position 213: 0.0013005866258499203
Position 210: 0.0009697742701103221
Position 636: 0.0006648238633176895
Position 595: 0.0006352545920130294
Position 1408: 0.0004970847616561522
Position 1193: 0.0004813961568349738
Position 1749: 0.00042600358304512834
Position 261: 0.00041245875974542595
Position 550: 0.0004099090108487788
Position 392: 0.00036502814102474276
Position 640: 0.0003500416198754096
Position 577: 0.0002623467406261426
Position 1614: 0.00026093823850243444
Position 1695: 0.0002582128914375355
Position 852: 0.00021323394764581724
Position 485: 0.00020584393061265385
Position 1412: 0.00017324847245788686
Position 1675: 0.00017043095214812207
Position 1727: 0.00014790070823265757
Position 1281: 0.0001408034545336794
Position 2017: 0.00011809002472517157
Position 732: 0.00011526182609829233
Position 179: 9.560116977667371e-05
Position 224: 9.401389180307141e-05
Position 1583: 7.544258671297919e-05
Position 909: 7.45722845960379e-05
Position 443: 6.27638128493784e-05
Position 1042: 6.273241915615379e-05
Position 480: 6.135879765876757e-05
Position 1687: 6.0843229166958434e-05
Position 1517: 5.420957138892166e-05
Position 1419: 4.8373846063842906e-05
Position 264: 4.8369165284600924e-05
Position 687: 4.6376035431982216e-05
Position 1170: 4.177124285855177e-05
Position 1375: 3.592307735839265e-05
Position 1056: 3.528966400445857e-05
Position 1161: 2.9348004215565923e-05
Position 268: 2.6472664494365247e-05
Position 151: 2.1134693431197724e-05
Position 1936: 1.993033711371898e-05
Position 396: 1.2052835791666849e-05
Position 931: 9.945437880695218e-06
Position 935: 8.637165080997526e-06
Position 1178: 7.87280333733987e-06
Position 421: 4.039565737874855e-06
Position 307: 3.085390049579273e-06
Position 916: 2.6841449945636083e-06
Position 1143: 2.1742834468127742e-06
Position 706: 2.142439837594431e-06
Position 332: 1.283365395779863e-06
Position 406: 9.909137575756099e-07
Position 229: 6.071296679685442e-07
Position 488: 4.8652519670699866e-08
Position 153: 3.292987505123573e-09
Position 288: 2.480941823127442e-09
Position 149: 1.5599347050754815e-09
Position 315: 8.347995266904915e-10
Position 286: 7.929015316783434e-10
Position 276: 7.161000003710637e-10
Position 281: 8.26419931147364e-11
Position 127: 6.948843595803651e-12
Position 109: 2.7904587108646097e-12
