Gene = PGD
index = 1020
Annotated 5SS: [   46   625  1493  4057  5200  9061 12473 14172 18038 18430 19846 20460]
Annotated 3SS: [  548  1312  3990  5080  8990 12337 13981 17906 18295 19745 20336 20549]
SMsplice 5SS: [   46   625  4057  5200 12473 13056 18430 19846 20460]
SMsplice 3SS: [  548  3990  5080 12337 12972 18295 19745 20336 20549]
top_k =  500
Partition function (log Z): 2.522115930990478

Sorted 5' Splice Sites (High to Low Probability):
Position 19846: 0.9946756839550188
Position 12473: 0.9872363163222004
Position 18430: 0.9553466177127803
Position 46: 0.8710064054770457
Position 625: 0.8471007763452577
Position 4057: 0.7417852467092986
Position 5200: 0.7211098738299517
Position 20460: 0.6282622396223722
Position 13056: 0.5754018609549713
Position 18038: 0.4009404103264224
Position 1493: 0.39622268075284856
Position 9120: 0.3118483600399744
Position 5158: 0.14402814595780655
Position 9439: 0.09676759082502562
Position 13112: 0.09668773255742709
Position 14500: 0.05899366793950376
Position 14394: 0.055325069583375824
Position 4087: 0.051353255184248055
Position 16560: 0.04468435083194911
Position 20073: 0.04253628859875474
Position 16253: 0.03185419879226696
Position 7239: 0.02617527474564065
Position 14172: 0.02355912165878222
Position 4134: 0.021844274065128753
Position 9154: 0.021762034648914106
Position 15153: 0.02093413825123486
Position 1147: 0.01870112202162236
Position 4139: 0.01611911805084455
Position 4154: 0.01525838291324895
Position 11711: 0.013491137918470966
Position 690: 0.012347528648537474
Position 11686: 0.011831354377919174
Position 16889: 0.011826617151414037
Position 12849: 0.011782035630330104
Position 4839: 0.00996625299194427
Position 20217: 0.009311083842949831
Position 19482: 0.006727104144903968
Position 3268: 0.006630529586855743
Position 3945: 0.0054779331820891735
Position 1163: 0.005014431910001036
Position 12839: 0.004182112377588438
Position 1203: 0.003657633301800921
Position 11140: 0.003633455867762424
Position 20423: 0.0034103649284885616
Position 19562: 0.002968340180104172
Position 888: 0.0028724645869973708
Position 832: 0.0022688260059607625
Position 1451: 0.002134258076352254
Position 13045: 0.0021332673828137034
Position 7322: 0.0018784599106611984
Position 7718: 0.0017537458277169335
Position 836: 0.0017524537173797053
Position 401: 0.001460273692991007
Position 20320: 0.0011508963101551535
Position 1871: 0.0010881321524009353
Position 6112: 0.0010611528874825353
Position 828: 0.000689624292790812
Position 510: 0.0006871944106646496
Position 3426: 0.0006635304804769545
Position 18: 0.0006390658938987312
Position 2213: 0.0006268857076238347
Position 1101: 0.0006035249535740665
Position 4543: 0.0005802019272021805
Position 5976: 0.0005684621093239083
Position 3991: 0.0005563947799203256
Position 105: 0.0004889617549188993
Position 1074: 0.0004783591279079268
Position 8137: 0.0004628284371705709
Position 5749: 0.0004562938219347374
Position 1665: 0.00044839670233207747
Position 4113: 0.00040832172030975434
Position 15149: 0.0004019393206807101
Position 3287: 0.00037969559826938406
Position 1238: 0.00031409501446052893
Position 445: 0.0002874744967905344
Position 13732: 0.0002462290645133228
Position 1313: 0.00024129481081908554
Position 267: 0.0002321174913745425
Position 20783: 0.0002181940807882682
Position 4539: 0.00020063218466881346
Position 14459: 0.00018993951052061894
Position 7051: 0.00017404112988310733
Position 4780: 0.00017200853662625997
Position 13890: 0.00014996474019202154
Position 1385: 0.000145214813040823
Position 7573: 0.00014369251732988293
Position 12338: 0.00013032752745295204
Position 6080: 0.00012670941274393226
Position 7355: 0.00011713572179109506
Position 7526: 0.00010405945031169147
Position 148: 9.105922903686009e-05
Position 841: 8.431110852414849e-05
Position 471: 7.449153556517207e-05
Position 7262: 7.125203638736304e-05
Position 192: 6.179442555083189e-05
Position 50: 4.711317672332968e-05
Position 634: 4.378718205554546e-05
Position 173: 3.965326736697282e-05
Position 28: 3.548651042701872e-05
Position 458: 2.1856454718488407e-05
Position 875: 7.819119219192021e-06
Position 311: 5.644421942949822e-06
Position 19864: 4.46418172713933e-06
Position 780: 2.4770827110034165e-06
Position 19850: 2.102266818024701e-06
Position 502: 1.8538818084113281e-06
Position 706: 1.7091972237692294e-06
Position 758: 1.0231558074500992e-06
Position 916: 3.556239479476748e-07
Position 4: 8.1880603786046e-08
Position 336: 4.326041464301214e-08
Position 657: 2.67991253914719e-08
Position 492: 5.405034685402211e-09
Position 120: 6.909027264205008e-10
Position 528: 9.548757322374253e-11
Position 730: 5.6115229857367924e-11
Position 533: 3.9280711216587145e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 18295: 0.9442019250614322
Position 19745: 0.8939812408723298
Position 12337: 0.8686590066171946
Position 20549: 0.8527644228668736
Position 5080: 0.8509328561275535
Position 3990: 0.8122002749344703
Position 548: 0.69839846950894
Position 12972: 0.6706857199188665
Position 20336: 0.46494415108793496
Position 8990: 0.3590290315462345
Position 17906: 0.35054802376152744
Position 1312: 0.1963221673630212
Position 19953: 0.17435808340127612
Position 1329: 0.12844720880463645
Position 12310: 0.1187076372324588
Position 19756: 0.10129244481983418
Position 14365: 0.09225775271966218
Position 20296: 0.090941843327665
Position 17944: 0.05039238656489514
Position 16461: 0.04874162339102803
Position 498: 0.045931093831566544
Position 3944: 0.030509298379623427
Position 16078: 0.02976967220422933
Position 9328: 0.029716570221726305
Position 11574: 0.02532249229639013
Position 7175: 0.02272425883879276
Position 20428: 0.022038116671748736
Position 9322: 0.02091457050948662
Position 1396: 0.020535689779084695
Position 983: 0.020221518043795426
Position 14313: 0.019844961166545234
Position 20601: 0.019817489520025128
Position 15048: 0.017818411357668405
Position 12759: 0.017046050779037713
Position 1366: 0.01654231186310128
Position 9377: 0.014037263234804318
Position 20120: 0.012774561480076553
Position 13981: 0.012706170429382144
Position 5082: 0.011721973301332882
Position 18187: 0.01115454443996042
Position 1295: 0.010696919178013057
Position 14036: 0.010309645938538801
Position 3824: 0.00992385054011042
Position 19359: 0.0069763732084371834
Position 1259: 0.006613045901988891
Position 19949: 0.006272718371142625
Position 1406: 0.00550101388671183
Position 4725: 0.005364055207082662
Position 20123: 0.005219475123933556
Position 20372: 0.005086738773307381
Position 3129: 0.004869022470644032
Position 1343: 0.004759908282020781
Position 7178: 0.00467018764123646
Position 20302: 0.004600464332950719
Position 9245: 0.00426460992854335
Position 16374: 0.004202281175476312
Position 20628: 0.004029525860833643
Position 11040: 0.003633455867762424
Position 16626: 0.003567063416858811
Position 15124: 0.0035211281483463865
Position 20921: 0.0032074303999176817
Position 20704: 0.003198519394083686
Position 550: 0.0031154066932228084
Position 19308: 0.0029263165551561
Position 19973: 0.0027501610483504964
Position 4638: 0.0024278051345887957
Position 9194: 0.002415940073118894
Position 14426: 0.0023625012759656066
Position 1016: 0.0023403629416535498
