Gene = AIDA
index = 43
Annotated 5SS: [  317  9377 18315 18736 24930 25595 36429 39212 42392]
Annotated 3SS: [ 9306 18260 18680 24865 25487 36305 39088 42273 42534]
SMsplice 5SS: [  317  9377 18315 18736 25595 26835 33677 36429 39212 42392]
SMsplice 3SS: [ 9306 18260 18680 25487 26743 33569 36305 39088 42273 42534]
top_k =  500
Partition function (log Z): 1.968408736286808

Sorted 5' Splice Sites (High to Low Probability):
Position 9377: 0.9964978235098089
Position 18315: 0.996065827442128
Position 25595: 0.9801854358327027
Position 36429: 0.9778668531052417
Position 42392: 0.9099724347268753
Position 317: 0.8589514387635231
Position 39212: 0.765767399873578
Position 18736: 0.6465764063231779
Position 26835: 0.6443932991560284
Position 33677: 0.6365545532655977
Position 915: 0.5801036926319953
Position 2773: 0.47849351228249676
Position 24930: 0.45512100981649045
Position 2147: 0.3377086584960766
Position 9933: 0.300474031054915
Position 38311: 0.26201447941415745
Position 41850: 0.2005868734853372
Position 1146: 0.18982490984291883
Position 31919: 0.18858522858264898
Position 4800: 0.13044111292336744
Position 30609: 0.09788600377862712
Position 40540: 0.09528540126607601
Position 10272: 0.08462922268706649
Position 14507: 0.06726763457325939
Position 34087: 0.06632503841252219
Position 562: 0.06276788555458264
Position 42120: 0.05578624787637321
Position 27588: 0.05262626337547324
Position 27700: 0.03961265974766591
Position 29336: 0.036533216941805634
Position 173: 0.03557645594787257
Position 7483: 0.03374367023692149
Position 35291: 0.03001473962475551
Position 982: 0.027189244975301972
Position 1859: 0.024428676526946618
Position 1476: 0.02341047216333115
Position 29877: 0.022752836970488924
Position 27520: 0.02068302267014155
Position 9749: 0.019655032124891638
Position 40582: 0.016231666376423315
Position 37500: 0.015383360523931475
Position 36461: 0.014508629770580254
Position 5638: 0.014479373465528233
Position 26583: 0.013089900619031841
Position 25599: 0.011554616425297131
Position 36416: 0.007614143844732571
Position 36953: 0.0050641934343939035
Position 122: 0.004660269151057399
Position 26272: 0.004433700677856667
Position 42836: 0.004147161081975338
Position 399: 0.003895058323684106
Position 5004: 0.003704620099279694
Position 9711: 0.0032698391131633035
Position 3040: 0.003242613890714034
Position 308: 0.003223957071971146
Position 26524: 0.0031960680904235777
Position 42430: 0.0030543051126659827
Position 4787: 0.0029713596809848443
Position 26651: 0.0028988279950932327
Position 1140: 0.0023261331232910217
Position 101: 0.0022816413545805225
Position 975: 0.0021941969464626524
Position 26441: 0.00199159924097531
Position 42381: 0.001692378219776889
Position 216: 0.001517428798188814
Position 26490: 0.001481533789271642
Position 9745: 0.001291236520247947
Position 116: 0.0012553854507050932
Position 4859: 0.001251067345834958
Position 424: 0.0011619401080726693
Position 646: 0.001140774773088288
Position 675: 0.0011076674294906073
Position 380: 0.0008297185648271119
Position 80: 0.0007720340019583265
Position 26888: 0.0006875190256112474
Position 26809: 0.0006790200910711871
Position 787: 0.0006764660684784087
Position 510: 0.0006307082602777468
Position 41469: 0.0006139638137941899
Position 27398: 0.0006127647066374389
Position 4983: 0.0005906715118506923
Position 86: 0.0005894541470570552
Position 2762: 0.000528126610007278
Position 9938: 0.0004931618794201578
Position 26211: 0.00029708374873400976
Position 1556: 0.00029549497610189933
Position 1502: 0.0002658833329113253
Position 42659: 0.0002267037983176799
Position 359: 0.00020381276920768737
Position 41745: 0.00019170754513910535
Position 26794: 0.00014219593083335475
Position 37: 0.00012680906463768848
Position 291: 0.00010374229415636766
Position 89: 9.988664216586517e-05
Position 384: 7.818724225448983e-05
Position 765: 4.5933532039569704e-05
Position 631: 4.013847974441284e-05
Position 650: 3.8001178147398096e-05
Position 720: 3.350956000818646e-05
Position 194: 2.5012861593078767e-05
Position 95: 2.43431281852044e-05
Position 321: 2.4093016484531657e-05
Position 763: 2.0292518250473763e-05
Position 4: 2.005569496117619e-05
Position 209: 2.331626686104909e-06
Position 386: 1.8715945718719386e-06
Position 18: 1.7019247145072552e-06
Position 374: 1.298670254884716e-06
Position 45: 4.2309442054303913e-07
Position 25748: 3.2289469397211253e-07
Position 356: 6.137678489268799e-08
Position 879: 3.8113870053701946e-08
