Gene = PTRH1
index = 1099
Annotated 5SS: [  137  9330  9899 10271 10495]
Annotated 3SS: [ 7913  9678 10170 10448 10590]
SMsplice 5SS: [  137  2291  9899 10271]
SMsplice 3SS: [ 2217  9678 10132 10590]
top_k =  500
Partition function (log Z): 0.5535023452117616

Sorted 5' Splice Sites (High to Low Probability):
Position 9899: 0.998348426518127
Position 137: 0.9634387478918054
Position 10271: 0.9585474646516718
Position 2291: 0.7012907548621141
Position 585: 0.3701646430865028
Position 1229: 0.3141402034890365
Position 10495: 0.12052018517468747
Position 2363: 0.1097414641604546
Position 9330: 0.10787925288797734
Position 10739: 0.08632223172571223
Position 741: 0.08477924045226497
Position 8404: 0.08011916705143894
Position 6964: 0.07549881360093649
Position 2630: 0.06694605552734524
Position 2605: 0.04897789097935756
Position 1749: 0.04765844322789372
Position 1734: 0.04607335549344196
Position 8481: 0.04239693293888762
Position 7776: 0.03711777122289135
Position 1601: 0.0295980724126535
Position 7999: 0.028066381344663736
Position 7551: 0.026138175242798097
Position 2031: 0.025388355536837465
Position 4997: 0.014817510673645944
Position 628: 0.010076252187055016
Position 1740: 0.009506295078705864
Position 123: 0.008198273254279242
Position 516: 0.005712363353429527
Position 10609: 0.004623046544082785
Position 624: 0.004147323672918095
Position 347: 0.0036686101382965124
Position 95: 0.003642359607361254
Position 7064: 0.003476491405209846
Position 4563: 0.0032575051523141903
Position 10042: 0.003004993228764737
Position 896: 0.0029642620932402953
Position 10276: 0.002655130630963083
Position 71: 0.002337335420254639
Position 1331: 0.0016706235855645493
Position 1701: 0.0016573532151710451
Position 9919: 0.001448820172413799
Position 748: 0.0010049952981168887
Position 7845: 0.0007545529084861069
Position 10287: 0.0006822642034026093
Position 10613: 0.0005521340374495817
Position 522: 0.00048358256084919194
Position 737: 0.0002241026619728544
Position 215: 0.00019979794182967646
Position 1408: 0.0001549561715860873
Position 1041: 0.00011370622964554017
Position 561: 9.991323518486256e-05
Position 1401: 8.079299446165858e-05
Position 10529: 6.248496057375116e-05
Position 497: 5.485833618942467e-05
Position 705: 5.0281158531492934e-05
Position 672: 4.19794474096489e-05
Position 618: 3.706681431579169e-05
Position 321: 3.089774806138576e-05
Position 238: 1.9351463220720782e-05
Position 10293: 1.2166884506861664e-05
Position 10524: 8.052821837101214e-06
Position 74: 5.73229192897991e-06
Position 10209: 3.981284382126222e-06
Position 10462: 3.287814527309791e-06
Position 310: 2.613906601677651e-06
Position 276: 2.601258238342344e-06
Position 159: 2.1618261516625774e-06
Position 141: 2.110646491299984e-06
Position 349: 5.706948003671222e-07
Position 265: 2.3105254943652394e-07
Position 325: 1.9713597186892287e-07
Position 29: 1.9066358409488184e-07
Position 254: 1.687682533854576e-07
Position 291: 1.5672240464884783e-07
Position 527: 7.397078443154137e-08
Position 9903: 2.4907076676154595e-08
Position 435: 1.6482162031042904e-08
Position 351: 1.2094052687290281e-08
Position 27: 7.43147296067535e-09
Position 442: 5.048871605030944e-09
Position 41: 4.740893691830906e-13
Position 244: 1.1156339292426362e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 9678: 0.9965826206714232
Position 10590: 0.9542390237250605
Position 10132: 0.7078604530016216
Position 2217: 0.6084675888804797
Position 425: 0.37984387409038234
Position 10170: 0.2439928023533566
Position 1066: 0.14885390344709515
Position 8298: 0.12251609999032653
Position 1145: 0.11996715176279732
Position 9107: 0.10787925288797734
Position 2135: 0.08219532960929389
Position 489: 0.08016988054934493
Position 6844: 0.07897530500614632
Position 1484: 0.06527131867939118
Position 7435: 0.06401049937417559
Position 2163: 0.05861555198520811
Position 10448: 0.0534018346353727
Position 2527: 0.04822579435355364
Position 10882: 0.0455559377530664
Position 1536: 0.034852850561989376
Position 10356: 0.03163033553279174
Position 7913: 0.028066381344663726
Position 2476: 0.025198639650171915
Position 10683: 0.024000355695302494
Position 2278: 0.02138045929714417
Position 1908: 0.02137093661217016
Position 2510: 0.019656317430237956
Position 10378: 0.01956822341271454
Position 10413: 0.018219754378931023
Position 1219: 0.017983621314507304
Position 1601: 0.01779979031729259
Position 2177: 0.017601040606476864
Position 4836: 0.014817510673645942
Position 10833: 0.014306513578358267
Position 2471: 0.009530262215413239
Position 2220: 0.007457813254953535
Position 2494: 0.006953991770765748
Position 10478: 0.006864213454839506
Position 11100: 0.006659319087111432
Position 1627: 0.006586851512293108
Position 9986: 0.006501796576939964
Position 996: 0.00600591987570057
Position 1932: 0.005697820649446807
Position 10892: 0.0053485071409144986
Position 10387: 0.005105883222032846
Position 10982: 0.0047358643659922844
Position 1613: 0.00457559595248602
Position 10950: 0.004511784468597512
Position 10821: 0.004431747553002901
Position 10806: 0.00407657390965292
Position 2322: 0.0038208794331443144
Position 1021: 0.003523424226320523
Position 9574: 0.00331066561238367
Position 4490: 0.0032575051523141894
Position 10117: 0.0032004122334292166
Position 2456: 0.003108186160753902
Position 588: 0.0024955676986943604
Position 2450: 0.00248451525721761
Position 2252: 0.002479496945148697
Position 2081: 0.002405894268084368
Position 1088: 0.0023802013007008316
Position 2290: 0.002341770170577152
Position 1685: 0.0023400864276203236
Position 2224: 0.0022940610602437796
Position 627: 0.00203844594917309
Position 525: 0.0016740428537529684
Position 1222: 0.0015635151713758585
Position 10007: 0.0014456130462996049
Position 1191: 0.0014399204447577633
Position 10200: 0.0013765572135661737
Position 10847: 0.0012786181523086564
Position 10147: 0.0012175258108997364
Position 606: 0.0010916673806482388
Position 10077: 0.0010329297721494643
Position 1631: 0.0009667750575385112
Position 895: 0.0009259493405976464
Position 10175: 0.0007773323175200453
Position 2514: 0.0007662396685887629
Position 1196: 0.0007342325955279185
Position 454: 0.0007147044369334365
Position 1037: 0.0007100076015123384
Position 914: 0.0006899006044407958
Position 10140: 0.0006543532613284398
Position 1501: 0.0006323241213043618
Position 554: 0.0006214975373186053
Position 10060: 0.0005973967276404137
Position 603: 0.0005943294914017611
Position 569: 0.0005900775083239741
Position 11078: 0.0005561767280480839
Position 10934: 0.0005386815269965211
Position 1516: 0.0005204161828216955
Position 10561: 0.0005108733957440514
Position 1132: 0.0004909702925705745
Position 1488: 0.00044144772649122756
Position 11140: 0.00039613728275195826
Position 254: 0.00031119527710172173
Position 932: 0.00030503904721224036
Position 1364: 0.0002661152236292934
Position 1307: 0.0002646972514744962
Position 284: 0.00026176669075658195
Position 1151: 0.00025896770481788676
Position 10417: 0.0002559478465048346
Position 10647: 0.00024777532380368026
Position 10680: 0.00024109655165340072
Position 11117: 0.00024078118735127176
Position 10024: 0.00021910599174286904
Position 1178: 0.00020655340801507133
Position 692: 0.00020615972608227433
Position 10910: 0.00019419032851378915
Position 10196: 0.0001846368342592737
Position 11053: 0.00017586569259156698
Position 2084: 0.0001457505109229063
Position 1718: 0.00013079830622326723
Position 435: 0.00013003139239766868
Position 11021: 0.0001259195241092934
Position 10347: 0.00012349571778753326
Position 10333: 0.00011912021175873263
Position 566: 0.00011318359208595533
Position 238: 9.594152539136691e-05
Position 2264: 9.519884589040501e-05
Position 1034: 7.758537379609508e-05
Position 701: 6.930803247581337e-05
Position 10711: 5.905035234894509e-05
Position 11332: 5.864191213705932e-05
Position 821: 5.856637794205152e-05
Position 638: 5.2192093472956654e-05
Position 2340: 5.0982430221094265e-05
Position 9964: 4.178120006361518e-05
Position 1521: 1.9572565813448695e-05
Position 1040: 1.922075715496984e-05
Position 442: 1.84571303620447e-05
Position 572: 1.7673848913790675e-05
Position 944: 1.5486530727552774e-05
Position 456: 1.2919125874693345e-05
Position 527: 1.2003260742363639e-05
Position 632: 8.725550141393463e-06
Position 992: 7.831270400934188e-06
Position 10638: 7.744034437928287e-06
Position 10537: 6.271791321901692e-06
Position 781: 6.044800137380359e-06
Position 307: 3.619046978520247e-06
Position 347: 3.131773399127062e-06
Position 10601: 2.2328538866950473e-06
Position 10548: 2.1581847902778052e-06
Position 618: 1.8316120540534703e-06
Position 202: 1.7062991797011518e-06
Position 10686: 1.3532119773719925e-06
Position 734: 8.112295107436859e-07
Position 1367: 1.1409673755303347e-07
Position 298: 4.759809115602835e-08
Position 159: 2.824547663608755e-08
