Gene = DTL
index = 473
Annotated 5SS: [  366  7542  9182 11636 11841 27373 29453 31309 32751 33127 36637 42686
 45174 65508]
Annotated 3SS: [ 7415  9082 11573 11719 27306 29339 31234 32646 33021 36523 42595 45037
 64674 67264]
SMsplice 5SS: [  366  1892  3966  7296  7542  9182 11636 11841 29453 31309 32751 33127
 36637 42686 65508 67192 67376]
SMsplice 3SS: [ 1775  3887  7247  7415  9082 11573 11719 29339 31234 32646 32972 36523
 42595 65415 67012 67264 67496]
top_k =  500
Partition function (log Z): -17.302227408590216

Sorted 5' Splice Sites (High to Low Probability):
Position 9182: 0.9948604180237117
Position 1892: 0.9908115751589981
Position 11841: 0.9773863272147466
Position 7542: 0.9737726556825731
Position 3966: 0.9319806074326543
Position 11636: 0.8089681488307884
Position 7296: 0.791611671569528
Position 366: 0.7132188463773916
Position 995: 0.4961034692661066
Position 6476: 0.2178142574321375
Position 489: 0.17476485920252743
Position 158: 0.1498687203897782
Position 5387: 0.14961982343461788
Position 1171: 0.1399725720329952
Position 6833: 0.12646461233551778
Position 18815: 0.11344967919094111
Position 7100: 0.07681276961019824
Position 1052: 0.07303227931675006
Position 5239: 0.052658480728391764
Position 2130: 0.051953226537531545
Position 7967: 0.051346397995570434
Position 5245: 0.03606702016195091
Position 14852: 0.034603045041668376
Position 5184: 0.03446041206289288
Position 9504: 0.02214662776115977
Position 4870: 0.016643194874769875
Position 4326: 0.015769465091984226
Position 12398: 0.013570038806968983
Position 62: 0.012908983287733386
Position 10641: 0.012590061858437336
Position 4191: 0.01255732848120177
Position 6211: 0.011964183144191913
Position 5394: 0.010950400553284906
Position 4330: 0.010833801676498767
Position 11812: 0.009692752551704997
Position 11845: 0.009000001509056948
Position 18363: 0.008104237973864142
Position 6837: 0.007675865833602605
Position 2060: 0.00644734581985237
Position 6944: 0.0059673443043570945
Position 6953: 0.005831623486721021
Position 10136: 0.005623450302446586
Position 777: 0.005343930948088243
Position 691: 0.0052113424282839976
Position 1137: 0.005087201850464353
Position 4314: 0.0046974938973815515
Position 16259: 0.004616481350324506
Position 7190: 0.0045604305977020795
Position 6451: 0.004332261711542605
Position 581: 0.0037016845374800485
Position 18227: 0.0036835487030687083
Position 10616: 0.0036657641511005923
Position 7024: 0.0035724258242755534
Position 1595: 0.003264600393819482
Position 15766: 0.003256655754335198
Position 8489: 0.0032074335209682377
Position 10599: 0.002836883864255381
Position 10817: 0.0028249184761208095
Position 1692: 0.002771486893492798
Position 16059: 0.0025927299860237668
Position 4: 0.0024381627239019772
Position 16227: 0.0022267947126895352
Position 229: 0.002049192686816746
Position 329: 0.0019757710739219704
Position 7470: 0.001613294218872495
Position 12261: 0.001534444980109057
Position 576: 0.0014129979340426202
Position 370: 0.001148200958513583
Position 1065: 0.0008642187241118914
Position 885: 0.0008339087000834378
Position 668: 0.000800879966118489
Position 2255: 0.000706388175554613
Position 3470: 0.0006593656759036602
Position 11622: 0.0006558351977697904
Position 162: 0.0006217087381494844
Position 174: 0.0006180615207578491
Position 1518: 0.0005328858961901918
Position 11769: 0.00039964803570170646
Position 1030: 0.0003911275206082647
Position 8726: 0.0003906299778843581
Position 153: 0.0003872942686949514
Position 754: 0.00038100411560689683
Position 11522: 0.0003483856209838379
Position 644: 0.000277036801368771
Position 499: 0.0002686567398080094
