Gene = PQLC2L
index = 1066
Annotated 5SS: [  113  9944 27910 28647]
Annotated 3SS: [ 9832 27779 28557 56795]
SMsplice 5SS: [  113  9944 27910 28647 50185]
SMsplice 3SS: [ 9832 27779 28557 50009 56795]
top_k =  500
Partition function (log Z): -28.782114599228603

Sorted 5' Splice Sites (High to Low Probability):
Position 9944: 0.995790940894774
Position 113: 0.8144308733847245
Position 10450: 0.49083839643004223
Position 14615: 0.38160840875296603
Position 11641: 0.3481217072896994
Position 2565: 0.19171461856093802
Position 415: 0.10036381027996182
Position 3974: 0.09927644574897498
Position 98: 0.07658987452510595
Position 1585: 0.0733542057710889
Position 2475: 0.046379296005013206
Position 10923: 0.03447784878667701
Position 14656: 0.02354596441972899
Position 12555: 0.022009186197044367
Position 12546: 0.014857432648616215
Position 11457: 0.014743860057247496
Position 1101: 0.011931201963198287
Position 13453: 0.010545487912341044
Position 12657: 0.010345793994702517
Position 34: 0.008903919732122885
Position 153: 0.007765823329039438
Position 1416: 0.006628357678199933
Position 15711: 0.005443887513741585
Position 445: 0.00513181683869528
Position 79: 0.005035388030017447
Position 11239: 0.004673160065759577
Position 11653: 0.004607589461793158
Position 1174: 0.003769593170560218
Position 2276: 0.00331153053919753
Position 936: 0.0028779035914866095
Position 10504: 0.0024592842013926057
Position 2399: 0.0015574537233992395
Position 43: 0.0014103888115685446
Position 11494: 0.0012325550138660986
Position 12535: 0.001027409677110823
Position 1575: 0.0009207818509001021
Position 248: 0.0007645452646764236
Position 10316: 0.0007035836739048098
Position 261: 0.000684767529979616
Position 803: 0.0006434439373904923
Position 11268: 0.0006359927932455751
Position 11479: 0.0006323696195906505
Position 11234: 0.000578488292851495
Position 1178: 0.0005378091308936881
Position 1045: 0.0004917776797439237
Position 117: 0.0004221092273024468
Position 1507: 0.0003643728420087152
Position 1208: 0.00033506511072735855
Position 569: 0.0003051336493981146
Position 10773: 0.00013991242072990785
Position 1381: 0.00010615087775872518
Position 1244: 7.555383501463633e-05
Position 221: 4.689307770058818e-05
Position 197: 2.2782189858570946e-05
Position 59: 6.54056014923935e-06
Position 1067: 3.982286551733597e-06
Position 460: 2.9711063292163303e-06
Position 47: 2.7782365864473036e-06
Position 240: 2.5656773162994826e-06
Position 309: 1.7001373744651683e-06
Position 238: 6.54050142279286e-07
Position 321: 6.320634590961491e-07
Position 130: 4.920373165237071e-07
Position 403: 2.4259546982625294e-07
Position 528: 8.010500178174052e-08
Position 38: 6.848182918407076e-08
Position 278: 5.769172022761345e-08
Position 214: 4.994319203866965e-08
Position 465: 4.704079734668532e-08
Position 606: 1.9571924296847796e-08
Position 281: 1.4053792774576036e-08
Position 453: 2.579358614850092e-09
Position 342: 3.5469853228387425e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9832: 0.9580715031350374
Position 14248: 0.6155242158711628
Position 23766: 0.3218544438967067
Position 11401: 0.2034683295242284
Position 2365: 0.19929995894941563
Position 11550: 0.13396939884277548
Position 10363: 0.1241628262567675
Position 10169: 0.12263333280873105
Position 10236: 0.10405453286581992
Position 10119: 0.10238667919271982
Position 12450: 0.0771936193893898
Position 18331: 0.07463518345412681
Position 3894: 0.06163841181863161
Position 15928: 0.05294256047822458
Position 19985: 0.05276226950757612
Position 1452: 0.0446925184746617
Position 9855: 0.03792593260197715
Position 14230: 0.03464624663840417
Position 11364: 0.03399585782058527
Position 19841: 0.03381428780609251
Position 307: 0.03381234795646774
Position 17170: 0.03351650478163499
Position 10947: 0.03071715635973924
Position 10772: 0.03006308671146161
Position 2424: 0.02914369811457878
Position 10223: 0.023690883398653724
Position 17407: 0.020072678639168853
Position 10261: 0.017898871211478155
Position 3920: 0.016344841951113735
Position 3851: 0.015007623752014325
Position 10400: 0.014894224689132304
Position 19811: 0.013402836398643609
Position 1413: 0.012704063186608631
Position 1235: 0.011879498963267433
Position 13352: 0.010545487912341035
Position 18763: 0.010087392209008252
Position 10379: 0.009054804999476137
Position 11598: 0.008758677576161531
Position 10239: 0.008294317429957157
Position 2348: 0.0074983108945224025
Position 1520: 0.007069481237659767
Position 17954: 0.006396510542650765
Position 1100: 0.006301145433090004
Position 3767: 0.006290098654446031
Position 19988: 0.005961839295926628
Position 15642: 0.005443887513741606
Position 10753: 0.005175080530150252
Position 12953: 0.0037229352230718177
Position 14695: 0.003686433245377727
Position 12009: 0.0035856830150343263
Position 12578: 0.0032946428651486727
Position 13146: 0.0030971563369081145
Position 10034: 0.002955963469119644
Position 2179: 0.00269847261803832
Position 2463: 0.0018277474653626692
Position 685: 0.0018219051012298205
Position 2466: 0.001769171877367254
Position 202: 0.0016638351406206586
Position 14699: 0.0011283260776675103
Position 16508: 0.0011280300372908149
Position 12365: 0.0010751362756673665
Position 13652: 0.0010443971578591484
Position 406: 0.0010334211222078915
Position 11315: 0.0009777690807736997
Position 1010: 0.0009346555093473492
Position 16046: 0.000907298366880749
Position 12777: 0.0007250411046803622
Position 270: 0.0006600854515052027
Position 11111: 0.0006023877556981407
Position 10913: 0.0004935854626854997
Position 7304: 0.00043384820459547855
Position 996: 0.00042830807183301194
Position 1291: 0.0004057195940847635
Position 11075: 0.0003867048789543073
Position 10828: 0.00030391490806497675
Position 10123: 0.0002137335650248999
Position 839: 0.00018338662721674727
Position 2237: 0.00017782671196334626
Position 7578: 0.00015982861057711736
Position 2047: 0.00015335869139467212
Position 12146: 0.0001494399777612024
Position 705: 0.00011520469629751759
Position 10640: 0.00011192422601608566
Position 8371: 0.00010712748930615552
Position 350: 0.00010447945211511608
Position 293: 9.686404888041474e-05
Position 842: 9.269648460451458e-05
Position 1036: 6.812678833632214e-05
Position 2008: 6.711242879540297e-05
Position 6800: 6.65314161820723e-05
Position 2398: 6.133886564409318e-05
Position 4833: 5.8779693169554186e-05
Position 7137: 5.799673534493916e-05
Position 1187: 5.6975005428649876e-05
Position 5831: 5.171511498487878e-05
Position 7459: 3.760933432562497e-05
Position 1080: 3.457662108467982e-05
Position 5942: 3.241803707394594e-05
Position 214: 3.2277504455717646e-05
Position 7166: 2.871959814296751e-05
Position 5275: 2.82014003840812e-05
Position 1522: 2.7835742087953872e-05
Position 866: 2.6138015838388685e-05
Position 8396: 2.4308673267697197e-05
Position 761: 2.2402836676392045e-05
Position 8088: 2.2364632999676294e-05
Position 6704: 2.232655059588859e-05
Position 1511: 2.207628792802671e-05
Position 6900: 2.1857456126123272e-05
Position 10405: 2.1762926619011928e-05
Position 2276: 1.9374348644065435e-05
Position 3375: 1.7027579804424553e-05
Position 681: 1.5787959996740335e-05
Position 2988: 1.4317523043703715e-05
Position 321: 1.1681239853280931e-05
Position 6097: 1.1132832831772975e-05
Position 1044: 1.0682814698402035e-05
Position 5324: 9.695990485263155e-06
Position 238: 7.527805597474889e-06
Position 4556: 7.464079191772291e-06
Position 778: 6.2582190017454824e-06
Position 4624: 4.441034138706425e-06
Position 4465: 4.388921166776867e-06
Position 4518: 3.860774925382087e-06
Position 1710: 1.7152195730610144e-06
Position 547: 8.75251735768556e-07
Position 187: 1.6012016366339707e-07
Position 3903: 8.434701227849844e-08
Position 378: 3.4296911515102965e-09
Position 248: 3.079126256111539e-09
Position 272: 1.9070915305310713e-09
Position 375: 8.634027845245174e-10
Position 408: 8.494378074712664e-10
Position 892: 6.957509356489284e-10
Position 844: 5.371596069644236e-10
Position 687: 5.235603420780805e-10
Position 606: 4.275569234473306e-10
Position 802: 4.1944662393241583e-10
Position 370: 2.113829540496326e-10
Position 337: 9.300100980303112e-11
Position 359: 7.822737800999755e-11
Position 112: 4.1611798253890335e-11
Position 117: 1.9320435623821774e-11
