Gene = CYSRT1
index = 423
Annotated 5SS: [599]
Annotated 3SS: [978]
SMsplice 5SS: [190 599]
SMsplice 3SS: [506 978]
top_k =  500
Partition function (log Z): -5.347105891104642

Sorted 5' Splice Sites (High to Low Probability):
Position 599: 0.98342430865665
Position 190: 0.643603791796292
Position 894: 0.1207184630749676
Position 831: 0.08972982584408454
Position 1080: 0.03371533897341495
Position 194: 0.03198033753855998
Position 338: 0.02449245334761442
Position 133: 0.004541721232086765
Position 1198: 0.0021665237870668115
Position 1173: 0.0020558569448095817
Position 357: 0.0019302272006179097
Position 1073: 0.0018101465927315603
Position 647: 0.0015238127513542308
Position 26: 0.0007949137759575459
Position 1125: 0.0002384204340055772
Position 261: 5.9060986556623064e-05
Position 192: 4.845859678005337e-05
Position 20: 3.741019598597223e-05
Position 436: 3.447922294263086e-05
Position 1005: 2.8142778821540096e-05
Position 425: 2.1842643928789137e-05
Position 1135: 1.7367870330730216e-05
Position 747: 1.405316724987276e-05
Position 365: 4.808375921792492e-06
Position 350: 3.8050673900826995e-06
Position 428: 1.2109647185333466e-06
Position 586: 1.2913908692693234e-07
Position 921: 2.1264164198836422e-08
Position 952: 2.237129151529388e-09
Position 946: 8.076348342193645e-10
Position 584: 5.6642553194844e-10
Position 527: 1.6921045736101116e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 978: 0.861618056744015
Position 506: 0.5849492578248057
Position 695: 0.2670578881283248
Position 509: 0.034310247231995945
Position 294: 0.030148188305618454
Position 256: 0.022702803844006764
Position 674: 0.022119815493438392
Position 1223: 0.019458388676973935
Position 1163: 0.016614825379288753
Position 1540: 0.011119927742818675
Position 1396: 0.00933630962062696
Position 916: 0.0069110812181683605
Position 375: 0.0061620863516798725
Position 540: 0.005922247711492963
Position 1421: 0.004330118229985629
Position 1143: 0.004281935003098861
Position 516: 0.004072373466836101
Position 810: 0.0038397904722255894
Position 1264: 0.0035207189910907875
Position 706: 0.0033765128254229916
Position 1109: 0.002470336227111629
Position 1261: 0.002454359135575156
Position 365: 0.0022782154509875933
Position 1229: 0.0020379981919285382
Position 554: 0.001958131547711568
Position 1033: 0.001669720810127034
Position 1232: 0.0014328892534988937
Position 436: 0.0012169436228084856
Position 1439: 0.0011003668408088613
Position 1115: 0.0007128392901215454
Position 721: 0.0004601891136468458
Position 1445: 0.00029981091970846793
Position 999: 0.0002944792130653156
Position 405: 0.0002665575172754411
Position 830: 0.00020415365619064424
Position 323: 0.00019470348539923625
Position 411: 0.0001836438266533404
Position 382: 0.0001688077435643937
Position 753: 0.00015751804459670222
Position 258: 0.0001337154873438723
Position 316: 0.00012523391894165553
Position 1145: 0.00010351644041178876
Position 1642: 0.00010064039990324855
Position 946: 9.96427472772635e-05
Position 1070: 9.315657333105105e-05
Position 1172: 9.303509629270137e-05
Position 1179: 7.813911549954804e-05
Position 598: 7.695789265813209e-05
Position 1426: 7.017128806335865e-05
Position 1073: 6.969783086415778e-05
Position 1554: 6.827987605091248e-05
Position 1477: 5.340035263373621e-05
Position 527: 5.1893599762112105e-05
Position 342: 4.1344963499630004e-05
Position 1605: 3.55508771320376e-05
Position 1563: 3.54033236591842e-05
Position 1244: 3.427848061962394e-05
Position 422: 3.400840827620081e-05
Position 1205: 3.339163561679342e-05
Position 928: 3.1905691146482595e-05
Position 744: 2.4934248492523432e-05
Position 299: 1.8005763854339293e-05
Position 305: 1.659593597171824e-05
Position 477: 1.3714328306743266e-05
Position 1267: 1.35425411826184e-05
Position 556: 1.1682251443974655e-05
Position 270: 1.126402434041195e-05
Position 377: 3.0946291777069124e-06
Position 732: 1.5816005394738272e-06
Position 869: 1.1745250040870572e-06
Position 350: 1.0851319329227742e-06
Position 561: 9.79616574095478e-07
Position 634: 3.3692321412072913e-07
Position 217: 2.878493291547635e-07
Position 577: 2.120418688086158e-07
Position 726: 1.851239184988784e-07
Position 564: 1.490869080800066e-07
Position 189: 1.2835863882345033e-07
Position 144: 9.345962080213519e-08
Position 1001: 6.317336890058182e-08
Position 570: 5.962246689466419e-08
Position 645: 5.950730931203907e-08
Position 147: 4.567629407386275e-08
Position 93: 2.875757062268986e-08
Position 125: 1.1963920894574554e-08
Position 90: 4.767596980101166e-09
Position 572: 4.146285297222014e-09
Position 149: 4.0055709916119404e-09
Position 232: 2.2989586179163773e-09
Position 96: 1.743312777217128e-09
Position 85: 9.847346963930206e-10
Position 100: 3.704401150255925e-10
Position 155: 1.1608868151665135e-10
Position 110: 5.348981566824246e-11
Position 163: 2.2399401879041297e-11
Position 108: 2.135746363969455e-11
Position 603: 1.5233452363536762e-11
Position 166: 9.226383524570177e-12
Position 157: 2.4899753442993564e-12
Position 198: 2.088682745065446e-12
