Gene = CHCHD4
index = 368
Annotated 5SS: [ 204 8433]
Annotated 3SS: [ 8333 11663]
SMsplice 5SS: [ 204 2942 8433]
SMsplice 3SS: [ 2771  8333 11663]
top_k =  500
Partition function (log Z): -5.492363542900614

Sorted 5' Splice Sites (High to Low Probability):
Position 8433: 0.9979637937214727
Position 2942: 0.7960285596792168
Position 204: 0.5159577268937713
Position 315: 0.25206237745769405
Position 9763: 0.16559524822031724
Position 3988: 0.10531106588293003
Position 6753: 0.10184445630334388
Position 456: 0.09223694075958454
Position 2913: 0.08050397025447328
Position 3941: 0.07827791272544188
Position 160: 0.07369485773726966
Position 9516: 0.07041820568808585
Position 7321: 0.05294532043639146
Position 9750: 0.05230516489464588
Position 10953: 0.04632303916487181
Position 5862: 0.0420732343238588
Position 1025: 0.040364109089136645
Position 9366: 0.03405475835474796
Position 2499: 0.033266125065222515
Position 129: 0.023547263116452572
Position 762: 0.022564837898018882
Position 5714: 0.021673840636955155
Position 2508: 0.019910877763351733
Position 7326: 0.019856624685039938
Position 10496: 0.019514876421338433
Position 4996: 0.01818577195655083
Position 6205: 0.01789444423009544
Position 10456: 0.01754738411538926
Position 7245: 0.016781911122147924
Position 10968: 0.01507363624404688
Position 2848: 0.014741240459775512
Position 12292: 0.01265471227300922
Position 7231: 0.011042704377830176
Position 3665: 0.011038848307266369
Position 8692: 0.01073313811705624
Position 8799: 0.010140783231649278
Position 9143: 0.009939871043401508
Position 5366: 0.008303272224517709
Position 9627: 0.007965314877049084
Position 10039: 0.0076976165756086085
Position 10354: 0.00764483263673617
Position 11545: 0.007371952267657674
Position 9631: 0.00671154461971581
Position 9857: 0.006069342465346673
Position 418: 0.005994100821961535
Position 479: 0.005795788357597091
Position 1785: 0.00553093503688431
Position 6585: 0.005255449441461788
Position 8594: 0.004164434657321526
Position 460: 0.0039191110107093105
Position 1979: 0.0022661474876435003
Position 2595: 0.002004736915754172
Position 11597: 0.0019170366822043412
Position 8538: 0.0018401536225922002
Position 536: 0.0011328177429391977
Position 69: 0.0011290723771431416
Position 10620: 0.0010972947168579905
Position 9823: 0.001001350807046692
Position 1101: 0.0005710072866195934
Position 9520: 0.0003305432113143448
Position 5016: 0.00022738274604603776
Position 5000: 0.00016452483990266853
Position 115: 0.0001331315225393084
Position 3460: 0.00010461238343080612
Position 635: 7.51305740959181e-05
Position 484: 6.471793768831175e-05
Position 3268: 6.25534257905569e-05
Position 1256: 5.44835202224576e-05
Position 3216: 5.345250736482256e-05
Position 9216: 5.00215722160632e-05
Position 8702: 2.1872873919861228e-05
Position 8794: 1.1839489250338064e-05
Position 17: 1.071583529704064e-05
Position 424: 5.061560464312514e-06
Position 541: 4.83225077083383e-06
Position 861: 4.6329565768586275e-06
Position 411: 4.322873010266998e-06
Position 544: 1.794698441280753e-06
Position 640: 1.4974931195189085e-06
Position 355: 1.3093293824687766e-06
Position 123: 1.0833884280697725e-06
Position 467: 7.282313350726915e-07
Position 499: 6.898952648277467e-07
Position 954: 6.684987368820777e-07
Position 642: 5.534963268569916e-07
Position 1294: 5.274013619482625e-07
