Gene = CARD19
index = 278
Annotated 5SS: [  135 11599 14504 15721 16072]
Annotated 3SS: [11455 14349 15660 15999 16773]
SMsplice 5SS: [  135 11610 14504 16072]
SMsplice 3SS: [11455 14349 15999 16773]
top_k =  500
Partition function (log Z): -0.18173839454103335

Sorted 5' Splice Sites (High to Low Probability):
Position 11610: 0.9381796603724085
Position 14504: 0.8345844569415465
Position 16072: 0.8274879765275379
Position 901: 0.7225005015928003
Position 135: 0.7157842844968403
Position 3624: 0.4022335854173418
Position 380: 0.23603376797235254
Position 3566: 0.22293642174601241
Position 8254: 0.193844330727627
Position 12895: 0.19346241147614263
Position 3244: 0.19314927255834954
Position 4830: 0.1905949533846585
Position 15871: 0.1789405110863831
Position 5365: 0.17534930822806927
Position 9190: 0.16600040034945948
Position 12875: 0.15922205987902396
Position 14417: 0.13190713799868853
Position 15343: 0.0796314174113339
Position 12152: 0.07913092739131383
Position 8197: 0.07614954137358261
Position 15304: 0.0718380949608384
Position 11599: 0.061820339627591626
Position 14197: 0.054354219021228285
Position 305: 0.05039157217282902
Position 14951: 0.04749313799937374
Position 9341: 0.04088528728278143
Position 4527: 0.03434117903744681
Position 15721: 0.03243484798178025
Position 16537: 0.03136433120786411
Position 12304: 0.02708500936345001
Position 12898: 0.023625990343052863
Position 12334: 0.022748898206204834
Position 2149: 0.021504512706219548
Position 7023: 0.020525634841072966
Position 603: 0.015538624492275941
Position 13162: 0.01460920147677357
Position 12903: 0.014370658339588487
Position 2583: 0.013825527496380934
Position 2103: 0.012394138993406103
Position 746: 0.010874422687808048
Position 279: 0.010595475164374849
Position 12915: 0.00993086743101817
Position 2546: 0.009663926429379978
Position 15429: 0.009543008535958918
Position 12309: 0.009512799267841026
Position 1884: 0.00854373165448473
Position 15535: 0.006907360475333578
Position 6475: 0.006899168554460465
Position 118: 0.004968714058440323
Position 637: 0.004493246677637486
Position 14991: 0.004460192799865736
Position 13171: 0.0033625706573138132
Position 3729: 0.002924322701389087
Position 16237: 0.0027406131096172548
Position 146: 0.002007481783166046
Position 423: 0.0015156221558543035
Position 353: 0.0013839883004186742
Position 465: 0.0010212159098400735
Position 16076: 0.0005587966645991594
Position 199: 0.0004457539539004955
Position 116: 0.00038147110460380395
Position 469: 0.00031719270377338093
Position 276: 0.00027203852470964693
Position 467: 0.00026998070045661113
Position 272: 0.00024501102862446803
Position 442: 0.0002397942495631169
Position 510: 0.00023757090423159698
