Gene = IDNK
index = 675
Annotated 5SS: [   54  5044  5792 18424]
Annotated 3SS: [ 5012  5704 18379 20260]
SMsplice 5SS: [  656  5044  5792 15037 18465]
SMsplice 3SS: [ 5012  5704 14773 18379 20260]
top_k =  500
Partition function (log Z): -11.689590626051269

Sorted 5' Splice Sites (High to Low Probability):
Position 5792: 0.9948606256489362
Position 5044: 0.7196815159251336
Position 18465: 0.6653770736990158
Position 15037: 0.5859336155268919
Position 656: 0.4733761974084144
Position 54: 0.3825253868484787
Position 356: 0.21620357730980116
Position 10710: 0.10948211074727777
Position 16845: 0.10081346422926116
Position 20056: 0.09766073204705267
Position 908: 0.08791296052768598
Position 18566: 0.07235679148210987
Position 58: 0.04481439276630006
Position 1936: 0.04444003267750883
Position 542: 0.043439886789992735
Position 37: 0.030173964684145474
Position 2941: 0.029432510202718004
Position 18424: 0.02125262110524504
Position 28: 0.01757451271094245
Position 1305: 0.013305334790734735
Position 1340: 0.012570419931518693
Position 5213: 0.011582508138938113
Position 884: 0.009784631296072507
Position 5252: 0.009303943853233979
Position 3861: 0.00727663302106864
Position 592: 0.007102942025640677
Position 1975: 0.006765002495649322
Position 386: 0.005898669785549817
Position 4493: 0.004800746489159489
Position 1119: 0.0036587818145579327
Position 5184: 0.0028423293669944593
Position 270: 0.0025110287981845916
Position 4319: 0.002121166561197058
Position 1508: 0.0019791965945696343
Position 135: 0.001806903184604888
Position 5048: 0.0012838877518616476
Position 618: 0.0012588162987810095
Position 5877: 0.001201434141962079
Position 3106: 0.0011467949206766586
Position 4421: 0.0010438910347976337
Position 4426: 0.0008094193563484172
Position 3529: 0.0006725001826575508
Position 7945: 0.000461011502255659
Position 11616: 0.00042208353544350607
Position 6407: 0.0004205681719069942
Position 5918: 0.00036436481842233137
Position 11132: 0.00027370702896535354
Position 7556: 0.00021981980750745232
Position 145: 0.00015055315718072654
Position 92: 0.00014769796067391733
Position 90: 0.00013867481143926914
Position 5889: 8.92595334217107e-05
Position 401: 4.711417189987459e-05
Position 2784: 4.6987899952895615e-05
Position 6560: 4.328620494778747e-05
Position 1062: 3.235082347396011e-05
Position 6059: 3.0445151197712408e-05
Position 1138: 2.698818006483639e-05
Position 605: 2.5213746719625966e-05
Position 1365: 2.261304272543457e-05
Position 2368: 2.0410844298354513e-05
Position 664: 1.6626181140575985e-05
Position 666: 1.1103074049554756e-05
Position 6127: 1.0228139618308252e-05
Position 119: 2.1457086648608037e-06
Position 6073: 1.7477423419649722e-07
Position 688: 9.352346712354833e-08
Position 125: 6.987319464439632e-08
Position 5873: 6.382684288249936e-08
Position 6222: 6.14967814793179e-08
Position 864: 5.101811184691894e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5704: 0.995787645965806
Position 18379: 0.835072351007829
Position 5012: 0.708372922013096
Position 14773: 0.5937284579650016
Position 20260: 0.5082845978920222
Position 19742: 0.22024328468201418
Position 570: 0.14890485342961185
Position 176: 0.1397729357242419
Position 19994: 0.13253400644174967
Position 16571: 0.10447758290359743
Position 10517: 0.07156179734809662
Position 739: 0.06048739083592358
Position 18565: 0.04316231504749057
Position 6126: 0.03847514953852539
Position 2854: 0.029940913756342766
Position 10633: 0.02492625318815383
Position 4885: 0.020156404028893536
Position 19706: 0.015396237595048151
Position 18878: 0.014751119366479073
Position 10659: 0.013788119920735547
Position 11988: 0.01104323260430891
Position 225: 0.01089756009096707
Position 1865: 0.009299646291911854
Position 4290: 0.008778733858655647
Position 770: 0.006615106328924603
Position 4940: 0.006103797478349803
Position 1728: 0.005726186943968183
Position 4785: 0.005650121663210957
