Gene = EPDR1
index = 499
Annotated 5SS: [  648 28488]
Annotated 3SS: [28278 29638]
SMsplice 5SS: [  648   891  2701 28488 29542 29832]
SMsplice 3SS: [  751  2608 28278 29436 29638 30797]
top_k =  500
Partition function (log Z): -17.258469527840337

Sorted 5' Splice Sites (High to Low Probability):
Position 5580: 0.9369613066690662
Position 648: 0.855754184988795
Position 891: 0.7620323202758738
Position 2701: 0.7228291955361715
Position 3885: 0.555249790202838
Position 4336: 0.42965882477380957
Position 3105: 0.294804112983676
Position 3195: 0.2250188214030409
Position 5112: 0.1772732028367645
Position 4324: 0.10116832078388603
Position 2441: 0.07927110802847802
Position 654: 0.06714072307306093
Position 1380: 0.05184239751968223
Position 946: 0.04983390953363854
Position 2356: 0.025249516682918992
Position 1635: 0.02341208270661744
Position 1129: 0.01975254445759726
Position 3495: 0.01302183674225677
Position 3755: 0.005157094599309802
Position 284: 0.002290977754990713
Position 676: 0.001894213348197036
Position 2428: 0.0015135202275331201
Position 484: 0.0010311873509882953
Position 610: 0.0009131694431267858
Position 73: 0.0009033292036006756
Position 4813: 0.000727787113220997
Position 4776: 0.000681402973916572
Position 459: 0.0006391803859044027
Position 2821: 0.00047693027123930134
Position 604: 0.0003452705371735038
Position 535: 0.0003001850488622737
Position 261: 0.0001994653385605692
Position 6246: 0.00012690371156254225
Position 422: 0.00010032437415080316
Position 210: 5.169789437374121e-05
Position 4250: 3.575248017102389e-05
Position 551: 1.90738684504477e-05
Position 808: 1.3220516032613822e-05
Position 789: 1.2718676767812075e-05
Position 187: 5.308168680738776e-06
Position 708: 4.589526209183744e-06
Position 468: 4.548402085960628e-06
Position 728: 3.681843673528597e-06
Position 1139: 3.270850824965289e-06
Position 1357: 2.539223834236909e-06
Position 866: 1.7068546482994708e-06
Position 406: 1.1208574746121321e-06
Position 519: 1.0963948884136097e-06
Position 540: 5.703720811058189e-07
Position 80: 3.4318190250336876e-07
Position 1198: 2.6252701594375557e-07
Position 63: 1.857949610759167e-07
Position 131: 1.0499979671148374e-07
Position 1878: 8.881042431945316e-08
Position 884: 7.590151080857364e-08
Position 972: 5.622572109050199e-08
Position 931: 5.078084292962896e-08
Position 1742: 2.4449172953933513e-08
Position 37: 1.5992811237256355e-10
Position 105: 1.5024082468060925e-10
Position 118: 1.3702191759834076e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 23368: 0.8669866259899698
Position 2608: 0.6432472922807749
Position 751: 0.6135496128452044
Position 5398: 0.5337645896693102
Position 3810: 0.3760540638707517
Position 5351: 0.3076682317041674
Position 4060: 0.22798288935030658
Position 2948: 0.19537345824068783
Position 2982: 0.16539496801337517
Position 4249: 0.15850617374755233
Position 3696: 0.1364632796701384
Position 768: 0.13218520195350128
Position 5014: 0.09893832563815758
Position 4115: 0.09893708752778334
Position 4963: 0.08663000573077032
Position 2920: 0.06569899491396211
Position 3013: 0.05743211042948236
Position 5220: 0.055690920832805725
Position 2269: 0.050729957762048
Position 2379: 0.048771563918443284
Position 1232: 0.04260449505446461
Position 5415: 0.03616810814190065
Position 3976: 0.03417323206388523
Position 3872: 0.03200410338006427
Position 3104: 0.023389986571522737
Position 11162: 0.022627335904217057
Position 2510: 0.022217448047089892
Position 12143: 0.02048222881839221
Position 1525: 0.018849814180559477
Position 2576: 0.017439111426735585
Position 12269: 0.01686875424154889
Position 3599: 0.01588391644767699
Position 5277: 0.01351234608272484
Position 1042: 0.013036821449568328
Position 2330: 0.012419932879689285
Position 3359: 0.012304452065678761
Position 4217: 0.010634005758920208
Position 2560: 0.009212132620205676
Position 2622: 0.008932082831852678
Position 8789: 0.007586095525480245
Position 2995: 0.007321935513914141
Position 7900: 0.007213929807471669
Position 6400: 0.006292668936050224
Position 1328: 0.0056826286846971
Position 2216: 0.005390489738545067
Position 6480: 0.005244680882580756
Position 12116: 0.004228855744010888
Position 4644: 0.003963337246140514
Position 4075: 0.0032375361574708463
Position 3138: 0.0031714071817922143
Position 7267: 0.003148992235217547
Position 2034: 0.0029014139750912445
Position 2388: 0.0027955012550810766
Position 5675: 0.002718027589412709
Position 10651: 0.0021781343070009554
Position 6103: 0.0020018162592905313
Position 1107: 0.0018830727984233415
Position 10029: 0.001800575644670851
Position 2495: 0.001680941163287378
Position 6127: 0.0015466669250775553
Position 6519: 0.0015440210155641954
Position 1483: 0.0014330513583012637
Position 2890: 0.0011989326527056146
Position 1213: 0.0010664709625603534
Position 1591: 0.001000936202504468
Position 803: 0.0009735979032598507
Position 9132: 0.0009611553424877028
Position 3314: 0.0009477248809434049
Position 2306: 0.0009052205308044785
Position 2180: 0.0008964115913987704
Position 976: 0.000881224747945601
Position 6852: 0.0008326301556105429
Position 3024: 0.0007873924898492825
Position 772: 0.0007637822555048628
Position 1546: 0.0007316150994720755
Position 1357: 0.0007006354976609951
Position 2469: 0.0006386393829228904
Position 841: 0.0006110784233958488
Position 4385: 0.0005279901007002691
Position 1455: 0.0004896699978741425
Position 2341: 0.0004433534161518437
Position 1044: 0.0003827866685524017
Position 2197: 0.00034913935392058706
Position 2869: 0.0003439227869749912
Position 1369: 0.00030527231366574067
Position 890: 0.00026397828104501446
Position 5772: 0.000258169426125367
Position 2136: 0.0002533197270233012
Position 770: 0.00025283747650568545
Position 7869: 0.00025012973863720243
Position 945: 0.0002445350490313391
Position 5916: 0.00019349256708751407
Position 1184: 0.00017198983077382186
Position 1003: 0.00017168528270806755
Position 2344: 0.000152352799955373
Position 1438: 0.0001414163817206405
Position 4439: 0.00012510577440736772
Position 911: 0.00011965979942582065
Position 3443: 0.00010565910396529582
Position 5787: 9.325547029938617e-05
Position 2164: 6.875913363415917e-05
Position 1008: 6.781051089506339e-05
Position 4607: 6.128552008781183e-05
Position 4429: 5.695427392185929e-05
Position 1171: 5.637977335775686e-05
Position 1084: 5.0073565724687216e-05
Position 507: 3.942220015949783e-05
Position 1395: 1.8622000142751315e-05
Position 972: 1.578616720727455e-05
Position 866: 9.087313720950095e-06
Position 787: 3.7193789465184693e-06
Position 516: 3.3261869811825095e-06
