Gene = RGS7BP
index = 1136
Annotated 5SS: [  491  1579 69606 88559 92137]
Annotated 3SS: [  1411  69474  88410  92065 102861]
SMsplice 5SS: [  224   491  9370 29564 36763 41507 56471 69606 84141 88559 92137]
SMsplice 3SS: [   391   9250  29426  36643  41389  56359  69474  84005  88410  92065
 104199]
top_k =  500
Partition function (log Z): -47.913478112001336

Sorted 5' Splice Sites (High to Low Probability):
Position 491: 0.9909951478214148
Position 9370: 0.9770733692969832
Position 1579: 0.5366458017408958
Position 10385: 0.4057810053363366
Position 224: 0.405024668248019
Position 11473: 0.29928736674549544
Position 206: 0.24786353946597425
Position 6325: 0.16779869511191647
Position 6318: 0.13246827981347994
Position 12322: 0.13043014218728563
Position 6298: 0.10283460036752386
Position 817: 0.07978642897083284
Position 4748: 0.0703574271772148
Position 10024: 0.06969228382107637
Position 5045: 0.06545409308799692
Position 7996: 0.05554650404254893
Position 968: 0.045986929183744835
Position 729: 0.042775811034201215
Position 175: 0.037911686965748405
Position 67: 0.03412655996562661
Position 320: 0.0327860265906371
Position 12413: 0.03185149806316728
Position 12915: 0.0267305189893067
Position 12000: 0.018061330908450912
Position 1320: 0.013492974524160765
Position 2935: 0.01233005327521204
Position 5748: 0.012215709409251312
Position 4646: 0.010232099547594185
Position 1481: 0.008674831414422041
Position 1601: 0.008099147300025722
Position 3210: 0.006989982368741094
Position 13311: 0.005701724148889716
Position 495: 0.005666610975822359
Position 4723: 0.004479095615141446
Position 2097: 0.004465597980255248
Position 675: 0.0037013963764166496
Position 312: 0.003252853542695824
Position 5056: 0.003149306454674321
Position 4739: 0.002282068987174322
Position 1164: 0.0020328352791780975
Position 742: 0.0017801800039706044
Position 733: 0.0016111706986411318
Position 3761: 0.001359775792937589
Position 948: 0.0012345827524755566
Position 760: 0.0010732736935845436
Position 1174: 0.0010437563799783156
Position 4506: 0.0005804162710529864
Position 975: 0.0005475162570222333
Position 552: 0.0004887162780135594
Position 661: 0.00042661919916864885
Position 318: 0.00025624888402790843
Position 778: 0.00025048266400881804
Position 895: 0.00023600591381011147
Position 1114: 0.00017603824021683131
Position 672: 0.00015641831892210256
Position 30: 8.820383185918547e-05
Position 1381: 8.56647713380952e-05
Position 538: 7.393037472779422e-05
Position 330: 2.3988621203805563e-05
Position 2449: 2.0639838280050108e-05
Position 117: 4.5871568793682584e-06
Position 696: 2.2410608295256357e-06
Position 1257: 3.7812301342336694e-07
Position 367: 8.605196286548298e-08
Position 4316: 2.9556612494345332e-09
Position 710: 1.1188950178499515e-09
Position 556: 1.1145273032011954e-09
Position 547: 4.408569525132954e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 21790: 0.9875631718702679
Position 9250: 0.9775980521892199
Position 391: 0.7416423196584544
Position 1411: 0.5298596624572849
Position 6206: 0.4034991867665036
Position 11312: 0.2600521906704375
Position 10318: 0.1813819269105922
Position 12289: 0.165123737834989
Position 10205: 0.13397280680927376
Position 597: 0.10305242991864383
Position 9878: 0.0697821570969224
Position 10274: 0.060817307106252855
Position 7765: 0.05557305414771685
Position 4611: 0.0469142607190882
Position 11335: 0.04055906317731586
Position 4678: 0.03377609326289273
Position 842: 0.027114138704215234
Position 12754: 0.026816371286796443
Position 645: 0.022621192072773084
Position 4925: 0.022444168578134735
Position 5008: 0.018984556356421912
Position 11917: 0.018441194226934028
Position 689: 0.015119279186153928
Position 4980: 0.014560795222180619
Position 1283: 0.01316154157898537
Position 10332: 0.012924044559162722
Position 5707: 0.012221563401560326
Position 1355: 0.011128075185192432
