Gene = KLHDC9
index = 749
Annotated 5SS: [ 669 1112 1403]
Annotated 3SS: [ 951 1203 1666]
SMsplice 5SS: [669]
SMsplice 3SS: [1666]
top_k =  500
Partition function (log Z): -10.424636870001903

Sorted 5' Splice Sites (High to Low Probability):
Position 1112: 0.358012339861701
Position 669: 0.2938075339795236
Position 485: 0.16910904357573792
Position 1437: 0.1579064262573779
Position 34: 0.14353785674819383
Position 268: 0.09565338105819264
Position 72: 0.05422187510071272
Position 1032: 0.05101429675934831
Position 164: 0.04827937361930636
Position 1403: 0.038955229585268876
Position 1252: 0.028021196864890994
Position 424: 0.027064667293536075
Position 599: 0.025469453356371914
Position 1488: 0.019660098268638633
Position 580: 0.015947034603944754
Position 11: 0.015010158081503579
Position 515: 0.013951265003942406
Position 88: 0.013464477425564293
Position 1568: 0.011467749881084248
Position 346: 0.010565076733543613
Position 990: 0.008958740362927835
Position 316: 0.00379259367157907
Position 1079: 0.0034173659902531103
Position 1778: 0.0030064965349416734
Position 441: 0.0029649288162906613
Position 1807: 0.0025791737241894533
Position 1056: 0.001797041783801824
Position 258: 0.0013677409997338472
Position 996: 0.001212732952268516
Position 272: 0.0011615626013524963
Position 44: 0.0007878195985880121
Position 1171: 0.0003218315968032326
Position 460: 0.00023040963397344953
Position 148: 0.00010438059994067067
Position 489: 7.635257222827817e-05
Position 421: 5.058772984468907e-05
Position 275: 4.4657500078033585e-05
Position 539: 4.417277309716997e-05
Position 29: 4.5455117396349955e-06
Position 487: 4.386868084696306e-06
Position 823: 2.5343962885098345e-06
Position 199: 1.1197711868507456e-06
Position 1315: 8.72147533405768e-07
Position 154: 1.8071339091844404e-07
Position 319: 1.122963463138663e-07
Position 380: 1.895704387751144e-09
Position 410: 1.7738975081557038e-09
Position 98: 2.5729137841509976e-10
Position 400: 3.0356658745364846e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1666: 0.5499642839956015
Position 1203: 0.36509745455480114
Position 951: 0.3444364592102999
Position 1705: 0.11600599730856886
Position 1139: 0.04068259096985746
Position 1206: 0.04054815167770427
Position 271: 0.03585338950745518
Position 914: 0.020991021320435913
Position 579: 0.01864995666750867
Position 1239: 0.013664900524967258
Position 784: 0.012249725934440372
Position 539: 0.010770687026272575
Position 1031: 0.009573939283836309
Position 1170: 0.007224579226899295
Position 1184: 0.006644915338572391
Position 460: 0.004882128557428126
Position 1890: 0.003451014856248079
Position 989: 0.003215052368567658
Position 770: 0.003000170757829241
Position 331: 0.002906562853585496
Position 571: 0.0024755330481912165
Position 1902: 0.0019855563801533306
Position 175: 0.0014850386029813094
Position 542: 0.0012761597625294014
Position 1345: 0.0011667545794809822
Position 1834: 0.0009100249500972326
Position 890: 0.0008668682873852726
Position 573: 0.000779661885600413
Position 286: 0.00046510164362632855
Position 283: 0.0002100455609777974
Position 612: 0.00020587394456043957
Position 380: 0.00019360663431046117
Position 977: 0.0001657394816575281
Position 224: 0.0001494014190058724
Position 1946: 0.00014909902272972162
Position 505: 0.00013255047834475792
Position 478: 0.0001096926206290312
Position 335: 9.566652465497498e-05
Position 927: 8.776340716638795e-05
Position 91: 6.693438791912809e-05
Position 804: 6.129596904076385e-05
Position 1259: 5.9026781454703065e-05
Position 808: 4.527905635192438e-05
Position 1055: 3.651036036450666e-05
Position 368: 2.3432857665300473e-05
Position 641: 1.1965589852195882e-05
Position 594: 8.67633730310553e-06
Position 626: 5.5467866978122355e-06
Position 111: 2.962670526846087e-06
Position 342: 2.4511142597319918e-06
Position 226: 2.180322130732039e-06
Position 105: 1.0872543153943744e-06
Position 181: 1.330504568273808e-07
Position 358: 1.002092872924024e-07
Position 653: 5.190139234222343e-08
Position 199: 4.8936802473756135e-08
Position 194: 3.5497800118309724e-08
Position 480: 2.5590128922574152e-08
Position 289: 7.787920112835497e-09
Position 292: 4.955018941455106e-09
Position 296: 9.880770175381865e-10
Position 305: 5.783418408161965e-10
Position 308: 3.5619911845192047e-12
Position 300: 4.630349428108704e-13
