Gene = UCN2
index = 1526
Annotated 5SS: [71]
Annotated 3SS: [636]
SMsplice 5SS: [71]
SMsplice 3SS: [636]
top_k =  500
Partition function (log Z): -9.312838906110581

Sorted 5' Splice Sites (High to Low Probability):
Position 71: 0.9045926136526197
Position 657: 0.28286837570936113
Position 1465: 0.024649604382691648
Position 1309: 0.014067606834858717
Position 110: 0.007712279664755762
Position 86: 0.00510662078291161
Position 1673: 0.004536904727527807
Position 1155: 0.0035855852494238883
Position 81: 0.002553019194453851
Position 1692: 0.002464328994805134
Position 126: 0.0018458007470345894
Position 1698: 0.00179299577076014
Position 65: 0.0012460473824355744
Position 1314: 0.0010061453511621124
Position 1644: 0.0004957735857314879
Position 973: 0.0004886160747033374
Position 321: 0.00033651499669190425
Position 121: 0.00016774064884529844
Position 813: 0.00012138997853948182
Position 5: 0.00011648480552669737
Position 679: 0.00011294629185210658
Position 305: 9.91326814213746e-05
Position 712: 8.941176283112267e-05
Position 687: 8.652474925404314e-05
Position 1189: 8.15375243761404e-05
Position 101: 6.982613750788418e-05
Position 279: 1.8320247104602982e-05
Position 345: 1.8307619799076655e-05
Position 1008: 1.5803441704694543e-05
Position 327: 1.1704626094624088e-05
Position 212: 1.1105647491331445e-05
Position 524: 9.580472823348494e-06
Position 472: 7.975770008509012e-06
Position 273: 4.1686288131181336e-06
Position 703: 3.9908724703010165e-06
Position 271: 2.761120138283543e-06
Position 115: 2.7577501505700077e-06
Position 262: 2.1697773388964126e-06
Position 309: 1.4824166854878334e-06
Position 1119: 1.4275557375737161e-06
Position 1088: 1.3821494550671958e-06
Position 450: 8.344259321308566e-07
Position 697: 7.382993513334597e-07
Position 1002: 5.522368321118019e-07
Position 400: 2.7832426295001084e-07
Position 486: 1.3623728700127792e-07
Position 416: 8.229359780982687e-08
Position 8: 6.844011327531855e-08
Position 659: 6.720821376034403e-08
Position 526: 6.408864775061207e-08
Position 554: 3.0483953316822984e-08
Position 392: 2.0488514076414018e-08
Position 595: 1.7363109691677747e-08
Position 430: 1.6479625927448196e-08
Position 669: 1.607581531339673e-08
Position 331: 2.7263224992176585e-09
Position 575: 1.5037880646568755e-11
Position 581: 4.610961634868745e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 636: 0.40783281781499386
Position 735: 0.22038517502456767
Position 900: 0.12615930755323765
Position 345: 0.09988347659558264
Position 1272: 0.09742026017224305
Position 1356: 0.06844479287142602
Position 747: 0.04738411784409494
Position 595: 0.03387784943654248
Position 1408: 0.03155388130454306
Position 225: 0.017461803052696144
Position 1804: 0.016192328341801468
Position 759: 0.010721305474958115
Position 1537: 0.008299791583243137
Position 1541: 0.007989947240008923
Position 784: 0.007140981101318828
Position 1480: 0.0061881562936452255
Position 1750: 0.006103277185876182
Position 1362: 0.005808127471077488
Position 1313: 0.005709648348181853
Position 192: 0.0046893727163352964
Position 1553: 0.004487548307317984
Position 154: 0.00364089704538475
Position 1293: 0.0026443174408484448
Position 1582: 0.0025067071040352665
Position 1154: 0.0024417298634111214
Position 1086: 0.0023234549730298958
Position 1387: 0.0021833967934599564
Position 1947: 0.0017928303637866818
Position 656: 0.001288316525398249
Position 712: 0.001129852940593354
Position 825: 0.0009552380892758638
Position 1464: 0.0006264239663226989
Position 695: 0.0006261831712178798
Position 1117: 0.0005843471965437488
Position 1907: 0.0005425440356406476
Position 1181: 0.0005215681051412025
Position 1825: 0.00048791274436121846
Position 1815: 0.00045965678062030106
Position 1770: 0.00043838620375831515
Position 1990: 0.00032283225648938155
Position 1987: 0.00031476768130422585
Position 1690: 0.00031442838287072433
Position 141: 0.0001725799610347083
Position 1202: 0.00015963566729180562
Position 2010: 6.854362998923443e-05
Position 1164: 3.2315140860321106e-05
Position 603: 3.064368871622036e-05
Position 1622: 1.9961145410873257e-05
Position 618: 1.0264076226546968e-05
Position 1225: 8.328500611300464e-06
Position 1046: 7.465877158484527e-06
Position 1189: 6.714716890011317e-06
Position 1411: 3.303129790823764e-06
Position 1602: 2.5773333080246863e-06
Position 605: 2.2456408546901873e-06
Position 1246: 1.957205209639721e-06
Position 1183: 1.5658695537985588e-06
Position 1054: 1.0180062113981714e-06
Position 1446: 5.964934373333354e-07
Position 232: 1.1075891386291286e-07
Position 1140: 5.445734095829253e-08
Position 245: 5.226635406766231e-08
Position 74: 8.014532804198706e-13
Position 115: 6.639282743370641e-13
Position 99: 4.224630216824683e-13
Position 109: 3.249984206001544e-13
