Gene = CAMP
index = 276
Annotated 5SS: [ 366 1115 1328]
Annotated 3SS: [1006 1255 1945]
SMsplice 5SS: [ 366 1115 1328]
SMsplice 3SS: [1006 1255 1415]
top_k =  500
Partition function (log Z): -2.7460274211231215

Sorted 5' Splice Sites (High to Low Probability):
Position 366: 0.9743074577551499
Position 1328: 0.9558845311150401
Position 1115: 0.9206022234016171
Position 915: 0.5279138211418216
Position 587: 0.16264487393046656
Position 1140: 0.03795748678083189
Position 1586: 0.023675073241826865
Position 1499: 0.01051775030301595
Position 231: 0.008185571514470365
Position 89: 0.006333593941953009
Position 258: 0.003116301785067617
Position 940: 0.002828984944465654
Position 841: 0.0026182753581285695
Position 810: 0.0024200498008750335
Position 625: 0.002013629856329985
Position 715: 0.001145378943054964
Position 1872: 0.0009811325980035113
Position 69: 0.000914187434368285
Position 210: 0.0008502675768018402
Position 135: 0.0006871607349815156
Position 721: 0.000660870489424328
Position 642: 0.00044907473433869363
Position 1513: 0.0004105515205298772
Position 1533: 0.0003513752976346766
Position 661: 0.00026919683050884765
Position 1639: 0.00025684127235862134
Position 1136: 0.00023862424013845968
Position 1144: 0.00022301723765475872
Position 200: 0.0002150493844397614
Position 1095: 0.0001741662518421867
Position 670: 0.0001419694885937465
Position 1034: 0.0001192427282648616
Position 1806: 0.00011391724543819684
Position 948: 0.00010604585272607505
Position 1332: 9.790567268234023e-05
Position 5: 9.424416256418751e-05
Position 203: 9.320315844030093e-05
Position 1317: 8.796013648502182e-05
Position 311: 7.668426053798302e-05
Position 777: 6.56846923695008e-05
Position 1134: 5.315966696713251e-05
Position 510: 2.7233670493057165e-05
Position 793: 2.109504418037447e-05
Position 279: 1.2522468541332204e-05
Position 413: 1.0293973136830566e-06
Position 1259: 3.270012877859486e-07
Position 1269: 2.915216957248607e-07
Position 1320: 2.663514585796345e-07
Position 415: 2.0427045433926454e-07
Position 472: 1.9655564367820086e-07
Position 508: 8.524530792708723e-08
Position 1339: 4.917525221696751e-08
Position 286: 4.6093665621155126e-08
Position 418: 5.114474894143167e-09
Position 475: 3.4907582957170337e-09
Position 677: 1.7616600219498487e-09
Position 729: 5.636969136648543e-10
Position 734: 4.618856096192499e-10
Position 553: 3.842268942994185e-12
Position 480: 3.3144365136427655e-12
Position 482: 3.0571717486464156e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1006: 0.9504719808631594
Position 1255: 0.9025234934124728
Position 1415: 0.6701024161286392
Position 836: 0.201342609825964
Position 490: 0.20001641804989181
Position 742: 0.11230347942905812
Position 1440: 0.10415431530930845
Position 1945: 0.09858145752309914
Position 878: 0.08396320475203155
Position 775: 0.05154857743385178
Position 1229: 0.03926009246961388
Position 1782: 0.03622687775123834
Position 1699: 0.03245067981143552
Position 586: 0.02191265073658283
Position 690: 0.013035944955586949
Position 1208: 0.012088090276081527
Position 1730: 0.011211644720379998
Position 1420: 0.010264687134890352
Position 1472: 0.010096429539043958
Position 1494: 0.009170242618765636
Position 294: 0.008631977126072724
Position 1537: 0.00844385830820622
Position 1623: 0.0080243219594042
Position 257: 0.006687854704653217
Position 1805: 0.004802941370362324
Position 449: 0.004067865561937116
Position 521: 0.0032966240185259205
Position 661: 0.0028550373537042945
Position 502: 0.0026255511637060785
Position 2099: 0.002535587245436142
Position 1241: 0.0020506708573385848
Position 839: 0.0019654489425191043
Position 1615: 0.0017947052862830539
Position 2064: 0.0016747425449307335
Position 914: 0.0016257213538341765
Position 1019: 0.0014617576162751502
Position 797: 0.0012271216057558548
Position 559: 0.0012216520623689266
Position 1553: 0.0010914260378164311
Position 1046: 0.001078698039886345
Position 1838: 0.0010398064689394874
Position 1578: 0.0007406600332020258
Position 1644: 0.0007123823841717106
Position 1994: 0.0007048486670701692
Position 1859: 0.0006824404747793235
Position 1564: 0.000677055607168963
Position 844: 0.0006096962399750874
Position 1915: 0.0006023397902261035
Position 746: 0.0005927760929277366
Position 1317: 0.0005887562964761154
Position 1030: 0.0005019570842424529
Position 1264: 0.00036685689732729037
Position 1280: 0.00036666602609262
Position 1155: 0.0003596449421312658
Position 714: 0.0003478726786152201
Position 1871: 0.00033694075431674506
Position 1294: 0.00032586279357976213
Position 1460: 0.0002494590088427337
Position 1422: 0.0002470786750955373
Position 947: 0.0002331929618820394
Position 1352: 0.00020769013952635985
Position 1574: 0.00015623154116749764
Position 777: 0.00014200598356007752
Position 642: 0.00011087616460624476
Position 355: 0.00011045571008584513
Position 1596: 9.313693387284891e-05
Position 1673: 8.339374538910492e-05
Position 721: 7.477738916338808e-05
Position 1299: 6.628637875209347e-05
Position 2069: 6.308273513702407e-05
Position 890: 5.680007371740509e-05
Position 1058: 5.613517154441503e-05
Position 452: 5.4687683652118044e-05
Position 965: 4.7882378901509276e-05
Position 885: 4.645632581664357e-05
Position 1068: 4.316043807099921e-05
Position 1812: 3.8558173366264784e-05
Position 265: 3.5308908901673334e-05
Position 855: 3.5298817440916693e-05
Position 1051: 3.496298436456913e-05
Position 897: 3.1472815928884223e-05
Position 1426: 2.9584244741782633e-05
Position 695: 2.4121735556665695e-05
Position 707: 2.3273483278016227e-05
Position 1999: 2.2226980321427917e-05
Position 611: 2.0918637907722974e-05
Position 1078: 1.7692898119890418e-05
Position 527: 1.4830838120992738e-05
Position 605: 1.0280791804412635e-05
Position 308: 9.409742139052056e-06
Position 170: 6.940782243764012e-06
Position 561: 6.44040006739002e-06
Position 1081: 3.6932824599513292e-06
Position 799: 3.2619060319394235e-06
Position 272: 1.6587189620401371e-06
Position 276: 5.05324589634384e-07
Position 178: 3.193979944133861e-07
Position 529: 3.000371425504517e-07
Position 504: 2.7072542308301686e-07
Position 106: 2.2261724906379655e-07
Position 143: 1.0275913075671641e-07
Position 153: 1.3528300983264168e-08
Position 145: 1.0774160725185144e-08
Position 149: 3.4892539399291333e-09
Position 112: 7.362667731631453e-10
Position 125: 5.259611312794139e-10
Position 77: 2.897621334318181e-11
Position 128: 1.4535981664183357e-11
Position 81: 5.263912500934794e-12
Position 370: 4.0479149010706244e-12
