Gene = CPTP
index = 406
Annotated 5SS: [ 336 2266]
Annotated 3SS: [2068 2473]
SMsplice 5SS: [336]
SMsplice 3SS: [2473]
top_k =  500
Partition function (log Z): -5.926269041620932

Sorted 5' Splice Sites (High to Low Probability):
Position 336: 0.8151531209164549
Position 2266: 0.4739414487263131
Position 2673: 0.21082320937180596
Position 1197: 0.20683229496323727
Position 3060: 0.1619632631465619
Position 221: 0.09492954276292619
Position 111: 0.0784551860313876
Position 829: 0.0579898126261651
Position 3471: 0.05312690908991748
Position 3269: 0.050606960599350645
Position 2186: 0.039423775475184455
Position 1926: 0.027191397450281905
Position 3748: 0.02435158370917577
Position 1726: 0.022295440097709996
Position 2293: 0.015553450772044676
Position 62: 0.015466071687770401
Position 3120: 0.0140729891702832
Position 3162: 0.012963349497046105
Position 2859: 0.00997487976241666
Position 3752: 0.009119078696887401
Position 1686: 0.006931928454991229
Position 3196: 0.006617576315279082
Position 2598: 0.005552963385319819
Position 1844: 0.004666636467364107
Position 2222: 0.00452383056926695
Position 3246: 0.004160013526181271
Position 3133: 0.004032537856105206
Position 682: 0.003753960471490889
Position 2163: 0.0034824685385629007
Position 2383: 0.0026801863106797187
Position 516: 0.002533449975618643
Position 2261: 0.0022104153094252383
Position 1183: 0.0015971469457624259
Position 2381: 0.0012450743503020754
Position 3274: 0.0011133784122300083
Position 1930: 0.0010954878669023154
Position 1862: 0.001023238269467301
Position 2474: 0.0009956603035742877
Position 1812: 0.0009682228681359034
Position 1898: 0.0008820624108849877
Position 3379: 0.0005641892057274105
Position 364: 0.0005240465171073542
Position 2625: 0.0004901008409438771
Position 1505: 0.0002515453894391564
Position 311: 0.0001130284815912629
Position 2880: 9.378818245959817e-05
Position 23: 7.058271187664957e-05
Position 295: 4.491522758684243e-05
Position 119: 3.6787890107488515e-05
Position 1391: 3.531332803805931e-05
Position 2022: 3.4779740148241185e-05
Position 1939: 1.7821785410467445e-05
Position 274: 1.315855733689643e-05
Position 1161: 1.0731903245964706e-05
Position 1235: 6.387696389054805e-06
Position 369: 1.7896109494247358e-06
Position 431: 1.363619020105395e-06
Position 345: 9.030033394170526e-07
Position 306: 8.010528151778933e-07
Position 405: 6.37712498556949e-08
Position 149: 2.3054922707273965e-08
Position 448: 4.361610390852701e-09
Position 395: 3.5629054776260365e-09
Position 488: 1.2660105511277642e-09
Position 212: 5.832182149489005e-10
Position 152: 4.9061874471014347e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2473: 0.5944204328563828
Position 2068: 0.4381327907977787
Position 3861: 0.33200580465492824
Position 3035: 0.2612276014096941
Position 3590: 0.17006349112695815
Position 1081: 0.09908004481534366
Position 2162: 0.0865403341758206
Position 1595: 0.0725472019124935
Position 3420: 0.049863592015414966
Position 2516: 0.040088760852304645
Position 1090: 0.03991975254178928
Position 2376: 0.03371166708612502
Position 1033: 0.030243992876152283
Position 202: 0.02808763150623036
Position 565: 0.023808298830614232
Position 2936: 0.021573622586034895
Position 2957: 0.010952363809004549
Position 455: 0.01022833837783507
Position 1142: 0.009399313018984938
Position 2897: 0.00857811613151978
Position 656: 0.008409414054610138
Position 1132: 0.007074384637512534
