Gene = UTS2B
index = 1544
Annotated 5SS: [  123  1906 14501 26045 48450 52465 53730 55285]
Annotated 3SS: [ 1826 14096 25987 48222 52365 53691 55190 62094]
SMsplice 5SS: [  123 26045 48484 51820 52465]
SMsplice 3SS: [25987 48222 51725 52365 52899]
top_k =  500
Partition function (log Z): -36.808575224376874

Sorted 5' Splice Sites (High to Low Probability):
Position 123: 0.9171812974807302
Position 4206: 0.3844232845146676
Position 486: 0.13319023355284723
Position 6290: 0.05849485819692685
Position 6334: 0.044827171817247595
Position 1906: 0.04011284605641695
Position 3621: 0.03180299181507654
Position 2020: 0.025199649004268743
Position 6221: 0.024492013091575792
Position 155: 0.01803925588474553
Position 6542: 0.014345723493742716
Position 9518: 0.010142459054386828
Position 359: 0.007357718413775671
Position 2042: 0.005624688684273367
Position 3487: 0.005221436068151523
Position 321: 0.0037691693874794775
Position 6381: 0.0036332439925115894
Position 6764: 0.0030259531528832244
Position 6354: 0.0017464033067100147
Position 7709: 0.0014387131351415357
Position 1159: 0.001291036996311098
Position 4576: 0.000758168441248765
Position 5434: 0.0006730974236872779
Position 1733: 0.0006094307067489193
Position 1003: 0.0005900904245724067
Position 210: 0.00030409853353766944
Position 2660: 0.0002806220034390223
Position 4592: 0.0002754056667309826
Position 212: 0.0002602442523643684
Position 214: 0.0002263335200628213
Position 216: 0.00020835089058095
Position 208: 0.0001774433933511974
Position 218: 0.00017187352812350927
Position 220: 0.00012627602885442168
Position 964: 0.00012489238977774823
Position 247: 0.00010488427461701391
Position 53: 9.887918571554467e-05
Position 127: 7.55484370042997e-05
Position 224: 7.538495887444712e-05
Position 222: 7.088603899902928e-05
Position 226: 6.769107063365165e-05
Position 228: 4.8172688663137033e-05
Position 1220: 4.630279395742405e-05
Position 230: 3.2218480708312486e-05
Position 232: 2.2576498560256066e-05
Position 329: 1.9201366402290298e-05
Position 108: 1.744103931859931e-05
Position 1384: 1.6888787423211008e-05
Position 234: 1.6695687776689095e-05
Position 2007: 1.205186674879337e-05
Position 1022: 8.956917000888582e-06
Position 3165: 8.584160651556116e-06
Position 680: 8.016210639043836e-06
Position 1395: 7.68701586883773e-06
Position 1453: 7.65453140687204e-06
Position 1738: 6.567923828226999e-06
Position 3455: 5.9110419307951455e-06
Position 182: 4.503551858371353e-06
Position 189: 2.718587819839708e-06
Position 3439: 2.6580241336132485e-06
Position 4950: 5.59942283556818e-07
Position 90: 3.8852403848240906e-07
Position 1653: 3.202919149157481e-07
Position 1574: 1.3822789524312826e-07
Position 1044: 1.0383564918464827e-07
Position 243: 9.4559060688489e-08
Position 627: 6.776762340093117e-08
Position 68: 1.4427208989478476e-08
Position 490: 1.2287547698854152e-08
Position 513: 7.155276235434257e-09
Position 236: 4.941195191330477e-09
Position 382: 2.484355115940821e-09
Position 238: 1.8639977974617006e-09
Position 387: 9.620284914646775e-10
Position 264: 1.6769079728517279e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 4039: 0.2983933837298991
Position 10404: 0.24607740644309847
Position 6193: 0.0917107491359486
Position 1903: 0.08373967356718233
Position 7941: 0.08073054312670894
Position 6897: 0.07893199524318317
Position 283: 0.07000792901212402
Position 13883: 0.06565270328760203
Position 11696: 0.06509798512225783
Position 4076: 0.0642471696852357
Position 6082: 0.06410495662021834
Position 4482: 0.04566444355239962
Position 6277: 0.042088520336243905
Position 3423: 0.032595873358408675
Position 9826: 0.027959758826674126
Position 6696: 0.025906738961707254
Position 8230: 0.022541917392640828
Position 5347: 0.02193606615867462
Position 10244: 0.01987558026005623
Position 5382: 0.018027668846062144
Position 11155: 0.016690676656369596
Position 4113: 0.01617627725820723
Position 442: 0.01592142901149221
Position 9829: 0.0144199114262969
Position 4660: 0.013984658035883795
Position 1776: 0.01393416490307881
Position 6401: 0.013834437719383787
Position 9426: 0.012954571630068776
Position 8536: 0.011727103924495453
Position 2816: 0.01145754160851342
Position 9575: 0.011323506828828826
Position 5218: 0.009343073051448728
Position 3524: 0.008328409204796694
Position 827: 0.008279329195128521
Position 251: 0.007762073686885483
Position 1858: 0.007595731912335335
Position 1826: 0.005893751636134504
Position 5263: 0.00539193183854529
Position 7604: 0.0047654012890802535
Position 4423: 0.003957169915926041
Position 478: 0.0037909239055726697
Position 3931: 0.003413067292245853
Position 3116: 0.003379729100617414
Position 4990: 0.003035798857778427
Position 4004: 0.002960417642737161
Position 5167: 0.002911736080669288
Position 2080: 0.002808337130172363
Position 6822: 0.0024794589590158905
Position 3978: 0.0024527244513273946
Position 400: 0.002389429624593613
Position 7472: 0.00235888164999988
Position 2975: 0.002282954439186733
Position 2794: 0.0019088473720471522
Position 3385: 0.001785589225450432
Position 3696: 0.0017763933417646314
Position 2575: 0.0016994116270322446
Position 6600: 0.0016719815859358475
Position 2092: 0.0015858738910183511
Position 7802: 0.001446408716866154
Position 2173: 0.0013817853797563598
Position 2726: 0.0013186926400220616
Position 3487: 0.0013050218834080886
Position 3567: 0.0010867801590972812
Position 3588: 0.0010101935542889703
Position 4386: 0.000893410650349302
Position 831: 0.0007706004134800359
Position 481: 0.000726493076756891
Position 656: 0.000644425564961148
Position 4729: 0.000585786541045664
Position 6031: 0.0005702921585995935
Position 1563: 0.0005484542650167282
Position 1905: 0.00036090222417386466
Position 2306: 0.0003594261285187795
Position 857: 0.000332810238734309
Position 2953: 0.0003089436930868984
Position 1405: 0.00028855357565958325
Position 3009: 0.0002549442566963624
Position 316: 0.0002529289923431332
Position 2176: 0.0002427442885232518
Position 1300: 0.00023613659324249966
Position 320: 0.0002093717956871917
Position 2548: 0.00020873201074503368
Position 3056: 0.00019496556015931668
Position 511: 0.00018011512225416922
Position 871: 0.00017519721044166524
Position 2745: 0.00017368223812001596
Position 3439: 0.00012982319942462037
Position 2595: 0.0001258666465165287
Position 353: 0.00012524362035240124
Position 2371: 0.00011712762134528905
Position 1732: 0.00011428295707082736
Position 290: 7.011123404626297e-05
Position 922: 6.607893232192339e-05
Position 3881: 6.29220109838148e-05
Position 690: 6.274702775870195e-05
Position 264: 5.8571280368032595e-05
Position 939: 5.7968682694773656e-05
Position 1641: 4.670391960940899e-05
Position 1609: 3.601036248901997e-05
Position 1072: 2.1426085267997518e-05
Position 1060: 1.2987189262675844e-05
Position 2518: 8.757703591022781e-06
Position 362: 5.423801080512117e-06
Position 942: 3.865328427121069e-06
Position 1034: 3.3960526510151804e-06
Position 934: 2.9183628765060305e-06
Position 1668: 2.353091343204676e-06
Position 450: 2.1417992756531352e-06
Position 976: 1.826584326880249e-06
Position 1570: 1.720579707318696e-06
Position 454: 1.6366370382900368e-06
Position 985: 1.6238029531520283e-06
Position 1721: 6.007359704166831e-07
Position 4836: 2.211705348814135e-07
Position 359: 8.006911109706776e-08
Position 1219: 6.564616613536406e-08
Position 4772: 6.168081322301127e-08
Position 458: 3.641691469043723e-08
Position 1052: 2.9310532505690005e-08
Position 329: 1.587075497400528e-08
Position 945: 1.499881848715308e-08
Position 371: 1.1536640757864858e-08
Position 374: 1.1057001233188008e-08
Position 295: 8.916654822676e-09
Position 380: 8.097365882173717e-09
Position 579: 2.0351938292915365e-09
Position 608: 1.8342453227906588e-09
Position 333: 2.100940338817533e-10
Position 118: 6.743042619833412e-11
Position 164: 1.958030235937403e-11
Position 341: 1.0888797599927261e-11
Position 122: 3.0856417004675666e-12
Position 337: 2.4502693849532178e-12
Position 174: 2.1215392052619114e-12
