Gene = GTF3C5
index = 630
Annotated 5SS: [  476 11618 13238 20290 21476 23254 23800 24121 25406 26220]
Annotated 3SS: [11397 13038 20093 21370 23138 23718 24022 25322 26076 27124]
SMsplice 5SS: [  476  5844 13238 20290 21476 23254 23800 24121 24871 25406 26220]
SMsplice 3SS: [ 5730 13038 20093 21370 23138 23718 24022 24751 25322 26076 27124]
top_k =  500
Partition function (log Z): 20.862753108210256

Sorted 5' Splice Sites (High to Low Probability):
Position 13238: 0.9999999999999972
Position 24121: 0.9952126166552826
Position 5844: 0.9915652878704628
Position 23254: 0.9893672695762625
Position 21476: 0.9709848345430817
Position 26220: 0.9605930160011631
Position 25406: 0.952059428070793
Position 23800: 0.9309923036223278
Position 476: 0.859171118625657
Position 24871: 0.6701530529567837
Position 2663: 0.42452523580928986
Position 12118: 0.4089977531550774
Position 20123: 0.3857193998546355
Position 20269: 0.33245938191994734
Position 12307: 0.30635653355680054
Position 18575: 0.2698065837072292
Position 18323: 0.21426726572984928
Position 6913: 0.2028802161683579
Position 10808: 0.1653902507378135
Position 2183: 0.15391708715220853
Position 5227: 0.14606042007007902
Position 20197: 0.121194537394439
Position 222: 0.12039271647678487
Position 3703: 0.11302476665824807
Position 22987: 0.09281037876985185
Position 11618: 0.09159046427736356
Position 4887: 0.06972632075325691
Position 5006: 0.057500087792279865
Position 6601: 0.051762133112852306
Position 26874: 0.04516089301411932
Position 19799: 0.04186670952303303
Position 1991: 0.04165257169306554
Position 12500: 0.03728573617999018
Position 26236: 0.03520453880256174
Position 5573: 0.03304416281630246
Position 5055: 0.03263807072731778
Position 24276: 0.032393545908578215
Position 16780: 0.03207109356905449
Position 6181: 0.032049865808921066
Position 419: 0.03155497572621864
Position 13: 0.031202648855878996
Position 18592: 0.029504278564024898
Position 23524: 0.029487313176805748
Position 5514: 0.027265971649620507
Position 16207: 0.026163768628194632
Position 25852: 0.025983811045512804
Position 6931: 0.02168796341952976
Position 14863: 0.02051791410658169
Position 2336: 0.020471118770733338
Position 5136: 0.020449257940403167
Position 19363: 0.020081260343681
Position 2511: 0.01964193396057342
Position 14538: 0.019279475825472736
Position 2759: 0.018171058358968435
Position 15277: 0.01733414157487118
Position 8842: 0.016305305590413172
Position 12085: 0.016216978019882682
Position 23877: 0.01442629768388973
Position 21557: 0.013142653975236198
Position 23822: 0.01263265663750805
Position 18911: 0.012025294406027832
Position 23069: 0.011946155935207476
Position 25410: 0.01152427439240039
Position 16658: 0.011358734186313977
Position 24666: 0.011321421634940727
Position 24698: 0.011318445420266917
Position 25210: 0.010671224613965679
Position 22015: 0.010517185802491969
Position 4860: 0.010310299930255881
Position 21446: 0.010102667011207045
Position 18747: 0.009947648814756923
Position 18812: 0.009780516486797742
Position 24532: 0.008891760983177996
Position 26673: 0.008400049598923171
Position 18787: 0.007376335995762608
Position 15226: 0.007124144449444822
Position 24334: 0.006644176951756424
Position 27174: 0.006091742611953539
Position 24489: 0.005744898421168783
Position 22958: 0.005363408017700784
Position 9914: 0.005050528516762546
Position 25871: 0.004510611444252248
Position 26848: 0.003940010071349699
Position 26625: 0.00393501938902485
Position 4999: 0.0039016809114101147
Position 1152: 0.0038475287125629798
Position 24337: 0.0037199027295894624
Position 21953: 0.003691896542579259
Position 23932: 0.003659271727314659
Position 1735: 0.003134714983241439
Position 5152: 0.00310566706157831
Position 27286: 0.003043230320990528
Position 1972: 0.002662095624736925
Position 4364: 0.0023665321197817077
Position 23910: 0.0022085499598739253
Position 25900: 0.0020148067056201197
Position 24986: 0.0020066224788624827
Position 24974: 0.001970363181959597
Position 25875: 0.0016578589683845782
Position 26647: 0.001654304339309091
Position 18483: 0.0015811645477862432
Position 23572: 0.0015030786801973285
Position 23177: 0.0014427438013805108
Position 27288: 0.001360600569563644
Position 23719: 0.001242467107139732
Position 24108: 0.001235285850575711
Position 24376: 0.001212250224249544
Position 1405: 0.0011008253015071649
Position 1519: 0.0010352807713036826
Position 27035: 0.0010131011528790115
Position 23833: 0.0009713658680958404
Position 1475: 0.0008682417922284629
Position 3826: 0.0007077599246001991
Position 397: 0.0006636871814312037
Position 395: 0.00045776731065003975
Position 1565: 0.0004466543030826473
Position 24536: 0.0004356927260456755
Position 2123: 0.0004113136933367668
Position 4042: 0.0004016337240454517
Position 23328: 0.0003835167648715959
Position 2022: 0.0003568061380696618
Position 2687: 0.00024949575314343653
Position 25536: 0.00022916534824111697
Position 16124: 0.00022679299412483895
Position 23568: 0.00020553580491884736
Position 23499: 0.00020418989909707594
Position 23826: 0.0001922317195264376
Position 5818: 0.0001897670856727801
Position 26383: 0.00017345683471172433
Position 2243: 0.00017008146806073285
Position 25580: 0.0001685572997796254
Position 51: 0.00015530633185179308
Position 1218: 0.0001465901966093526
Position 25382: 0.00014647055419365283
Position 24426: 0.00013372988599591798
Position 24306: 0.0001308839740128136
Position 24308: 0.00013005603510535225
Position 23504: 0.00011850972194487358
Position 23479: 0.00011848782022979448
Position 27032: 0.00011130235439089895
Position 204: 0.00010863728188881059
Position 25677: 9.997933814750419e-05
Position 277: 9.814258004701561e-05
Position 1189: 9.726404821381609e-05
Position 1841: 8.83542772690992e-05
Position 23556: 8.687945352646827e-05
Position 25398: 8.352561210693962e-05
Position 26280: 8.165324570077038e-05
Position 23217: 7.693506151753799e-05
Position 1691: 7.64325049458573e-05
Position 8438: 7.62422991391958e-05
Position 64: 5.329622168247699e-05
Position 3739: 5.1259922798952695e-05
