Gene = SIGMAR1
index = 1256
Annotated 5SS: [225 552 775]
Annotated 3SS: [ 350  681 1912]
SMsplice 5SS: [225 552 779]
SMsplice 3SS: [ 350  681 1912]
top_k =  500
Partition function (log Z): -4.779735799539469

Sorted 5' Splice Sites (High to Low Probability):
Position 225: 0.7992881897898373
Position 552: 0.784710530538603
Position 779: 0.4554189640571323
Position 775: 0.3444123550461745
Position 165: 0.13730805615568772
Position 505: 0.1190780719046147
Position 1782: 0.04842344319930156
Position 439: 0.04153210223979075
Position 757: 0.01571405355125989
Position 217: 0.013630771346745854
Position 97: 0.01274413114655675
Position 1398: 0.01260186138504192
Position 1937: 0.01172059576305662
Position 445: 0.009773236135394277
Position 1068: 0.006950400995569773
Position 146: 0.005550486843679893
Position 916: 0.005188138741779808
Position 762: 0.005057280916410738
Position 2881: 0.004364339024385413
Position 801: 0.0036054683896889436
Position 1777: 0.0028417322928338787
Position 459: 0.0023510276841929327
Position 1983: 0.0014547038253511395
Position 1614: 0.0011615797985414665
Position 10: 0.0011188370567089692
Position 1921: 0.0009226306188973709
Position 1641: 0.0007671854676847876
Position 1724: 0.0007418495092402452
Position 1692: 0.0006787333727094133
Position 2822: 0.0006059192134814307
Position 134: 0.000541407176076153
Position 2287: 0.00043061923399856947
Position 1728: 0.0003042933118435524
Position 2261: 0.00026004717029006293
Position 1400: 0.0002477228308386747
Position 443: 0.00022255273431685712
Position 499: 0.00011773405798196325
Position 79: 9.774322240540451e-05
Position 449: 8.692200728261568e-05
Position 86: 7.951686582133936e-05
Position 103: 7.897065179698354e-05
Position 591: 5.840799999815884e-05
Position 556: 5.104357423513074e-05
Position 509: 4.884874322981087e-05
Position 478: 4.0446058338597305e-05
Position 416: 2.089904352513082e-05
Position 279: 2.0072340441272277e-05
Position 205: 1.73607078572736e-05
Position 588: 1.2467466138891857e-05
Position 312: 8.455497655127637e-06
Position 859: 3.3148497311488403e-06
Position 792: 1.2908548232707955e-06
Position 1671: 9.493465236207487e-07
Position 822: 5.045051526428406e-07
Position 665: 3.446618590409152e-07
Position 805: 2.678848146440632e-07
Position 923: 1.715530723846291e-07
Position 125: 1.0845178913117167e-07
Position 149: 6.236728708212706e-08
Position 863: 1.4850370511993966e-08
Position 54: 3.5564038179985223e-09
Position 179: 2.711668670046775e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 350: 0.9015301243202977
Position 681: 0.7794100318152318
Position 1912: 0.3757989561455782
Position 1018: 0.1816126563187797
Position 2729: 0.17091683817310366
Position 1139: 0.0512625439870967
Position 1528: 0.04183812446314736
Position 658: 0.04163825642444033
Position 2566: 0.039170031921439426
Position 2130: 0.03908606787356671
Position 2796: 0.034948767032260054
Position 1830: 0.03332015229874874
Position 306: 0.02982183069243967
Position 963: 0.022796028960247672
Position 2625: 0.013675193235490862
Position 1558: 0.010799881214938637
Position 734: 0.008102635760482289
Position 410: 0.007424740908113126
Position 1671: 0.006839678497179767
Position 2042: 0.006112699595689142
Position 3031: 0.005932910997422739
Position 1716: 0.005754925091634425
Position 1457: 0.004857303295366448
Position 2563: 0.0036973377709326057
Position 1596: 0.0034576665666214822
Position 1303: 0.0032912001567264675
Position 774: 0.0023564006346503416
Position 1805: 0.0019546453355258997
Position 2049: 0.0016654590524887163
Position 909: 0.0015741048848200894
Position 439: 0.001558489636996212
Position 1038: 0.0013885411855074673
Position 1306: 0.0013322070814728412
Position 1948: 0.0012996223538563208
Position 2800: 0.0011585843543671687
Position 2300: 0.00110345160303054
Position 2545: 0.0010934614840719665
Position 391: 0.0010584477541175884
Position 2510: 0.0010037133731850513
Position 1659: 0.0009773987782126555
Position 1034: 0.0008958939190770582
Position 1691: 0.0005464917977921336
Position 1917: 0.0005346479470583457
Position 915: 0.000527405495817319
Position 2698: 0.0005108594613370122
Position 1645: 0.0005052384128729061
Position 1687: 0.0004974482745265879
Position 131: 0.000471570418446365
Position 2356: 0.0004505778077305673
Position 2986: 0.0004361212222749532
Position 2223: 0.0004093360526840002
Position 2270: 0.0003923848777894689
Position 433: 0.00038691214528662133
Position 1641: 0.00037627202004951444
Position 172: 0.0003686324770997201
Position 2227: 0.0003604143292009152
