Gene = BNIP1
index = 137
Annotated 5SS: [  115  2444  9899 14331 15537]
Annotated 3SS: [ 2350  9806 14228 15417 19209]
SMsplice 5SS: [  115  9899 15537]
SMsplice 3SS: [ 9806 15417 19209]
top_k =  500
Partition function (log Z): -3.4964961039342493

Sorted 5' Splice Sites (High to Low Probability):
Position 9899: 0.9639654689367064
Position 15537: 0.9267361318868519
Position 115: 0.9255370015178489
Position 2444: 0.47508089652991303
Position 7180: 0.4524260691656665
Position 10691: 0.3264209826194124
Position 14331: 0.30042778012704524
Position 17631: 0.26437194029565625
Position 17896: 0.2609757674920302
Position 1681: 0.24133339198165285
Position 8330: 0.11486784723905452
Position 494: 0.10297188727618668
Position 2072: 0.09137007405151569
Position 16520: 0.08811329028697942
Position 11584: 0.0799897333942739
Position 97: 0.06546454661475594
Position 5885: 0.05546020465620821
Position 10579: 0.04113518493777066
Position 15503: 0.02546522560158204
Position 17851: 0.024076909141579974
Position 17700: 0.0226494113291505
Position 2213: 0.021832744160794688
Position 16250: 0.017669649626301194
Position 11737: 0.016835477540885
Position 10560: 0.0164619688511022
Position 2246: 0.013201569586101842
Position 650: 0.012579431504901319
Position 6174: 0.009948027541302014
Position 1737: 0.009394801748493678
Position 631: 0.009321434527192073
Position 668: 0.00922329554977846
Position 18099: 0.0075399409235347575
Position 1824: 0.007423529799897797
Position 1903: 0.007110880522667933
Position 1991: 0.006770130838383097
Position 2242: 0.00647918083224156
Position 14097: 0.005531253230519658
Position 17455: 0.005318206719604889
Position 18552: 0.00501313292239599
Position 19417: 0.004118190724849217
Position 17671: 0.003842935142067748
Position 17653: 0.0038243221371803107
Position 577: 0.003356607594901594
Position 170: 0.0027881532468768855
Position 4948: 0.002203403402867482
Position 174: 0.00212170154397037
Position 9951: 0.0017544464578457682
Position 588: 0.0012839836365201329
Position 2285: 0.001145943739065142
Position 1788: 0.0011422754879325126
Position 65: 0.0006952141246490661
Position 2709: 0.0006641335019539631
Position 280: 0.0005884941558748194
Position 2677: 0.0005354187133182844
Position 9404: 0.0004037979451083474
Position 309: 0.00030717924109681524
Position 6464: 0.0002689013825636937
Position 1168: 0.00023263097525507787
Position 789: 0.00016246037164189105
Position 4648: 0.00014142248653315723
Position 4643: 0.00012492096326580595
Position 499: 0.00011974502859023601
Position 1999: 0.00011289902578191725
Position 2761: 9.556078496700435e-05
Position 55: 9.278984615887521e-05
Position 2591: 4.831097535319826e-05
Position 410: 2.606124295120528e-05
Position 2487: 1.3865767597312013e-05
Position 242: 1.3840725515231358e-05
Position 1486: 1.3269792524643611e-05
Position 2448: 4.591016362931427e-06
Position 2005: 4.054120521426222e-06
Position 2405: 3.341275311691887e-06
Position 1836: 2.6106098865365625e-06
Position 258: 1.2700192573307437e-06
Position 272: 7.377917686895304e-07
Position 269: 5.219141487842978e-07
Position 79: 1.8865781386311046e-07
Position 213: 1.2032208038993372e-07
Position 274: 2.841942019672137e-08
Position 1265: 2.5884982260580876e-08
Position 606: 2.5625099902986357e-08
Position 49: 1.5601218288689007e-08
Position 13: 1.1323285661560849e-08
Position 186: 9.469549194194668e-09
Position 188: 2.891855194872924e-09
Position 345: 4.41195433128226e-10
Position 22: 2.5034091241928606e-10
Position 413: 1.2402814583068404e-11
Position 447: 7.87556933238008e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 9806: 0.9619640109201024
Position 15417: 0.9544100685124048
Position 19209: 0.8426098722500531
Position 17796: 0.4033783310330016
Position 7104: 0.40332593271322326
Position 10495: 0.3439898933654159
