Gene = BROX
index = 144
Annotated 5SS: [  390  3248  6479  6807  9962 11612 13003 14705 16276 17149 17625 18964]
Annotated 3SS: [ 3130  6371  6709  9865 11538 12896 14614 16189 17066 17473 18803 20074]
SMsplice 5SS: [  390  2717  3248  6479  6807 11612 13003 14705 16276 17149 17625]
SMsplice 3SS: [ 2591  3130  6371  6709 11495 12896 14614 16189 17066 17473 20074]
top_k =  500
Partition function (log Z): 13.93111084574982

Sorted 5' Splice Sites (High to Low Probability):
Position 6807: 0.9994658817447547
Position 17625: 0.9513815206967854
Position 14705: 0.9510567680548978
Position 11612: 0.9287746007128787
Position 13003: 0.9244591736917034
Position 6479: 0.8812288747683392
Position 16276: 0.7241304515270495
Position 2717: 0.7183561811502638
Position 17149: 0.679741133573731
Position 3248: 0.658050599939277
Position 390: 0.6327142781666117
Position 864: 0.41008654849320675
Position 3283: 0.32470809353369984
Position 20193: 0.30473116526327565
Position 9962: 0.2808900052490156
Position 10414: 0.23503233170532767
Position 16979: 0.22010069971997734
Position 63: 0.20218064727285767
Position 2974: 0.18629486843384863
Position 7544: 0.11242256725517612
Position 20487: 0.09859391200108589
Position 1115: 0.09639108579657205
Position 18964: 0.0827589612910527
Position 16945: 0.07557197277107494
Position 10007: 0.07520975467825337
Position 12518: 0.07381792434877774
Position 11988: 0.06857194367196197
Position 20456: 0.06556890325111692
Position 1154: 0.06297123597147503
Position 20832: 0.05347043193996798
Position 13017: 0.04751147833972295
Position 20146: 0.046591148518734284
Position 6627: 0.04019136607251304
Position 10456: 0.03937379267174722
Position 8131: 0.03508900755447912
Position 394: 0.028933876685516956
Position 9143: 0.02609656599433728
Position 18425: 0.025479141133784695
Position 15474: 0.025165535554908188
Position 2506: 0.024883366910656183
Position 16926: 0.024418223527905274
Position 6205: 0.022686164525880667
Position 22215: 0.018375370296504413
Position 821: 0.01773424593989294
Position 218: 0.014859263153590768
Position 1204: 0.013901864822115759
Position 1176: 0.012310524779721334
Position 2660: 0.011082179340193428
Position 15228: 0.010868968161515688
Position 15500: 0.009937748367333816
Position 17370: 0.009832218637778745
Position 20402: 0.008680632228547603
Position 2942: 0.008017507420688621
Position 661: 0.007269869063581463
Position 15504: 0.007153046742804413
Position 17603: 0.006008258551061903
Position 2764: 0.005979823594778294
Position 15453: 0.0054797359219869125
Position 10127: 0.004900263720135488
Position 8078: 0.004618843384636556
Position 5542: 0.004277720246865469
Position 7572: 0.003946237279787416
Position 18421: 0.0036933194144812423
Position 2497: 0.0036550281111986365
Position 12520: 0.00299146467849994
Position 11720: 0.002760517790128997
Position 1004: 0.002602523291028633
Position 1377: 0.0025346930671161488
Position 13343: 0.002307902803227059
Position 11997: 0.0022502967685251738
Position 17629: 0.0019012763868619634
Position 1225: 0.0018366232840998356
Position 13300: 0.001807031366615937
Position 7110: 0.0016096215356557503
Position 18026: 0.0014433067026234088
Position 6503: 0.0014161606978544553
Position 1213: 0.0013980800023791408
Position 12384: 0.0012953603290193124
Position 15162: 0.001258817443219233
Position 1350: 0.0011449004098809462
Position 19022: 0.0009284008805523844
Position 18901: 0.000906774998308139
Position 7531: 0.0008691986160650234
Position 16971: 0.0008555551031788555
Position 16303: 0.0008153202704385574
Position 14106: 0.0006809499705946829
Position 6256: 0.0006247309713693521
Position 19379: 0.0006009248995025446
Position 2984: 0.0005609856425776183
Position 3517: 0.0004680277108929828
Position 7015: 0.0004055785766990348
Position 12982: 0.0004023530463872873
Position 17947: 0.00034475604624093804
Position 19414: 0.00029028871861262685
Position 6799: 0.0002763138613254741
Position 4287: 0.00026031964514054755
Position 243: 0.0001985432589902399
Position 7635: 0.00018104787064519246
Position 2928: 0.0001807252000187973
Position 238: 0.00014014515733138346
Position 130: 0.00011297587128344851
Position 832: 0.00011126857404212539
Position 2728: 0.00010387057447923315
Position 284: 9.758661347918577e-05
Position 298: 8.199542944085513e-05
Position 6822: 7.818679806905358e-05
Position 626: 7.012126817939762e-05
Position 7628: 6.83603172386618e-05
Position 292: 6.776964370121379e-05
Position 420: 6.090695721388824e-05
Position 7566: 5.4623092535028856e-05
Position 7548: 4.9153012161276714e-05
Position 6906: 4.1604917453013046e-05
Position 7666: 4.1197706069045576e-05
Position 398: 3.239983922587017e-05
Position 21094: 3.220063508496256e-05
Position 268: 2.7104188639229332e-05
Position 702: 2.5926304779373884e-05
Position 936: 2.170984518026178e-05
Position 512: 1.8588370029564595e-05
Position 868: 1.7842940405623083e-05
Position 896: 1.5355653414072728e-05
Position 759: 1.2348221269150386e-05
Position 1211: 1.0642531287987719e-05
Position 410: 9.837790030604366e-06
Position 7679: 9.28894688503094e-06
Position 561: 9.217632017367791e-06
