Gene = CDC26
index = 335
Annotated 5SS: [ 208 2261 3163]
Annotated 3SS: [2150 3040 8149]
SMsplice 5SS: [ 610 2261 3163]
SMsplice 3SS: [2150 3068 8149]
top_k =  500
Partition function (log Z): -5.550790054559304

Sorted 5' Splice Sites (High to Low Probability):
Position 3163: 0.9679647324158397
Position 2261: 0.933904253762882
Position 610: 0.24912965379808008
Position 360: 0.20938865546811475
Position 208: 0.18327916404808128
Position 212: 0.17847121133822239
Position 1175: 0.12876778325268404
Position 583: 0.07316833105250586
Position 1030: 0.05362813249296379
Position 1871: 0.043073988170408195
Position 1134: 0.03455472674741278
Position 5705: 0.033626073939705965
Position 1214: 0.031446591214130716
Position 2739: 0.028135122365260924
Position 4783: 0.025115287560719037
Position 91: 0.02305489423803604
Position 5000: 0.021109096740639943
Position 289: 0.019134419495679716
Position 3858: 0.018574794271341514
Position 618: 0.01790998307306105
Position 7577: 0.014357071601697385
Position 2068: 0.010595359109134077
Position 671: 0.007004401137983205
Position 1292: 0.006288231543012728
Position 3717: 0.005494222183593356
Position 603: 0.0050727513939358895
Position 174: 0.004631386247220483
Position 1523: 0.004366857654532407
Position 269: 0.0034565482583672684
Position 1156: 0.0034205538294055484
Position 5674: 0.003069658973558488
Position 886: 0.002822214554146526
Position 4580: 0.0024120684958720095
Position 891: 0.002282487086432501
Position 692: 0.0021974121235893928
Position 6451: 0.0021207511918649364
Position 2091: 0.0019112516178305921
Position 1302: 0.0018510614028622557
Position 7010: 0.0016963448300851823
Position 861: 0.0015572127474719828
Position 6230: 0.0015042367323646923
Position 2339: 0.0012535235359088942
Position 4076: 0.0012457221838333568
Position 2344: 0.0012195455836326505
Position 403: 0.0009598644421994475
Position 1494: 0.000955201047619389
Position 2361: 0.000842476232663921
Position 149: 0.0008060070425316333
Position 1064: 0.000778205039262665
Position 2787: 0.0007474100838039588
Position 1784: 0.0006836649060109201
Position 152: 0.0006774689326818854
Position 3434: 0.0006377500626971973
Position 7119: 0.0006339179380004084
Position 5678: 0.0005826008383114818
