Gene = ETF1
index = 512
Annotated 5SS: [  204   468 24609 25740 29733 30537 31826 32256 32736 34632]
Annotated 3SS: [  363 24432 25599 29593 30345 31695 32099 32670 34483 34912]
SMsplice 5SS: [  204   468 13746 24609 25740 29733 32256]
SMsplice 3SS: [  363 13621 24432 25599 29593 32099 34912]
top_k =  500
Partition function (log Z): -4.82103679957628

Sorted 5' Splice Sites (High to Low Probability):
Position 13746: 0.9999843430806932
Position 25740: 0.9999115357097699
Position 468: 0.9979446560112077
Position 204: 0.997618362632985
Position 29733: 0.9378578005695837
Position 32256: 0.8584434823332284
Position 24609: 0.6778461355210834
Position 9190: 0.41540196793892786
Position 34632: 0.3297690827841339
Position 10898: 0.321080260388638
Position 27573: 0.31755542747798177
Position 30537: 0.28289556615596473
Position 4237: 0.1960272193753385
Position 1129: 0.17904990031218349
Position 13298: 0.09289291164960198
Position 9267: 0.09222963930025961
Position 7232: 0.06685020164414694
Position 6344: 0.06614010987302478
Position 1782: 0.05853175243070722
Position 2731: 0.04841973890513537
Position 9740: 0.043656386634968666
Position 34996: 0.0392907324099849
Position 32736: 0.0329543602883431
Position 926: 0.025121761713081787
Position 6511: 0.02011775035605661
Position 32811: 0.018713308620870197
Position 6530: 0.01707663919496434
Position 4031: 0.013864781768294055
Position 782: 0.01165488691070704
Position 10973: 0.011275176812079863
Position 3924: 0.0090832878544709
Position 6085: 0.00888397764908485
Position 1104: 0.008872532369659335
Position 35177: 0.006269763383617841
Position 6966: 0.005463952271206419
Position 35009: 0.0054031005031998005
Position 2775: 0.004427766832863581
Position 1115: 0.0032222170622077592
Position 3273: 0.0016736041582489875
Position 2065: 0.0015653804283028516
Position 78: 0.001324485821653179
Position 229: 0.0007368685347850957
Position 596: 0.0004977842598042819
Position 667: 0.0003297038217617092
Position 801: 0.00032612496614247376
Position 959: 0.0002232263868690922
Position 1157: 0.00018717180122626077
Position 760: 0.00017421204780734533
Position 930: 0.00016780112552148836
Position 1178: 0.00014060956317086
Position 1906: 0.00012158792266305216
Position 1568: 0.00011900172434104677
Position 819: 0.00011786496439518537
Position 2043: 0.00011613324490430598
Position 2113: 8.757477996312902e-05
Position 479: 8.206989352086867e-05
Position 1938: 7.839064117143314e-05
Position 623: 5.302139181668787e-05
Position 714: 4.5105626508105475e-05
Position 59: 2.4165092876303277e-05
Position 132: 1.4888006857233116e-05
Position 123: 9.2139936269765e-06
Position 1290: 8.243948420744843e-06
Position 935: 6.793605402836548e-06
Position 599: 5.5778544522470955e-06
Position 1348: 5.171838791710827e-06
Position 1352: 4.7960281291311565e-06
Position 1133: 3.233012689311603e-06
Position 1122: 2.6206500132801993e-06
Position 817: 1.9750531431135277e-06
Position 415: 1.2173953091359124e-06
Position 754: 7.432435423182101e-07
Position 125: 6.060627770711979e-07
Position 14057: 4.989458546908855e-07
Position 632: 3.4945134104217577e-07
Position 688: 2.0370474475789894e-07
Position 238: 9.208756112105876e-08
Position 504: 6.612819626848893e-08
Position 648: 3.869924440972459e-08
Position 336: 3.561557205039096e-08
Position 328: 2.7162271193144915e-08
Position 334: 1.4908859290950467e-08
Position 64: 1.3472630125881287e-08
Position 493: 3.835993206874063e-09
Position 398: 3.2712713043452753e-09
Position 325: 1.6425483183835954e-09
Position 711: 1.0024733444075435e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 13621: 0.9999991143957918
Position 25599: 0.9999757549199451
Position 363: 0.9639861632390149
Position 34912: 0.9609373661688925
Position 29593: 0.9388244131879403
Position 24432: 0.6778461355210834
Position 32099: 0.441477635551159
Position 9061: 0.4408275784996813
Position 32056: 0.4211794214898826
Position 34483: 0.33266692649953405
Position 10734: 0.3323557099469344
Position 27472: 0.31755542747798177
Position 30385: 0.1738650991970244
Position 4164: 0.14932932356690448
Position 1018: 0.11279574349979299
Position 30345: 0.10968715323763811
Position 13159: 0.09289291164960195
Position 35702: 0.04691003632403718
Position 4120: 0.04047221119701044
Position 7132: 0.03839922672246357
Position 2672: 0.036535680360517256
Position 1661: 0.03471417042670502
Position 877: 0.03294549511714019
Position 32670: 0.032541121248889165
Position 9618: 0.030709479645971215
Position 6443: 0.02807370570923711
Position 8994: 0.026647352222589987
Position 6264: 0.025839733841036494
Position 6180: 0.024104090153877097
Position 308: 0.022715562004913165
Position 9095: 0.021622578924766534
Position 32697: 0.019788923973148947
Position 1066: 0.01977378391494232
Position 7052: 0.019256579013610033
Position 693: 0.019235555634942104
Position 9165: 0.018534130560565718
Position 781: 0.01645244365920606
Position 5985: 0.01634285978199572
Position 3842: 0.0155235062904135
Position 36521: 0.013316148822678012
Position 9641: 0.012946928256067903
Position 1033: 0.012123213668453817
Position 1494: 0.010488466413222415
Position 838: 0.00979476301946225
Position 410: 0.009749233957801874
Position 6941: 0.009194405220608643
Position 6424: 0.009120736458997069
Position 6311: 0.008737410631753054
Position 37120: 0.007956208827715519
Position 2587: 0.007865540468103364
Position 35608: 0.0061952425347854894
Position 3983: 0.005791027359509102
Position 6800: 0.005463970278451724
Position 2565: 0.004372955801475822
Position 2501: 0.003740368537175133
Position 1666: 0.0034924400038183986
Position 3709: 0.003046294344769684
Position 1633: 0.0026843746931046754
Position 1517: 0.0022806272965707397
Position 1587: 0.001995800898039763
Position 3772: 0.0018250151116119817
Position 32377: 0.001716020483610181
Position 754: 0.001652658264171204
Position 398: 0.0016125199015289183
Position 1685: 0.0015978170083312297
Position 4023: 0.0014882664457897179
Position 33908: 0.0014002384432875096
Position 32896: 0.0012897575866449896
Position 717: 0.0012280666347329748
Position 881: 0.0012264813338526664
Position 3938: 0.0012190741741540884
Position 1699: 0.001187720059288072
Position 1970: 0.0010527373247910578
Position 3215: 0.0008324073899275108
Position 3123: 0.0008259165404482359
Position 34326: 0.0006767401669369922
Position 1075: 0.0005495370706104778
Position 919: 0.0005254206500388516
Position 2000: 0.000523361843429767
Position 935: 0.0003872498040877675
Position 1052: 0.00038595760515686297
Position 1817: 0.00037683594509381046
Position 2611: 0.0003329689984554612
Position 32442: 0.00030906245626150484
Position 373: 0.0002756151024727088
Position 27902: 0.00025198681350200317
Position 370: 0.00021288285615137716
Position 3778: 0.00017342670053582083
Position 27720: 0.00014873514118463093
Position 520: 0.00014038753899494968
Position 29098: 0.00012743374322901022
Position 4204: 0.00010715115637886787
Position 759: 0.00010284218702030453
Position 30257: 9.79574678434434e-05
Position 25932: 8.622982237897619e-05
Position 1610: 7.401568365430415e-05
Position 1746: 4.8980480075084383e-05
Position 25956: 4.441184961350961e-05
Position 1500: 4.2647622520287584e-05
Position 367: 4.1336907329459536e-05
Position 1543: 3.815126481937583e-05
Position 671: 2.1943435759533088e-05
Position 26285: 1.4461720879302064e-05
Position 1865: 1.1768077235182578e-05
Position 3167: 8.555351180496584e-06
Position 602: 7.860686661326455e-06
Position 972: 7.046037437051891e-06
Position 3080: 6.726784599632709e-06
Position 599: 5.05158002506317e-06
Position 956: 4.7698704378691e-06
Position 1707: 4.7225061743630034e-06
Position 1166: 4.575388113725988e-06
Position 14174: 3.360298717408872e-06
Position 953: 3.022933352162824e-06
Position 1197: 2.2683948401394416e-06
Position 645: 2.2404406808826125e-06
Position 20297: 2.0812422701539587e-06
Position 1440: 1.9709860064260158e-06
Position 642: 1.8024263351263498e-06
Position 1436: 1.7936413700263578e-06
Position 420: 1.1292348399393885e-06
Position 817: 1.1245401584276828e-06
Position 15099: 1.0499890253219128e-06
Position 1595: 9.481725414388728e-07
Position 17096: 8.835607421349128e-07
Position 1258: 8.677476361513555e-07
Position 381: 7.087872465690215e-07
Position 13953: 6.434647390181291e-07
Position 614: 6.037951439395409e-07
Position 266: 5.545963274469795e-07
Position 1592: 4.977190057073631e-07
Position 15052: 4.834158277393284e-07
Position 286: 3.6261997587238074e-07
Position 562: 3.5299277646146053e-07
Position 290: 3.4022976003426746e-07
Position 14598: 3.4010584290913735e-07
Position 14048: 2.7082909645182347e-07
Position 1212: 2.612097724767681e-07
Position 11969: 1.6771514165655594e-07
Position 429: 1.5045422151810807e-07
Position 621: 1.3830538257178914e-07
Position 556: 1.2712479829770538e-07
Position 1169: 1.1980257279371438e-07
Position 553: 9.546395494348078e-08
Position 14198: 9.045422344115836e-08
Position 13818: 3.761712221422004e-08
Position 10579: 3.491229703366636e-08
Position 9517: 1.959742935618705e-08
Position 569: 1.5385983313513305e-08
Position 8729: 1.522562678563223e-08
Position 435: 1.1432305934416948e-08
Position 8881: 5.5703242755189665e-09
Position 438: 5.473284963309349e-09
Position 447: 4.721328075318667e-09
Position 189: 4.13525423993288e-09
Position 203: 3.5726922719921127e-09
Position 4647: 3.0008610928215044e-09
Position 378: 2.787529145974549e-09
Position 2298: 2.418649665847429e-09
Position 4456: 2.3616566592024745e-09
Position 4561: 1.4612618861946755e-09
Position 3376: 1.18841445470151e-09
Position 456: 6.437124695536652e-10
Position 4236: 4.228816703410164e-10
Position 2152: 3.5299124907185307e-10
Position 2971: 3.317361746289936e-10
Position 175: 2.9015920831844056e-10
Position 3484: 2.786495580196084e-10
Position 2868: 2.592186072477158e-10
Position 2343: 1.9162426282289302e-10
Position 2245: 1.8755535668472585e-10
Position 261: 1.7934774692752293e-10
Position 136: 1.417441329571312e-10
Position 472: 1.3873723330272676e-10
Position 155: 1.0452461549235254e-10
Position 449: 5.8028329844458274e-11
Position 245: 5.721740011678783e-11
Position 264: 4.8748722575066093e-11
Position 172: 1.494176006759127e-11
Position 214: 4.223324533492817e-12
Position 138: 3.297892363530664e-12
Position 1768: 2.079052208814772e-12
Position 169: 1.413532706252152e-12
Position 224: 5.048700870562205e-15
Position 208: 4.544396490880052e-15
Position 218: 5.296934333631744e-18
