Gene = TMCO2
index = 1407
Annotated 5SS: [330]
Annotated 3SS: [3381]
SMsplice 5SS: [330]
SMsplice 3SS: [3333]
top_k =  500
Partition function (log Z): -13.176566251785008

Sorted 5' Splice Sites (High to Low Probability):
Position 330: 0.44497743094549913
Position 999: 0.3106760560584733
Position 153: 0.09627237012636507
Position 313: 0.06046639667634378
Position 2759: 0.040723352561327766
Position 971: 0.019022713425080648
Position 572: 0.01784621735116009
Position 469: 0.01641605654177886
Position 981: 0.011079995686508866
Position 211: 0.006412020225145401
Position 1356: 0.005813044777177791
Position 1245: 0.005109729907960044
Position 3022: 0.004845640005137557
Position 676: 0.004347124585143261
Position 65: 0.003431394008001181
Position 830: 0.002521541170971792
Position 3054: 0.0024677436138817147
Position 1450: 0.0012127110005438336
Position 3178: 0.0010794815033059782
Position 1620: 0.0008263405382540025
Position 1358: 0.0007689822785991119
Position 1366: 0.0007457429036745665
Position 1362: 0.0007061473904108195
Position 1360: 0.000665522626058868
Position 1364: 0.0006640662662327345
Position 2197: 0.0006370081282761355
Position 2010: 0.000631010459334921
Position 957: 0.0006303745011927361
Position 784: 0.0006189916057503034
Position 1368: 0.0006147260561495241
Position 806: 0.0005877742743433401
Position 706: 0.0005611688645151372
Position 660: 0.0005576515453367176
Position 1400: 0.0005235476611378876
Position 1370: 0.0005197450808328297
Position 134: 0.0004458128367255877
Position 320: 0.0004452810610944906
Position 175: 0.00039091446974858895
Position 1372: 0.0003894233649065849
Position 568: 0.00034375622797668535
Position 2532: 0.00034142573357169326
Position 529: 0.00032716536782219835
Position 1374: 0.00032666775285922895
Position 547: 0.0002903485629603089
Position 2935: 0.00028269082409040555
Position 1376: 0.0002697447937839051
Position 1378: 0.00022722818960076014
Position 1868: 0.0002022944720825185
Position 1380: 0.00019672587964988722
Position 1117: 7.93042251701467e-05
Position 1061: 4.588868551741047e-05
Position 454: 3.2932595928878627e-06
Position 1036: 2.344944055881287e-06
Position 629: 2.164663857273592e-06
Position 1112: 1.2805524664175811e-06
Position 727: 8.653837097580502e-07
Position 1126: 8.556603491712705e-07
Position 361: 6.139596333822472e-07
Position 243: 5.499054809243695e-07
Position 1029: 4.785973991440749e-07
Position 427: 4.370924715008357e-07
Position 95: 3.613912631944732e-07
Position 445: 3.2624828192451704e-07
Position 193: 3.143018796856747e-07
Position 1608: 2.8848118772341205e-07
Position 745: 2.6710441359910246e-07
Position 734: 2.460490867386457e-07
Position 894: 2.201610874114762e-07
Position 701: 2.065720917204537e-07
Position 878: 1.9493394935342721e-07
Position 747: 1.7235296404458774e-07
Position 1687: 1.6225025426602103e-07
Position 859: 1.694133677419206e-08
Position 68: 9.368705935451036e-10
Position 343: 2.749067521316458e-10
Position 383: 2.140118004759887e-10
Position 408: 2.1007798963844705e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3333: 0.5219109476157693
Position 1202: 0.19612712068403534
Position 3381: 0.07938943019920831
Position 1817: 0.052990522191217505
Position 408: 0.0360061988157852
Position 2593: 0.028284763186912216
Position 2905: 0.021892690406724556
Position 2140: 0.016034548392150988
Position 3748: 0.011343593334957219
Position 2114: 0.010252007625089786
Position 1867: 0.009005195784544208
Position 2797: 0.008995729086542247
Position 2634: 0.007057756166603886
Position 3720: 0.0065418163524681916
Position 2667: 0.0053229549571231285
Position 2282: 0.0052355406349390236
Position 2988: 0.004926145030035019
Position 415: 0.00368073515399316
Position 1792: 0.0034165778058219748
Position 2474: 0.003011008177691284
Position 2955: 0.00281552538231597
Position 1284: 0.0020761998945369913
Position 2558: 0.0020748933505889376
Position 3307: 0.0017620197552860575
Position 862: 0.0017581630243612549
Position 2604: 0.0016850003272409968
Position 558: 0.0015570815044045098
Position 894: 0.0014155360951406768
Position 1232: 0.0013062342014246776
Position 1083: 0.0012358612048159804
Position 651: 0.0012245091917823664
Position 1738: 0.001206333591839023
Position 2448: 0.0011874092326892812
Position 2166: 0.001130987845283311
Position 454: 0.001087261138813592
Position 383: 0.0010764576602811833
Position 2454: 0.0008605025469949414
Position 2317: 0.0008453944965229085
Position 3673: 0.0008178610421119757
Position 1117: 0.000811852165304017
Position 2009: 0.0007940283195302613
Position 2912: 0.0007099354728400351
Position 2743: 0.0007098944581361061
Position 1027: 0.000706939318088438
Position 3638: 0.000691570779569803
Position 1171: 0.0006243760035177631
Position 2196: 0.0006146285562438717
Position 1466: 0.0005356486494102092
Position 496: 0.0004182124894477643
Position 1351: 0.000390801157887803
Position 3546: 0.0003883587272536666
Position 3550: 0.00037735966956889953
Position 2288: 0.0003468891287678943
Position 3654: 0.0003215686694871574
Position 2561: 0.00028132826498896037
Position 1958: 0.0002037398271232123
Position 2120: 0.00019512937820723836
Position 1955: 0.00019286454824405113
Position 878: 0.00015235357746797238
Position 809: 0.00014303606494102178
Position 2934: 0.00013901961652082296
Position 769: 0.00012968852482574776
Position 957: 0.00012604563974598457
Position 288: 0.00011731649785633595
Position 361: 0.00011508370650587412
Position 1054: 9.791457187775401e-05
Position 240: 8.870303345610405e-05
Position 2450: 8.232636128691892e-05
Position 424: 7.892474328325452e-05
Position 1984: 7.681841937329076e-05
Position 2116: 7.588265880026078e-05
Position 908: 6.426412780077896e-05
Position 1529: 6.030964387828598e-05
Position 1613: 6.003496753916186e-05
Position 468: 4.314344458844445e-05
Position 153: 3.3050059678596866e-05
Position 148: 2.5631174037406888e-05
Position 840: 1.0963338816881418e-05
Position 774: 7.982967098712323e-06
Position 791: 3.5418044048360008e-06
Position 717: 1.866012223106868e-06
Position 938: 1.5079698046020716e-06
Position 720: 8.266543962765569e-07
Position 986: 2.807802952921176e-07
