Gene = MBLAC1
index = 819
Annotated 5SS: [371]
Annotated 3SS: [673]
SMsplice 5SS: [371]
SMsplice 3SS: [673]
top_k =  500
Partition function (log Z): -9.726322894975906

Sorted 5' Splice Sites (High to Low Probability):
Position 371: 0.4385875739512641
Position 62: 0.1900427926723014
Position 440: 0.1876848199243954
Position 343: 0.1348341757320394
Position 281: 0.02756889623370027
Position 224: 0.020768561278622335
Position 500: 0.0056129001356029565
Position 57: 0.0036338547584592166
Position 45: 0.0013553931600060972
Position 799: 0.0006388051152093688
Position 545: 0.0005782794176103193
Position 1150: 0.00041967508102046193
Position 502: 0.00040261348193835496
Position 765: 0.000398999596167208
Position 425: 0.00033599465555786916
Position 741: 0.0002710048030729215
Position 719: 0.00026088742675726626
Position 444: 0.000161810284669157
Position 538: 0.00013270585117975626
Position 616: 9.39534253371179e-05
Position 511: 5.519151968360795e-05
Position 1224: 4.858049442849226e-05
Position 840: 4.507654493775076e-05
Position 768: 3.832420416384249e-05
Position 945: 2.556829911651666e-05
Position 813: 2.4456498387005972e-05
Position 162: 1.6776554107950967e-05
Position 570: 1.4245445092257911e-05
Position 762: 9.958853163894685e-06
Position 153: 1.0610110572921349e-07
Position 143: 5.371083025561801e-09
Position 642: 2.795356006047811e-10
Position 597: 7.273334610580292e-11
Position 317: 1.7350504243051306e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 673: 0.7323050633808532
Position 691: 0.08772448773760512
Position 779: 0.08472255645700384
Position 851: 0.056427100370649935
Position 143: 0.009692038420872611
Position 871: 0.007938884510541205
Position 1083: 0.007295365413259071
Position 697: 0.0059738404977672304
Position 1217: 0.002932529722820884
Position 184: 0.002805750652427232
Position 1335: 0.002655639849599863
Position 1417: 0.002626131457332491
Position 694: 0.0014536047432707052
Position 1533: 0.0013129867158827454
Position 1187: 0.0012841355402402007
Position 1001: 0.0009593464596992036
Position 229: 0.0008162687462315037
Position 244: 0.0007669558125110876
Position 1313: 0.0007566831676440791
Position 343: 0.00041406254369029627
Position 1125: 0.0004024563869803574
Position 1740: 0.0003898307277000724
Position 1506: 0.0002326619225766563
Position 1340: 0.00022883915376729457
Position 1567: 0.00022865828242648933
Position 297: 0.00021487200670124054
Position 713: 0.00020094557512727605
Position 1610: 0.00014980600503858882
Position 1607: 0.00013121857292587352
Position 1538: 0.0001157666407076509
Position 1160: 0.00010501880355195542
Position 1410: 8.224339448171003e-05
Position 1694: 8.081701676884198e-05
Position 1029: 7.070225656183223e-05
Position 1663: 6.195673881825893e-05
Position 170: 5.597556197688462e-05
Position 153: 5.035407900693028e-05
Position 1442: 3.7839256020716097e-05
Position 175: 3.6670568761512584e-05
Position 150: 3.217561990057097e-05
Position 535: 2.811901414216117e-05
Position 347: 2.701770756227824e-05
Position 118: 2.36529628788242e-05
Position 795: 2.2673723795818112e-05
Position 576: 2.0202257823122092e-05
Position 194: 2.0047248789100015e-05
Position 436: 1.4933732661302952e-05
Position 906: 1.3729915327920154e-05
Position 1017: 1.2520696631098165e-05
Position 187: 1.2467506856407156e-05
Position 1228: 1.058133739703855e-05
Position 1547: 9.069886113483837e-06
Position 1615: 8.83077319466604e-06
Position 199: 8.686908547446037e-06
Position 1598: 8.591467998995573e-06
Position 920: 8.358327812697303e-06
Position 409: 8.00703162335491e-06
Position 637: 7.950776054323202e-06
Position 203: 7.283410081389497e-06
Position 299: 7.2350146783053455e-06
Position 207: 2.109469924466896e-06
Position 361: 1.6937469491755187e-06
Position 397: 1.437486220574557e-06
Position 374: 1.282767016526465e-06
Position 352: 1.0708303017515042e-06
Position 376: 6.797074561903559e-07
Position 370: 5.395488606224885e-07
Position 358: 3.8342163872102186e-07
Position 414: 2.458311572281431e-07
Position 385: 1.9828653289540576e-07
Position 423: 7.047867886190489e-08
Position 363: 4.090281240311266e-08
Position 483: 3.427540192918151e-08
