Gene = FAM221B
index = 535
Annotated 5SS: [ 270 3169 3503 8843 9536 9843]
Annotated 3SS: [ 2570  3358  8731  9337  9722 10225]
SMsplice 5SS: [ 270 3503 8843 9416 9843]
SMsplice 3SS: [ 3358  8731  9337  9722 10225]
top_k =  500
Partition function (log Z): -3.5840074884579662

Sorted 5' Splice Sites (High to Low Probability):
Position 8843: 0.9500451861203213
Position 270: 0.9335685009454601
Position 9843: 0.8871827284307554
Position 3503: 0.8815186595706472
Position 8630: 0.4608822501973384
Position 9416: 0.378071246609514
Position 7295: 0.20919209193060612
Position 9536: 0.199020812254609
Position 8584: 0.1718241882266438
Position 9358: 0.11806627458559808
Position 10328: 0.11276114397534198
Position 1941: 0.1080560197441842
Position 9571: 0.09600138540845385
Position 9412: 0.0955024536713995
Position 4615: 0.09487777069633464
Position 226: 0.027138374527004433
Position 9616: 0.02304872861616038
Position 3199: 0.020824523775147492
Position 1308: 0.020227055800955032
Position 967: 0.020130740006610075
Position 8158: 0.011330209856839168
Position 8669: 0.010475476075322053
Position 8511: 0.009819071284699587
Position 1945: 0.008462547615398712
Position 10645: 0.0076847555731119005
Position 8994: 0.007433008205657293
Position 10260: 0.007289655202538965
Position 8540: 0.006759433819420978
Position 1203: 0.006147631027411862
Position 8402: 0.005739042925199287
Position 972: 0.005405552302744697
Position 1184: 0.005082557784363722
Position 3707: 0.0037455021368836988
Position 10158: 0.0037302290810403496
Position 9879: 0.0036687501106436233
Position 9555: 0.003445685413919983
Position 55: 0.0031976881521397042
Position 8150: 0.0030234375800936267
Position 10819: 0.002807473295307113
Position 3060: 0.0026148443315846923
Position 8598: 0.002223232623510864
Position 2379: 0.002105677989011834
Position 274: 0.0018911860472194488
Position 1976: 0.0014441092359908515
Position 3192: 0.0010652386481387734
Position 2714: 0.0010077375791014223
Position 9575: 0.0009892362158934376
Position 988: 0.0009388142664128039
Position 3105: 0.0007966456759017002
Position 10868: 0.0006297832223141533
Position 3205: 0.0005135953216803328
Position 2996: 0.00048124677073933515
Position 2979: 0.0003617360207470287
Position 8910: 0.0003316034074982505
Position 10025: 0.00026179147529198425
Position 1695: 3.967841573304856e-05
Position 518: 2.1328214409044518e-05
Position 4779: 1.510619915308848e-05
Position 244: 1.4424439210479292e-05
Position 5386: 1.0994101998589979e-05
Position 220: 9.20757804623165e-06
Position 730: 6.415316793497008e-06
Position 79: 4.837662054750107e-06
Position 482: 4.513152129111663e-06
Position 524: 2.3918710391168977e-06
Position 96: 2.1024326233567604e-06
Position 1146: 1.6982334743196514e-06
Position 277: 1.66157907457864e-06
Position 659: 1.2181747290764339e-06
Position 638: 5.150016032956462e-07
Position 866: 2.8446946108540766e-07
Position 356: 2.520934021548899e-07
Position 353: 2.406021984255143e-07
Position 359: 2.309340348944864e-07
Position 362: 1.8190958088494297e-07
Position 604: 1.7086257912752395e-07
Position 365: 1.31018959323758e-07
Position 350: 8.713146243725685e-08
Position 368: 8.122913109360555e-08
Position 550: 7.78783003063527e-08
Position 449: 5.985848149150433e-08
Position 371: 4.403743480675603e-08
Position 337: 3.585741623827643e-08
Position 377: 3.394566480976106e-08
Position 374: 3.306286309141348e-08
Position 380: 2.9693591140815968e-08
