Gene = PPP1R15B
index = 1059
Annotated 5SS: [2300]
Annotated 3SS: [5477]
SMsplice 5SS: [ 557 2300]
SMsplice 3SS: [2203 6502]
top_k =  500
Partition function (log Z): -10.38236259812111

Sorted 5' Splice Sites (High to Low Probability):
Position 2300: 0.926561384475569
Position 557: 0.604636733154739
Position 3976: 0.3352280989721337
Position 3238: 0.2985230841563052
Position 3655: 0.195437655842727
Position 1713: 0.1597166695563933
Position 620: 0.15479037053630176
Position 23: 0.14871947253609455
Position 5570: 0.05821891548911497
Position 3503: 0.025283667559003225
Position 301: 0.014404102644261554
Position 3707: 0.012995457927380348
Position 7038: 0.011759047848737875
Position 1611: 0.010996153352447031
Position 1118: 0.010316870748582216
Position 1034: 0.00867104859692205
Position 4015: 0.007977455438103263
Position 3230: 0.007929943954829323
Position 56: 0.005865006006348635
Position 436: 0.005219058204618633
Position 2246: 0.0033855101518000803
Position 1542: 0.0029123320165148642
Position 2954: 0.002256254288632926
Position 4121: 0.002245690544094112
Position 114: 0.0017031261863030306
Position 1493: 0.0012590726536875867
Position 3367: 0.0011890637662363597
Position 104: 0.0009942486888708168
Position 785: 0.0009540283914907662
Position 3347: 0.0008490851912841393
Position 753: 0.0006091886162403814
Position 645: 0.0006080878524071427
Position 4057: 0.0005996729262739028
Position 3923: 0.0005849773792561489
Position 1414: 0.0005000574498145277
Position 2903: 0.0004225777712994261
Position 2701: 0.0003402946332697324
Position 2556: 0.0002829275826000242
Position 2662: 0.00025133561277752495
Position 2943: 0.0001506679317924104
Position 2204: 0.00014646017254915208
Position 2840: 0.00013698290767633805
Position 3234: 0.00010859293980292163
Position 4112: 9.338735850332694e-05
Position 3169: 9.159200424846158e-05
Position 3074: 8.359192608136541e-05
Position 5260: 3.26110765677371e-05
Position 2199: 2.5483719663520484e-05
Position 3105: 1.9319797500112778e-05
Position 83: 6.670002449439253e-06
Position 2517: 1.62796882379886e-06
Position 2560: 1.486616475619896e-06
Position 186: 9.640944070595525e-07
Position 164: 9.590972927490272e-07
Position 957: 8.979713348415114e-07
Position 942: 8.792127437562566e-07
Position 155: 7.862422683533266e-07
Position 106: 6.730339902824591e-07
Position 652: 6.154336557322486e-07
Position 198: 5.539777731978343e-07
Position 321: 3.0093103274487005e-07
Position 232: 2.831274672237211e-07
Position 561: 2.751734243418143e-07
Position 873: 2.322869408676667e-07
Position 60: 1.4182058828380103e-07
Position 14: 1.1977854571256617e-07
Position 919: 6.316877363691501e-08
Position 961: 5.896006686146148e-08
Position 365: 4.1436908102539214e-08
Position 1085: 3.857448211861443e-08
Position 196: 1.6805342389030818e-08
Position 484: 1.1732342108700441e-08
Position 30: 3.293660684526911e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2203: 0.7841244292064246
Position 6502: 0.3606256386162112
Position 3466: 0.28210982211617924
Position 3122: 0.27179013025760934
Position 5477: 0.26701360445506145
Position 3902: 0.21657127769048537
Position 3792: 0.1315896094741523
Position 1632: 0.10072493923545739
Position 7313: 0.07795517163893638
Position 2095: 0.07785672554922532
Position 3570: 0.05699064482810693
Position 2209: 0.0406153279433926
Position 5045: 0.03974087462382791
Position 3168: 0.033516990432491116
Position 6954: 0.03034193592546287
Position 7178: 0.02029318279618984
Position 5066: 0.019617496015918733
Position 6321: 0.016211529363088104
Position 7037: 0.015749566374611498
Position 2114: 0.015431238982659799
Position 7792: 0.014023176968546556
Position 3749: 0.011674822349930572
Position 6646: 0.00997350793806677
Position 7309: 0.007820278283506853
Position 5935: 0.007568458220770965
Position 3023: 0.006394556680859962
Position 2778: 0.0055852020585977005
Position 7916: 0.0054695372101752435
Position 3392: 0.005398329546221797
Position 5376: 0.004095762485510996
Position 1827: 0.003852875377264009
Position 1333: 0.0037868053151521724
Position 1398: 0.003784333399945938
Position 2179: 0.003677435382967724
Position 1637: 0.0036698768842134215
Position 7591: 0.0036574287939855087
Position 1490: 0.0034693781943586043
Position 1542: 0.0034056562988710255
Position 3184: 0.0033115894459497556
Position 544: 0.0030191160781309462
Position 3493: 0.0026433777322327667
Position 4222: 0.0025181402239757063
Position 5801: 0.0025062016591820948
Position 1077: 0.002405070664705449
Position 1607: 0.0021134468596143816
Position 2919: 0.002061155649798672
Position 4922: 0.0019873577771064095
Position 908: 0.0019760350365443124
Position 6199: 0.0019305487017168858
Position 6465: 0.0018613727489853365
Position 1511: 0.0018408676117636954
Position 6133: 0.0013875462088076581
Position 3073: 0.0013856327670098572
Position 1658: 0.001314635558993688
Position 3851: 0.0013081725912504113
Position 7473: 0.0012048537676756569
Position 3258: 0.001186825642531826
Position 2407: 0.0011799413144431773
Position 2650: 0.0011785316384092376
Position 4049: 0.0010503456064933348
Position 4788: 0.000999468239076305
Position 8251: 0.000959025379225778
Position 1453: 0.0009440384463627863
Position 890: 0.0008787491809249448
Position 1219: 0.0007408775227959847
Position 5116: 0.0007259234941636234
Position 1433: 0.0007209469122017557
Position 4642: 0.0006786308450685406
Position 1514: 0.0006240981389708394
Position 6573: 0.0006172541542833396
Position 1610: 0.0006078424888149743
Position 3502: 0.0005463641956906791
Position 6842: 0.0005421604857204955
Position 5208: 0.0004977271282978452
Position 3006: 0.0004684762388496654
Position 2563: 0.00043260788942971445
Position 332: 0.0004218861839024466
Position 2362: 0.0004050962634131681
Position 3046: 0.00037026249428481425
Position 3099: 0.0003667865358441638
Position 1244: 0.0003584816891618843
Position 1297: 0.00031463093852698577
Position 1673: 0.0002902442618175297
Position 254: 0.000285956661698666
Position 5535: 0.0002655951173451309
Position 4981: 0.00026201126072529756
Position 1849: 0.0002591182800718771
Position 1183: 0.00024302305413590055
Position 913: 0.00023889595337325134
Position 3542: 0.00023004682321259014
Position 5041: 0.00022803204888083848
Position 2745: 0.00021795932222428387
Position 2585: 0.0002008659752684
Position 1683: 0.00018587672809468764
Position 3426: 0.00016907542503052722
Position 2021: 0.00016654406706994419
Position 1019: 0.0001661055401800336
Position 147: 0.00015244153480790904
Position 895: 0.00014060265333817147
Position 616: 0.00012412499882390554
Position 2270: 0.00012209354976939885
Position 2251: 0.00010155704780134234
Position 473: 9.95269849599587e-05
Position 1698: 9.266822791395807e-05
Position 1832: 9.198671556219401e-05
Position 1516: 8.044750750104048e-05
Position 2384: 7.875707034175008e-05
Position 2274: 7.424521920118902e-05
Position 2673: 7.422089574701496e-05
Position 2403: 7.040483551062078e-05
Position 3137: 7.035764824926455e-05
Position 842: 7.018982858078195e-05
Position 737: 6.851750599023283e-05
Position 663: 5.562449435015258e-05
Position 1709: 5.5366763328255596e-05
Position 2016: 5.2803630816634215e-05
Position 1350: 5.004331350061931e-05
Position 586: 4.1509453160657706e-05
Position 3028: 3.41858281176094e-05
Position 690: 2.431150973860281e-05
Position 2881: 2.2816328694565526e-05
Position 3201: 2.2036790520170544e-05
Position 2000: 1.9439659243374705e-05
Position 1910: 1.0810830999870627e-05
Position 1859: 1.0265170786998265e-05
Position 2517: 6.974425037633278e-06
Position 470: 2.267289022729158e-06
Position 1196: 1.1916528215400032e-06
Position 945: 7.306549759314786e-07
Position 550: 4.312098760475655e-07
Position 916: 3.334848526702145e-07
Position 1029: 3.2833118348054925e-07
Position 361: 3.219458715790671e-07
Position 809: 2.9396200113504847e-07
Position 1518: 2.3261496412127415e-07
Position 112: 2.1796183216475561e-07
Position 269: 2.1671262957427383e-07
Position 1930: 1.493940776234589e-07
Position 1895: 4.914885998661693e-08
Position 2365: 1.3618568498350219e-08
Position 742: 8.411788204711478e-12
Position 776: 7.288319504344243e-12
Position 792: 7.261532507486986e-12
Position 910: 7.027737566893257e-12
Position 289: 5.5709617169817386e-12
Position 304: 4.340105208275032e-12
Position 484: 4.304724528140719e-12
Position 763: 2.047245209447292e-12
Position 561: 1.5107869929439496e-12
Position 385: 1.1764376600869484e-12
Position 395: 1.147597654479376e-12
