Gene = GNL2
index = 605
Annotated 5SS: [  163  2160  3210  5216  8611 12055 13144 13699 19494 20327 21257 21579
 27071 27647 28249]
Annotated 3SS: [ 2074  3114  5075  8425 11987 12984 13584 19364 20221 21097 21464 26618
 27563 28156 28913]
SMsplice 5SS: [  163  2160  3210  8611 12055 12228 13144 13699 19494 20327 21579 27647
 28249]
SMsplice 3SS: [ 2074  3114  8425 11987 12139 12984 13584 19364 20221 21464 27563 28156
 28913]
top_k =  500
Partition function (log Z): 13.20294012574315

Sorted 5' Splice Sites (High to Low Probability):
Position 163: 0.9965226640469105
Position 21579: 0.9933899586003189
Position 13144: 0.9573634723008909
Position 2160: 0.9505797124250073
Position 8611: 0.9305567639815293
Position 27647: 0.9199481363234571
Position 19494: 0.8991415638525228
Position 20327: 0.7994914052723721
Position 28249: 0.7744456779770729
Position 12228: 0.665319998385371
Position 13699: 0.6613911761934317
Position 12055: 0.6518932394552737
Position 3210: 0.6056990745297024
Position 15753: 0.5790829693840366
Position 8309: 0.38215770737938476
Position 22218: 0.33192987258263673
Position 9961: 0.32744701147537925
Position 5216: 0.2816372942744899
Position 1612: 0.20426741062225628
Position 21257: 0.19780670510166368
Position 2823: 0.19663049622794865
Position 19828: 0.19081923076671678
Position 3302: 0.17635845675467704
Position 26698: 0.1590076909660811
Position 3564: 0.12915144191840466
Position 20274: 0.11755348332103684
Position 8355: 0.11240030711133996
Position 6962: 0.1099903627208396
Position 7202: 0.0929792858033249
Position 27302: 0.0874249457937935
Position 22663: 0.08305727500367219
Position 13739: 0.08104564080630931
Position 8588: 0.06698358945408799
Position 3947: 0.06458688162405467
Position 27410: 0.06027588794537674
Position 27677: 0.05973511708911861
Position 4977: 0.050964170397111985
Position 21304: 0.05058843713012107
Position 27483: 0.04992851870451218
Position 26803: 0.04812223243446459
Position 23280: 0.04056292292420879
Position 23285: 0.03809604409254007
Position 2577: 0.030951075009775522
Position 2294: 0.029569779793210627
Position 10226: 0.02482810978462485
Position 1527: 0.022096813626956698
Position 13190: 0.02013097111349215
Position 19483: 0.019354728613389497
Position 14509: 0.015361909112561254
Position 3017: 0.013923978390626986
Position 2827: 0.01392287949331261
Position 27071: 0.011089990176628282
Position 21798: 0.01068605132747395
Position 21332: 0.009923395826244968
Position 488: 0.008862134110687236
Position 21782: 0.008631799870011217
Position 13920: 0.008073796359003647
Position 671: 0.007262648370574172
Position 23584: 0.007148373108951304
Position 11255: 0.007096618650138614
Position 28374: 0.006658830624679132
Position 9131: 0.006306788722419213
Position 22895: 0.0063007715322147585
Position 19709: 0.005618353985331801
Position 2290: 0.005452346332666483
Position 5237: 0.005355762769328459
Position 19719: 0.005131176916689702
Position 26705: 0.004738327259813336
Position 1616: 0.004526164862706274
Position 2639: 0.004218560550615092
Position 21068: 0.0036770161526381503
Position 903: 0.0036686131620063166
Position 1643: 0.0026803093755799075
Position 21271: 0.002536779280157053
Position 25215: 0.002334026860597703
Position 12246: 0.002142054168955216
Position 601: 0.0021327697079966644
Position 18679: 0.002044161065395448
Position 28581: 0.00194978274221429
Position 7752: 0.0018136486529590978
Position 4759: 0.0017946077793399603
Position 1946: 0.001785250905864328
Position 1707: 0.0017399587821816886
Position 739: 0.0017168980202034016
Position 28594: 0.0017040371411186127
Position 22233: 0.001698162608735491
Position 695: 0.0016530895312573382
Position 9113: 0.0016043911308335137
Position 1690: 0.0015653020000446498
Position 1961: 0.001507714014229579
Position 648: 0.001294987776900294
Position 24872: 0.001130025084737498
Position 957: 0.001048926730200032
Position 11733: 0.0009680595068458827
Position 24321: 0.0008904097584522188
Position 1886: 0.0008066367014506407
Position 2847: 0.0007911445267672522
Position 27652: 0.000776732484804022
Position 1150: 0.0007707215239794053
Position 2930: 0.0007054980205397805
Position 21590: 0.0006702923838058504
Position 452: 0.0006698552953278433
Position 21830: 0.0005900376434979242
Position 1477: 0.0005397856831244006
Position 21951: 0.000524936917042677
Position 471: 0.0005090139057570342
Position 2171: 0.000497698564697754
Position 1400: 0.0004937050020021207
Position 27919: 0.0004740135772905187
Position 1063: 0.0004641598246399119
Position 3205: 0.00042127938019025346
Position 1684: 0.00037326081753510877
Position 3766: 0.00037206355453641907
Position 953: 0.0003554294966692278
Position 204: 0.0003262851763417767
Position 21493: 0.0003030406467502312
Position 3359: 0.0002910949910390323
Position 1659: 0.0002718588705282956
Position 57: 0.0002514596141260022
Position 1915: 0.00024035578275512394
Position 102: 0.00022330767608584498
Position 1087: 0.0002119231168982092
Position 113: 0.00020550106248048067
