Gene = APOA2
index = 90
Annotated 5SS: [ 34 279 711]
Annotated 3SS: [ 202  577 1105]
SMsplice 5SS: [127 279 487 711]
SMsplice 3SS: [ 202  361  577 1105]
top_k =  500
Partition function (log Z): -1.192159047416279

Sorted 5' Splice Sites (High to Low Probability):
Position 711: 0.9664877794540226
Position 279: 0.9561366018270456
Position 487: 0.7682016709517836
Position 127: 0.6400204815700913
Position 34: 0.27385691589617756
Position 471: 0.06169255232474275
Position 475: 0.04575414674926392
Position 110: 0.020749284506068204
Position 283: 0.005123832121735537
Position 56: 0.0033913548924039277
Position 679: 0.0014027828679758095
Position 87: 0.0009009552024742308
Position 362: 0.0006629373693662056
Position 1016: 0.0004244178582442495
Position 947: 0.0003287029651113617
Position 1170: 0.0001366004092656588
Position 534: 0.00011929073017481797
Position 730: 7.703889416554296e-05
Position 285: 6.65756380980312e-05
Position 54: 5.9245228358498275e-05
Position 536: 5.72226114547815e-05
Position 776: 4.7112960914696506e-05
Position 1106: 4.2226858775863185e-05
Position 322: 3.963480203753882e-05
Position 540: 3.755546269621976e-05
Position 538: 3.7113659158608984e-05
Position 542: 3.342355201417515e-05
Position 544: 2.7611217136236373e-05
Position 316: 1.82142109458777e-05
Position 546: 1.8180911774513673e-05
Position 248: 1.561049395025715e-05
Position 548: 1.3391221795395781e-05
Position 554: 1.2996272469527012e-05
Position 550: 1.1942766151371588e-05
Position 552: 1.1751105878152677e-05
Position 556: 1.1430413252488569e-05
Position 801: 1.005163838472717e-05
Position 558: 7.92097720026781e-06
Position 924: 7.056329289406797e-06
Position 715: 6.900872186096949e-06
Position 560: 5.741026918339269e-06
Position 562: 3.739845337632775e-06
Position 1068: 3.307452750228389e-06
Position 564: 2.0626587493515216e-06
Position 325: 1.9257593413000996e-06
Position 566: 1.449002041782703e-06
Position 218: 3.2390514221856356e-07
Position 90: 2.796456611305398e-07
Position 170: 7.070814173513907e-08
Position 172: 1.393759166787847e-08
Position 346: 1.3556530342189124e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 202: 0.90240170517137
Position 361: 0.8833506224340835
Position 577: 0.8627891194626005
Position 1105: 0.70062054186684
Position 597: 0.0958069294164815
Position 969: 0.08481371623423928
Position 1253: 0.05228569259968228
Position 859: 0.020992196264376616
Position 915: 0.01924791927622574
Position 877: 0.019211133889186164
Position 1121: 0.014925628276831903
Position 941: 0.012899939946789818
Position 1154: 0.012879792962893962
Position 642: 0.007784399895242367
Position 834: 0.0067925030625553785
Position 170: 0.004981123402514
Position 1151: 0.004773162261523083
Position 1048: 0.0047123266843577954
Position 633: 0.0042438749447331284
Position 1127: 0.003399141362221696
Position 811: 0.00316168369111247
Position 881: 0.00276112642809936
Position 580: 0.0026171656328437083
Position 1059: 0.0021159625513959045
Position 946: 0.0021015664447935857
Position 1208: 0.0020071715259694176
Position 593: 0.001885585483285183
Position 1076: 0.0013569329130540808
Position 993: 0.0013495263890482352
Position 376: 0.0008877845805628189
Position 232: 0.0007974778044974087
Position 408: 0.0007309892073762145
Position 1066: 0.0007190452302949203
Position 270: 0.0005258257349661344
Position 1133: 0.00043213068680315186
Position 603: 0.0003185704945272127
Position 1183: 0.00029133956069642516
Position 524: 0.0002889392005987694
Position 620: 0.00028735081050538006
Position 331: 0.0002863152786417929
Position 1264: 0.0002571816532509501
Position 1286: 0.00024646569247407067
Position 922: 0.00023190616150899708
Position 816: 0.0002189384383786849
Position 1130: 0.00020294006672758042
Position 798: 0.0001540553779999861
Position 1220: 0.00013523602558413245
Position 242: 0.00010606646898062183
Position 1280: 9.341327486672185e-05
Position 1020: 8.606276226940582e-05
Position 821: 7.786153864220897e-05
Position 413: 6.284058804362115e-05
Position 390: 4.812562043366543e-05
Position 126: 4.1060641429914225e-05
Position 1232: 3.114304926316848e-05
Position 386: 2.841176392675676e-05
Position 663: 2.6495636769237317e-05
Position 1225: 2.359483096856867e-05
Position 606: 2.0753348206460684e-05
Position 1000: 1.83007608562076e-05
Position 155: 1.7569533577030623e-05
Position 461: 1.529018844522665e-05
Position 787: 1.4884303689288052e-05
Position 678: 1.2049697720412544e-05
Position 428: 1.1310558138391868e-05
Position 784: 1.0206906665201293e-05
Position 484: 9.568716012197966e-06
Position 842: 6.877931813280536e-06
Position 618: 6.521225798335658e-06
Position 885: 6.3937412729767e-06
Position 883: 5.728291387049288e-06
Position 123: 5.67972897050949e-06
Position 836: 4.692347340869961e-06
Position 278: 1.8176367935818275e-06
Position 417: 1.754626885071177e-06
Position 149: 1.3749776565496213e-06
Position 495: 1.0970660849295723e-06
Position 684: 5.44412648581911e-07
Position 675: 3.284903057026976e-07
Position 454: 1.9182944366420322e-07
Position 463: 1.7184511440569898e-07
Position 130: 1.3666437407404722e-07
Position 109: 1.2319382785261036e-07
Position 103: 9.025935556350616e-08
Position 308: 8.332378843382551e-08
Position 101: 6.562184470243396e-08
Position 105: 2.3224404351913092e-08
Position 97: 1.818430339602257e-08
Position 134: 1.0703335560274607e-08
Position 705: 6.7053844784046084e-09
Position 146: 5.042178474902731e-09
Position 295: 3.42391656130851e-12
Position 297: 2.84440981718893e-12
Position 312: 3.8839880362963856e-14
