Gene = AZI2
index = 123
Annotated 5SS: [  527  8726 10635 11191 12391 16759 22296]
Annotated 3SS: [ 8504 10511 11090 12241 16699 22176 24672]
SMsplice 5SS: [  445  7616  8726 10635 11191 22296]
SMsplice 3SS: [ 7479  8504 10511 11090 22176 27202]
top_k =  500
Partition function (log Z): -7.335573948265468

Sorted 5' Splice Sites (High to Low Probability):
Position 8726: 0.9825762864434512
Position 7616: 0.9204563468552075
Position 10635: 0.7176001433410388
Position 11191: 0.6439599076085214
Position 12391: 0.535420821401219
Position 445: 0.4976596889523166
Position 16759: 0.42601012452717013
Position 456: 0.3442630362894698
Position 10425: 0.2600266527998699
Position 10709: 0.2458128862658611
Position 19125: 0.23163027163268446
Position 19256: 0.14181019889616944
Position 9549: 0.0972684613936197
Position 11699: 0.08985960675032209
Position 527: 0.08416804709015129
Position 19507: 0.08412967217690258
Position 5820: 0.08186651405343204
Position 11602: 0.0754664771210586
Position 1055: 0.07498009389806054
Position 13117: 0.07017861927651514
Position 3187: 0.03433833037034575
Position 9267: 0.033425201050185344
Position 2865: 0.033367930586993506
Position 3094: 0.033258060052413614
Position 1543: 0.0321118659610937
Position 9167: 0.02431931045199284
Position 967: 0.023276013725835206
Position 252: 0.020695806611234893
Position 7591: 0.017331724597196053
Position 2592: 0.016064164858207806
Position 10590: 0.015617458622923486
Position 2587: 0.01559871780354987
Position 11591: 0.015482986850219116
Position 4809: 0.013982850876638881
Position 3099: 0.013141070254136245
Position 9433: 0.010715762304553058
Position 9262: 0.009842397047918207
Position 9102: 0.007910364015156832
Position 3478: 0.007664993055043821
Position 6698: 0.006270151231874485
Position 2475: 0.0062303771500011275
Position 9666: 0.006122533188061824
Position 5600: 0.0060818068755862644
Position 10149: 0.005954191568016785
Position 10161: 0.005709588911811805
Position 7989: 0.005002146225044093
Position 8995: 0.0049098026018044695
Position 427: 0.004833025692613571
Position 16626: 0.004183391347277642
Position 11542: 0.0038744360903086726
Position 905: 0.0033497248479667945
Position 5904: 0.003267370365912773
Position 231: 0.0031888105688170024
Position 6587: 0.002918705382857845
Position 11175: 0.0018278654166624503
Position 10560: 0.0009698176899883467
Position 92: 0.0009672743695395792
Position 16197: 0.0009274275443577017
Position 212: 0.000842042874391256
Position 9901: 0.00043529907330958843
Position 1177: 0.00038458642173238536
Position 242: 0.0003235611053985494
Position 9064: 0.0003204257536477523
Position 184: 0.000298789145265247
Position 1158: 0.0002940079820856258
Position 1003: 0.0002597185813388368
Position 11269: 0.00025554685380107785
Position 2448: 0.00018659640072603013
Position 11480: 0.0001693496891636753
Position 11501: 0.0001562820535113622
Position 11474: 0.0001160253834307292
Position 9308: 7.365279603005694e-05
Position 1493: 6.040042566402153e-05
Position 11420: 5.692716899198796e-05
Position 2315: 5.566438878236642e-05
Position 2398: 5.479469609517841e-05
Position 271: 4.7605574195226836e-05
Position 2483: 4.453830612813873e-05
Position 8907: 3.592037413700157e-05
Position 1412: 2.9986442083455083e-05
Position 2437: 2.735667374358937e-05
Position 928: 1.1099221099266718e-05
Position 399: 7.440155916663309e-06
Position 206: 1.525934106011098e-06
Position 424: 1.1407542389558915e-06
Position 549: 7.182172752125517e-07
Position 104: 5.374212990302645e-07
Position 765: 2.0334421396929556e-07
Position 11062: 1.3557307533852484e-07
Position 334: 7.704644795980712e-08
Position 602: 7.090229702287803e-08
Position 460: 6.505483445982555e-08
Position 531: 5.1464076595482904e-08
Position 511: 4.5413409434107455e-08
Position 299: 1.0928916293719558e-08
Position 316: 3.890979434387946e-09
Position 363: 3.272278417662168e-09
Position 401: 2.5939143528171964e-09
Position 589: 1.0104735756197639e-09
Position 449: 2.9282959655469773e-13
Position 387: 1.311577159211574e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 8504: 0.9506825510961807
Position 10511: 0.7144744878572067
Position 7479: 0.5660222015119291
Position 11090: 0.5304207175898756
Position 18980: 0.503756063985323
Position 12241: 0.47284051208440336
Position 16594: 0.39827050723300045
Position 7530: 0.3563838961637433
Position 10359: 0.2915230895599254
Position 21581: 0.21276202247350984
Position 17176: 0.2047785277011343
Position 10470: 0.20180748003187107
Position 21563: 0.18189123433211496
Position 22176: 0.1184794442373483
Position 11590: 0.09640815096007962
Position 19296: 0.09331892016456432
Position 9385: 0.08373895738715378
Position 11419: 0.07332546918332508
Position 8974: 0.0674384882351094
Position 2976: 0.0658811891449384
Position 11118: 0.06506874261932291
Position 13038: 0.0503093254999689
Position 16699: 0.03824524329667502
Position 5651: 0.036761975371583995
Position 2745: 0.03474489716711867
Position 12167: 0.03474183728210452
Position 10993: 0.027360609762231175
Position 11372: 0.027332689599355836
Position 8465: 0.023159181315008995
Position 11310: 0.023058588502842464
Position 11394: 0.022252154406634684
Position 13068: 0.022183758210302464
Position 5773: 0.019400561349197
Position 9252: 0.01908423529439489
Position 1380: 0.018588825998745773
Position 5654: 0.016108370705700596
Position 17172: 0.014745258337779774
Position 2514: 0.014020034683538268
Position 12141: 0.013429822517695141
Position 10274: 0.013248393992553675
Position 5630: 0.012862976992863186
Position 9011: 0.012138703569702272
Position 746: 0.01192664631209763
Position 7482: 0.011691158414793196
Position 4622: 0.011552564788685351
Position 12192: 0.011451611411742281
Position 16043: 0.00997356132117284
Position 2343: 0.00880744632861942
Position 12184: 0.008589340055294315
Position 3132: 0.008289006967246531
Position 2422: 0.008279866114039518
Position 14753: 0.008254051520278966
Position 375: 0.00808483361546252
Position 822: 0.007263375663003975
Position 10907: 0.00673598896657125
Position 6498: 0.006153537416772912
Position 5450: 0.006081806875586277
Position 900: 0.00593663846202346
Position 9883: 0.005888502366452071
Position 11014: 0.0058432427485121995
Position 10016: 0.005789592094639209
Position 1015: 0.0057421197411354
Position 841: 0.005595052582055529
Position 1250: 0.005447725474752572
Position 16196: 0.0053499922599359396
Position 312: 0.005334313663039351
Position 3285: 0.005192629431937535
Position 9390: 0.0049382834494150684
Position 10518: 0.004317308406863163
Position 15679: 0.004155561290050254
Position 10533: 0.004120870649884277
Position 16328: 0.0038667031954163623
Position 7434: 0.0036908153619389385
Position 2472: 0.003587780565437229
Position 10399: 0.003566483776466761
Position 10934: 0.0034838838825415205
Position 8648: 0.0033709577183420013
Position 957: 0.003212606976810473
Position 8525: 0.0031556225894118577
Position 10484: 0.0030719774144116656
Position 18585: 0.003049262603816843
Position 6630: 0.0030353191979594217
Position 13381: 0.003024373951313063
Position 2447: 0.002839500281313161
Position 13443: 0.0026299024612444727
Position 693: 0.0024596283460078193
Position 7687: 0.0024543084490505867
Position 10829: 0.002422852284146755
Position 9365: 0.002368656854373193
Position 11132: 0.002309261789268402
Position 8600: 0.002209701375664709
Position 13720: 0.002143342176136515
Position 12750: 0.0021204706109727656
Position 15068: 0.0019949200638732984
Position 10182: 0.0019823906079125945
Position 9101: 0.0019327563892694774
Position 11425: 0.0018285680699197228
Position 11049: 0.0017708072977202691
Position 2788: 0.0017330261115608842
Position 3348: 0.0017303046784736555
Position 966: 0.0016102922275955394
Position 9415: 0.0015504576276440143
Position 880: 0.0014134259099639855
Position 4787: 0.0013950178844537246
Position 7775: 0.0013645490514930555
Position 1416: 0.0013623948657845817
Position 2840: 0.0013441799171202058
Position 10603: 0.0013436553325618086
Position 11542: 0.0012935746556930838
Position 2953: 0.0012794956849932963
Position 12764: 0.0012666761918514275
Position 1366: 0.0012318014898283604
Position 12668: 0.001175475056978324
Position 16125: 0.0011576195194342065
Position 1461: 0.001117780421211194
Position 4700: 0.0010352682034998062
Position 1420: 0.0009755387327553504
Position 10812: 0.0009736913179841161
Position 1455: 0.0009145880136186249
Position 15770: 0.0008291458075863566
Position 9173: 0.0007970287167220855
Position 659: 0.0007820605462976385
Position 3023: 0.0007706866156483758
Position 15094: 0.0007189731906395486
Position 3471: 0.0007165729712918721
Position 2263: 0.000638690246569494
Position 7793: 0.0006311341498370403
Position 12622: 0.0006222269897524489
Position 1437: 0.0006132642996660504
Position 1231: 0.0006104649107729838
Position 7859: 0.0005521545746634108
Position 8992: 0.0005090773675125953
Position 338: 0.0005062351025936625
Position 709: 0.00045911473381656594
Position 925: 0.0004347270932345462
Position 14015: 0.00041045020304497604
Position 1492: 0.0003331540304955187
Position 10692: 0.00030020072551358327
Position 9476: 0.00027759805649319765
Position 10425: 0.00027062036451006976
Position 9420: 0.00022376618953960642
Position 12549: 0.00018725661355644885
Position 9346: 0.000186378063033076
Position 10911: 0.00017955568788192584
Position 11262: 0.0001435409082149645
Position 2402: 0.00010924624102137097
Position 9729: 0.00010847113086381227
Position 9699: 0.00010150897841634597
Position 9123: 9.684517379083738e-05
Position 9836: 9.019411070608462e-05
Position 11097: 6.790291390029131e-05
Position 9900: 6.740260666219309e-05
Position 10998: 5.3930792041944096e-05
Position 9797: 5.340826539846079e-05
Position 10883: 3.846544150756581e-05
Position 9354: 3.638950501887557e-05
Position 2707: 2.3120848269125548e-05
Position 372: 2.1303768513267763e-05
Position 8269: 1.9818762326336943e-05
Position 887: 1.786030133659791e-05
Position 8837: 1.517793158571363e-05
Position 410: 1.3807567476814305e-05
Position 3311: 1.3459502359867727e-05
Position 3324: 1.2026470980889595e-05
Position 1054: 1.1311997088030231e-05
Position 2288: 1.1299628708252942e-05
Position 1080: 9.884120377732968e-06
Position 393: 9.739229583719109e-06
Position 8920: 9.025775164786864e-06
Position 341: 8.617303412222109e-06
Position 2163: 5.232302904690073e-06
Position 1440: 4.785679942140498e-06
Position 2369: 2.4957368063965414e-06
Position 1127: 1.3216079484918538e-06
Position 514: 9.632476820237166e-07
Position 334: 8.791493243006137e-07
Position 9510: 7.491094768933238e-07
Position 2904: 4.0695526996499994e-07
