Gene = CCSAP
index = 316
Annotated 5SS: [   30   843 16204]
Annotated 3SS: [  427 15934 17529]
SMsplice 5SS: [ 279  843 1236]
SMsplice 3SS: [  731  1037 19282]
top_k =  500
Partition function (log Z): -11.597218206197686

Sorted 5' Splice Sites (High to Low Probability):
Position 843: 0.9347487156312171
Position 279: 0.7923029926720443
Position 1236: 0.7278712625728586
Position 2699: 0.4432956132724033
Position 6657: 0.3357475749677022
Position 4906: 0.3308700828639585
Position 30: 0.2089868899708369
Position 2541: 0.20010607738576444
Position 1612: 0.1773595888810656
Position 541: 0.053380570109897135
Position 700: 0.04258408848370397
Position 6320: 0.03128326294901439
Position 8271: 0.02745179586311755
Position 7748: 0.017064095403741274
Position 6293: 0.01639093551755405
Position 2342: 0.015502470132772247
Position 7728: 0.011666801483332663
Position 6504: 0.011112667401827274
Position 888: 0.006231328929388089
Position 2333: 0.004494648890511445
Position 494: 0.004202568221061836
Position 1248: 0.00403355152403315
Position 2375: 0.0021822645774385195
Position 1676: 0.002022338272376015
Position 505: 0.0016529666342710875
Position 3522: 0.0015008200188273027
Position 5161: 0.0013285646850976613
Position 1632: 0.0010798482670107336
Position 2371: 0.0005311203758474214
Position 246: 0.0002205362033678846
Position 1380: 0.0002172353893550594
Position 664: 0.0001896494692940557
Position 1566: 0.0001299589683361499
Position 424: 0.00010530979232658763
Position 265: 0.00010492455790330511
Position 356: 8.566231713046874e-05
Position 338: 8.558063622928756e-05
Position 1096: 5.319651627136921e-05
Position 1060: 3.568438843979601e-05
Position 412: 2.722712756762458e-05
Position 158: 1.9779003000977205e-05
Position 1357: 1.8271117666085197e-05
Position 148: 9.531308290120011e-06
Position 419: 7.0367880720703385e-06
Position 1002: 4.855222656930851e-06
Position 670: 4.830916996169251e-06
Position 965: 2.9492951391517368e-06
Position 478: 2.539076781324108e-06
Position 550: 1.934455309570252e-06
Position 1089: 1.7905231432146058e-06
Position 364: 1.7192050616549503e-06
Position 728: 1.348599741636296e-06
Position 1038: 7.262340120601811e-07
Position 1048: 5.862088273396727e-07
Position 1300: 4.756026324550229e-09
Position 1364: 4.679103045584325e-09
Position 407: 2.732654953832029e-09
Position 673: 3.485820528838186e-11
Position 405: 2.4234738715512116e-12
Position 410: 2.3417449044928852e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 731: 0.8452800366393297
Position 1037: 0.6785111996488442
Position 11603: 0.43010329977584366
Position 6591: 0.4226100893766429
Position 2626: 0.3010046516228961
Position 4793: 0.27971736675232944
Position 12694: 0.14877371543963736
Position 427: 0.12834236853983785
Position 1449: 0.11050686788844578
Position 6118: 0.10120788093567762
Position 2583: 0.09021742004638111
Position 2216: 0.06574840272644245
Position 2662: 0.06528729932318712
Position 2413: 0.06332291962296274
Position 13888: 0.05642144259641159
Position 2498: 0.053060420760324765
Position 4660: 0.051939577536952705
Position 7629: 0.04901703477323287
Position 1517: 0.04466689017994597
Position 1186: 0.04307896823210299
Position 6558: 0.028052992743604177
Position 8466: 0.023905809264536563
Position 1486: 0.021744171511752546
Position 8117: 0.020664897504038278
Position 8120: 0.020520887238676757
Position 5096: 0.01898949427636616
Position 2389: 0.013756673306409771
Position 9063: 0.013198601196896989
Position 13842: 0.013098057528791902
Position 2459: 0.012706035934871674
Position 996: 0.012646940382528888
Position 7479: 0.011260858340754557
Position 142: 0.010927900878265813
Position 787: 0.010355608037816271
Position 4643: 0.009752101981611885
Position 12977: 0.008602149601075863
Position 172: 0.008364987555113265
Position 2226: 0.00771338247052619
Position 733: 0.007274034758441232
Position 1586: 0.007127714511669688
Position 581: 0.006983231885380275
Position 7341: 0.0064419784469156825
Position 179: 0.00629548710187707
Position 972: 0.0060665206527390275
Position 206: 0.006048344478419317
Position 1750: 0.00483701322027384
Position 7259: 0.0048152402449500725
Position 5718: 0.004764954321885584
Position 6291: 0.0041335830107683165
Position 781: 0.003652603072206117
Position 2502: 0.003277138835742072
Position 2989: 0.0028390731854014894
Position 3656: 0.002796090071002073
Position 2535: 0.0027845945471732993
Position 10423: 0.002466550791731639
Position 1057: 0.002196572283251268
Position 240: 0.002105505478152959
Position 4456: 0.0020166601672931385
Position 601: 0.0017222874065122309
Position 2301: 0.0016595316595531308
Position 784: 0.001633451578015145
Position 2361: 0.0015357776374400126
Position 3731: 0.0014242364087877673
Position 377: 0.0012974373940666856
Position 3340: 0.0012684442855070692
Position 4222: 0.0012115006302392344
Position 2834: 0.0011981363058284707
Position 237: 0.0011798465360324736
Position 3235: 0.001004776319572251
Position 745: 0.0009967497989004498
Position 148: 0.0009197748565185608
Position 5026: 0.0008772614319880912
Position 1519: 0.0007153700979649365
Position 203: 0.0006367045003660112
Position 2633: 0.0005587031021944953
Position 4284: 0.0005240106387602334
Position 3766: 0.00046163364905699557
Position 3930: 0.0003933462308912835
Position 3618: 0.0003539733884110736
Position 1554: 0.0002930837402671241
Position 748: 0.0002916895417154695
Position 5890: 0.000270660113635759
Position 438: 0.00025650110504222466
Position 652: 0.00020999052326741704
Position 1336: 0.0001921096115729739
Position 2148: 0.00016765022560996163
Position 2117: 0.00015661104616997414
Position 562: 0.0001551811685652789
Position 751: 0.00014384518888064366
Position 668: 8.166570520593611e-05
Position 2243: 7.956125593424173e-05
Position 489: 6.930644741326436e-05
Position 460: 6.34139169853608e-05
Position 1398: 6.124555163732149e-05
Position 1204: 3.87228976542074e-05
Position 1774: 3.757801446678978e-05
Position 1075: 3.705772758009477e-05
Position 523: 1.893712602976451e-05
Position 811: 1.6953558479101074e-05
Position 1404: 1.3128097286085768e-05
Position 499: 1.2453936345806354e-05
Position 598: 1.1163285799147885e-05
Position 1527: 6.271854543393546e-06
Position 442: 5.378691964694362e-06
Position 1053: 4.980633926573196e-06
Position 514: 4.818024482135097e-06
Position 670: 4.142818504364935e-06
Position 388: 3.7819956499648385e-06
Position 1089: 3.54924470359208e-06
Position 1166: 3.4547918925713243e-06
Position 796: 3.1829256233634427e-06
Position 1225: 3.0873673021351827e-06
Position 1247: 2.8133570209950994e-06
Position 526: 2.6868741854441133e-06
Position 538: 2.3985458704547184e-06
Position 445: 2.334510500862416e-06
Position 2594: 1.7410381585415908e-06
Position 1458: 1.456608503722632e-06
Position 826: 1.4322917614040446e-06
Position 541: 1.2934924433027704e-06
Position 1206: 1.1399983347471226e-06
Position 1209: 1.1027743705189282e-06
Position 817: 9.317116751382242e-07
Position 842: 6.965903312005329e-07
Position 1001: 5.879565951741294e-07
Position 1235: 5.532713043784764e-07
Position 501: 3.464206708637989e-07
Position 1605: 1.5785235716395567e-07
Position 1362: 1.2644382994706138e-07
Position 1541: 1.062557754844959e-07
Position 283: 3.3138427722954025e-08
Position 505: 3.07697902947048e-08
Position 882: 6.35567326838935e-09
