Gene = MIIP
index = 843
Annotated 5SS: [   87  2375  2977  3452  9676  9816 10429 10659 11938]
Annotated 3SS: [ 2178  2628  3366  9566  9756 10298 10561 11799 12255]
SMsplice 5SS: [   87  2375  2977  3452 10429 10659 11938]
SMsplice 3SS: [ 2178  2628  3366 10298 10561 11799 12255]
top_k =  500
Partition function (log Z): 9.087936823724789

Sorted 5' Splice Sites (High to Low Probability):
Position 87: 0.9980113762090691
Position 10429: 0.9921712256642758
Position 3452: 0.9914483455255969
Position 10659: 0.9682641116275924
Position 11938: 0.9434502349776142
Position 2977: 0.6809148036190937
Position 9816: 0.5168094343195228
Position 2375: 0.4209287729418716
Position 9676: 0.36505780489943657
Position 11492: 0.23478135178937562
Position 2350: 0.2218324689536806
Position 9657: 0.08917686103431657
Position 9182: 0.08323017087543262
Position 9128: 0.06817842555370092
Position 11497: 0.06524157195831104
Position 12294: 0.05026878736319366
Position 7335: 0.03548206918105919
Position 9696: 0.03338663696368396
Position 11069: 0.032248434807936356
Position 10827: 0.017322998808416774
Position 3270: 0.014469278011994793
Position 9902: 0.014009537053574793
Position 11009: 0.01270338446719959
Position 2323: 0.011349952746267532
Position 11447: 0.010966327409931465
Position 11528: 0.010913562498581157
Position 7287: 0.010911116995575553
Position 999: 0.010818578329618507
Position 8726: 0.010476450525402803
Position 7374: 0.010339073149226026
Position 594: 0.009476437983611342
Position 6359: 0.00926165914113078
Position 11213: 0.008320705806619574
Position 2724: 0.008217620994125235
Position 11435: 0.008150280807889978
Position 959: 0.007889973889953071
Position 2327: 0.007226426903926751
Position 10760: 0.006683886985199901
Position 8313: 0.0063534299753103705
Position 11344: 0.0061733554902486335
Position 11294: 0.006099080804010949
Position 11251: 0.005793488357663588
Position 509: 0.005567049575211975
Position 12307: 0.003927361953912228
Position 3144: 0.003400320467448127
Position 1015: 0.0033622052161381435
Position 4909: 0.0033468048831287664
Position 10684: 0.0032269989450374
Position 12028: 0.003211442114938449
Position 531: 0.002791674470195795
Position 2733: 0.0026000428119599974
Position 2578: 0.0025888061941797573
Position 11485: 0.002559390832650482
Position 11690: 0.0025053160697641654
Position 2179: 0.0024702280899131456
Position 11665: 0.0023859082322972517
Position 1746: 0.0023300346381960194
Position 11657: 0.0023106682608500257
Position 3099: 0.002281832006311957
Position 518: 0.0021937037819881257
Position 2582: 0.002092075456048983
Position 11669: 0.002064493086909705
Position 11768: 0.0014687145554264551
Position 2342: 0.0012115570568278402
Position 12466: 0.0011357279240741746
Position 913: 0.0009526312168253794
Position 188: 0.0009050175687182173
Position 1319: 0.0008284225198314986
Position 10353: 0.0008122444548969875
Position 2264: 0.0006955468888856077
Position 8778: 0.0006113940020920542
Position 12187: 0.00037921457511852193
