Gene = PRRT3
index = 1081
Annotated 5SS: [  73 3294 3637]
Annotated 3SS: [2221 3480 4392]
SMsplice 5SS: [  73  253 3637]
SMsplice 3SS: [ 186 3480 4392]
top_k =  500
Partition function (log Z): -2.466118802269719

Sorted 5' Splice Sites (High to Low Probability):
Position 3637: 0.9850092528857937
Position 73: 0.9557130399109393
Position 253: 0.7622360536474069
Position 3294: 0.5820940899734847
Position 1360: 0.22831952587161308
Position 952: 0.22069785821372628
Position 2303: 0.07839652982648065
Position 415: 0.056703835504458545
Position 1892: 0.023010719098111906
Position 2925: 0.020145452216128228
Position 47: 0.016126944992738253
Position 4269: 0.00886899061488985
Position 2245: 0.005867915640104134
Position 3452: 0.005515176310658397
Position 442: 0.00509857401582117
Position 917: 0.004674363335833253
Position 3056: 0.0041457449286086715
Position 3525: 0.0041000357263617695
Position 3164: 0.003100481692418263
Position 2958: 0.0030377876235681113
Position 3298: 0.0029353747992752065
Position 3989: 0.0025790727630652065
Position 1227: 0.0024854320742321904
Position 6033: 0.0018307364529775501
Position 3134: 0.0017483939644559188
Position 552: 0.001696927207117147
Position 4306: 0.001465816538533376
Position 2566: 0.0013393305778367187
Position 3050: 0.001000152906163361
Position 4153: 0.0009885373037109052
Position 4659: 0.0008454094329618627
Position 1247: 0.0007907135498339252
Position 2994: 0.0007524824651483769
Position 3189: 0.0007302505661067693
Position 6232: 0.0005496150636473034
Position 3654: 0.00047856009853689647
Position 4032: 0.00031466696894627197
Position 535: 0.00016967962881684107
Position 4653: 0.0001500671801696726
Position 568: 0.00013433834884136556
Position 432: 8.620722937190135e-05
Position 1527: 7.417110733469165e-05
Position 1733: 6.0812445973996556e-05
Position 374: 4.478992935498938e-05
Position 566: 4.128714877432978e-05
Position 554: 2.7342830296139328e-05
Position 407: 1.9121632047104364e-05
Position 643: 1.1926129023750243e-05
Position 732: 2.664174308371732e-06
Position 659: 1.753204445564789e-06
Position 582: 1.737594533481912e-06
Position 1008: 4.7181054045438917e-07
Position 3597: 1.859169885883098e-07
Position 326: 1.3108228745380586e-07
Position 123: 1.0312309650163942e-08
Position 139: 2.7028941314950643e-10
Position 457: 8.589344067983701e-14
