Gene = AGGF1
index = 36
Annotated 5SS: [  592  4136  5359  6336  9335 16293 17888 18603 22423 23746 25212 29359
 31418]
Annotated 3SS: [ 4032  5155  6170  9145 15961 17775 18550 22320 23579 25128 29230 31317
 32666]
SMsplice 5SS: [  592  4136  5359  9335 16293 17888 18603 23703 25212 29359 31418]
SMsplice 3SS: [ 4032  5155  9145 15961 17775 18550 23579 25128 29230 31317 32666]
top_k =  500
Partition function (log Z): 11.58556068442776

Sorted 5' Splice Sites (High to Low Probability):
Position 25212: 0.9999917143880556
Position 18603: 0.9994383277817713
Position 31418: 0.9985240907819809
Position 9335: 0.9960825225613978
Position 4136: 0.9541671711245824
Position 16293: 0.9331813819772296
Position 29359: 0.8665388325452829
Position 22423: 0.7389504391847658
Position 592: 0.6932632494027909
Position 5359: 0.6508332755001841
Position 17888: 0.6344946107395403
Position 23703: 0.45474918501490436
Position 22676: 0.3916198640435228
Position 6336: 0.3594925446512228
Position 5297: 0.3003593746780261
Position 30868: 0.3002260767586586
Position 223: 0.28692876524384286
Position 5055: 0.25631156904533353
Position 23746: 0.2325607461030002
Position 32847: 0.22789397818388107
Position 10297: 0.1789212686106929
Position 31200: 0.15676302766439743
Position 33404: 0.13755642727178877
Position 32491: 0.09215593387361072
Position 10623: 0.0826645063508654
Position 30136: 0.07325917311174977
Position 24639: 0.06874054969703797
Position 508: 0.0661314787596661
Position 13977: 0.05348105286137767
Position 123: 0.046192078678925816
Position 25018: 0.04426430998440648
Position 32510: 0.04029068915778895
Position 7781: 0.036846882372635975
Position 24174: 0.03351732319172177
Position 30418: 0.03242077009280197
Position 2453: 0.030627770218469234
Position 4230: 0.029330579019039068
Position 6651: 0.024573821126581828
Position 2634: 0.024075810200947307
Position 14537: 0.022547936130656917
Position 3612: 0.02250798471976256
Position 19292: 0.020241959398453014
Position 29306: 0.01401154380564528
Position 3962: 0.013779550337474225
Position 11744: 0.013439400587045265
Position 4515: 0.013002440734736005
Position 18406: 0.012510943587333142
Position 14970: 0.012446338469081936
Position 8526: 0.011939849011702516
Position 27442: 0.011043257350013626
Position 14704: 0.01093022715017518
Position 30124: 0.010641402192200406
Position 1113: 0.010364338846145165
Position 26121: 0.00972286999151922
Position 23442: 0.009353757378958974
Position 3843: 0.009206104266695218
Position 34163: 0.008915612198060944
Position 8771: 0.008523249796034372
Position 1831: 0.008008054786487593
Position 16685: 0.007840333896585816
Position 23448: 0.00715163307223129
Position 28863: 0.007146306435365073
Position 31867: 0.006963344842677086
Position 22711: 0.005643126644438849
Position 24453: 0.005418473104814738
Position 16930: 0.004391664842242833
Position 4814: 0.004300007398316744
Position 24567: 0.004085065759733552
Position 2885: 0.003663187186484553
Position 24646: 0.003367222147954913
