Gene = QRFP
index = 1106
Annotated 5SS: [ 236 1116]
Annotated 3SS: [ 830 2973]
SMsplice 5SS: [236 436]
SMsplice 3SS: [340 830]
top_k =  500
Partition function (log Z): -7.314759324386788

Sorted 5' Splice Sites (High to Low Probability):
Position 1116: 0.7373746802784295
Position 236: 0.675458206385196
Position 436: 0.48369098820553524
Position 249: 0.17347253433128357
Position 166: 0.10178831469717763
Position 403: 0.09706562964464967
Position 2914: 0.08440720505561623
Position 1659: 0.02933412227704431
Position 1682: 0.0241225610804862
Position 657: 0.018730230399936484
Position 419: 0.015404043501248132
Position 661: 0.014861429875013953
Position 2445: 0.012673171247487238
Position 443: 0.012088212628869232
Position 240: 0.009905112975915873
Position 413: 0.008222787319648298
Position 1936: 0.007638719602405821
Position 710: 0.0058296572848536505
Position 939: 0.004730210070238418
Position 1977: 0.0034244961626917363
Position 670: 0.003324857319365743
Position 705: 0.003244982999516699
Position 557: 0.0021115891471462666
Position 2372: 0.0018109897523996732
Position 748: 0.0017866419577571096
Position 510: 0.0015617820622566823
Position 2977: 0.0014836172549354042
Position 522: 0.0013066279567878734
Position 741: 0.0011991281554478116
Position 178: 0.0010524076168028857
Position 1728: 0.0009977588569372953
Position 2406: 0.0008262201711096939
Position 781: 0.0003839377631612341
Position 584: 0.00030947663533756705
Position 891: 7.583575621210802e-05
Position 134: 5.128449818919916e-05
Position 300: 3.40925291130241e-05
Position 305: 2.855595148428281e-05
Position 380: 2.7450646955289657e-05
Position 612: 2.5388633576214847e-05
Position 1425: 2.0989764317251808e-05
Position 873: 1.668393792666999e-05
Position 665: 1.4712394116803487e-05
Position 153: 1.377928634660384e-05
Position 610: 1.1922682078091473e-05
Position 868: 9.090918703570901e-06
Position 180: 7.60568023802375e-06
Position 1735: 6.616277017489507e-06
Position 1569: 6.331711140614947e-06
Position 59: 2.1517411214276094e-06
Position 297: 3.967991838192409e-08
Position 79: 3.85518658998218e-08
Position 280: 5.74301278338807e-09
Position 287: 8.390024747453417e-10
Position 340: 2.7695766993324156e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 340: 0.6282723029541065
Position 830: 0.43902847729033734
Position 917: 0.22399242510575576
Position 1852: 0.19632155446627877
Position 1493: 0.16918895562487382
Position 3044: 0.15012786509250356
Position 855: 0.10467244057621043
Position 2709: 0.08632182634661852
Position 2973: 0.07873077114283425
Position 2444: 0.07314472156902328
Position 3184: 0.06766675195170793
Position 2494: 0.04913724970929242
Position 528: 0.028846850487802177
Position 895: 0.02519588630827161
Position 1259: 0.0171704792946101
Position 1531: 0.016717160555465637
Position 2295: 0.016523384553096643
Position 1764: 0.016288479911318102
Position 3458: 0.01591082366981827
Position 937: 0.012120746213815004
Position 2313: 0.009453915376854652
Position 801: 0.009327562647369817
Position 2169: 0.009086338746260286
Position 3047: 0.008912637058124307
Position 3947: 0.00812523333498055
Position 1560: 0.007390808409927672
Position 2823: 0.0060148991892414756
Position 3188: 0.005580941136243756
Position 2716: 0.004830975705625332
Position 3227: 0.004512059609474371
Position 1412: 0.004091152451717564
Position 3668: 0.0040035151242985385
Position 2339: 0.0035707172955670363
Position 1000: 0.003222542810916918
Position 2713: 0.0029978213250165227
Position 4027: 0.0029350293004274442
Position 3827: 0.0028098945048939065
Position 400: 0.0028005094569745325
Position 835: 0.0023246651497332523
Position 1297: 0.0021176386144497916
Position 2213: 0.0017861832171281358
Position 1039: 0.0017205242680170328
Position 997: 0.001677598999197284
Position 2336: 0.001674285949366829
Position 1610: 0.0015735234162852294
Position 1868: 0.0015625345316481153
Position 1477: 0.0012602525246531184
Position 1949: 0.0011194531732995699
Position 287: 0.0010212761892037644
Position 4088: 0.0010098227643920822
Position 3198: 0.0007351573276196772
Position 297: 0.0006991433141396747
Position 1501: 0.0006942981483403461
Position 3294: 0.0006694188995554144
Position 3246: 0.0006675596036240693
Position 2650: 0.0005968606708329475
Position 2461: 0.00046065853717319543
Position 2210: 0.00045490325125242635
Position 4057: 0.00043408150243905527
Position 637: 0.00039434065484239057
Position 1873: 0.00034241977550218846
Position 2091: 0.00030999169397813003
Position 345: 0.00025354774959515777
Position 571: 0.00024481654054807995
Position 1143: 0.0002064951626923077
Position 579: 0.00020078459892264137
Position 366: 0.00017678134793803368
Position 465: 9.953025957135573e-05
Position 556: 7.847108224154493e-05
Position 1059: 7.46634255529997e-05
Position 1032: 5.5128838447282094e-05
Position 703: 3.4174080519613555e-05
Position 1072: 3.2442652281392316e-05
Position 1044: 3.1287919683046347e-05
Position 1054: 2.4961477135226552e-05
Position 369: 2.426651359921325e-05
Position 349: 2.1273888141678038e-05
Position 422: 1.9392616155889802e-05
Position 372: 1.2364286469385752e-05
Position 872: 1.1302174632219422e-05
Position 1102: 4.145471813701952e-06
Position 419: 4.081265557718899e-06
Position 434: 3.331134864299457e-06
Position 649: 2.621098855196575e-06
Position 537: 2.521329225821835e-06
Position 660: 2.038352424405578e-06
Position 402: 1.2737984772493033e-06
Position 709: 4.075554336878435e-07
Position 770: 2.566309562161851e-07
Position 739: 1.2941521876002416e-07
Position 272: 4.3602397651970795e-08
Position 233: 2.6460797353111137e-08
Position 374: 1.4752267872588966e-08
Position 222: 1.1404113004377556e-08
Position 219: 1.0354560061964107e-08
Position 239: 1.0158486198062414e-08
Position 253: 1.1732209159153019e-09
Position 165: 5.259224398619504e-10
Position 126: 1.7952911361670727e-10
Position 187: 1.5435449234385202e-10
Position 139: 2.2648896632592293e-12
Position 134: 2.004246545836053e-12
Position 178: 5.90901865067365e-13
Position 153: 5.489970870501564e-13
Position 146: 3.8430626630386135e-13
