Gene = GS1-114I9.3
index = 623
Annotated 5SS: [   57  3896 49674]
Annotated 3SS: [ 3634 49497 49930]
SMsplice 5SS: [   57 17709 27948 49674]
SMsplice 3SS: [17604 27805 49497 49930]
top_k =  500
Partition function (log Z): -30.763586845154826

Sorted 5' Splice Sites (High to Low Probability):
Position 57: 0.9575164594172821
Position 17709: 0.2507493477010653
Position 7256: 0.10678656394780803
Position 13687: 0.035805568591702516
Position 663: 0.030495477630062297
Position 3747: 0.01983352210568807
Position 3568: 0.01627064282707409
Position 3896: 0.01483065926014989
Position 7671: 0.013794996809068368
Position 5069: 0.013472445443383026
Position 3776: 0.00840912982315683
Position 8236: 0.0066926137116127965
Position 9265: 0.006218413077075889
Position 7415: 0.0039059014376250467
Position 157: 0.0037103084811814795
Position 163: 0.002949033898964823
Position 419: 0.0027896036226999097
Position 3071: 0.002577376729537748
Position 3578: 0.0021445676543640287
Position 9422: 0.002125316119782879
Position 5409: 0.0019045387290414885
Position 6640: 0.0015707961089808503
Position 3207: 0.00123094306270207
Position 7685: 0.0012062243563207046
Position 6680: 0.0010986195875004815
Position 8137: 0.0010781623115081584
Position 8240: 0.001070318933775181
Position 7632: 0.0010258438102949653
Position 6697: 0.0007815589932000058
Position 503: 0.000676975940210084
Position 145: 0.0006703143736674831
Position 1117: 0.0004820006925641048
Position 536: 0.0003862303494225206
Position 1717: 0.0003378472045039305
Position 896: 0.00015515590603838752
Position 1071: 0.00013288748388569905
Position 238: 0.00012201419811612558
Position 3034: 9.78876633995586e-05
Position 334: 7.572381990231491e-05
Position 7340: 7.144479107727639e-05
Position 3572: 6.713411261941012e-05
Position 1005: 3.623270206734335e-05
Position 775: 3.612856465381756e-05
Position 153: 3.0426378921804442e-05
Position 2126: 2.9821342490640135e-05
Position 288: 2.7017501497393067e-05
Position 888: 2.5580978372738537e-05
Position 37: 2.392071630888089e-05
Position 1645: 1.7815429416118632e-05
Position 69: 1.6456692703135076e-05
Position 1660: 2.5276675706052337e-06
Position 2113: 2.0020068225820646e-06
Position 87: 1.213902545411636e-06
