Gene = BRIX1
index = 142
Annotated 5SS: [ 522 3100 4508 6912 7213 7393 7676 7859 9600]
Annotated 3SS: [2987 4463 6840 7162 7318 7624 7756 9470 9849]
SMsplice 5SS: [ 522 3100 6912 7213 7393 7859 9600]
SMsplice 3SS: [2987 6840 7162 7318 7756 9470 9849]
top_k =  500
Partition function (log Z): -0.33943590947662017

Sorted 5' Splice Sites (High to Low Probability):
Position 522: 0.9476630528226231
Position 7859: 0.9423589815791622
Position 7393: 0.9360593431246206
Position 6912: 0.9115471343065419
Position 9600: 0.8722251218976473
Position 7213: 0.7010020072928558
Position 3100: 0.6547250549525998
Position 7676: 0.39712488007822705
Position 4508: 0.2616004121642545
Position 3397: 0.10556572145948323
Position 3260: 0.06368541637980879
Position 934: 0.05448867658334541
Position 3389: 0.05204831222551583
Position 7107: 0.051192498406419484
Position 6254: 0.03566356562672574
Position 8925: 0.025563713007388033
Position 1697: 0.023432290498582677
Position 635: 0.02042208171958696
Position 3286: 0.01950571515411311
Position 4521: 0.01667682158070204
Position 7521: 0.01659819509955665
Position 4479: 0.015472229996959685
Position 3644: 0.0148591648856432
Position 3377: 0.010607764494994926
Position 7411: 0.01005467795217963
Position 4795: 0.009847510206100519
Position 10018: 0.009260596263438253
Position 4791: 0.007087856862347608
Position 7096: 0.0061719230279541435
Position 5349: 0.005508865747082645
Position 477: 0.005261986411904511
Position 5437: 0.005151369787637148
Position 9298: 0.004463295021983272
Position 4926: 0.003977885559974732
Position 10014: 0.003886047419027068
Position 7418: 0.0034230967272566946
Position 3694: 0.0034208274767540538
Position 2660: 0.0030768404904672276
Position 2577: 0.0029531850679146085
Position 9667: 0.002776234838999723
Position 3311: 0.002705467971469027
Position 565: 0.00246260256996322
Position 7255: 0.00243292363174971
Position 3542: 0.002340306104209468
Position 7364: 0.0016562221816916114
Position 127: 0.0015770317674665038
Position 8778: 0.0015309366067684392
Position 8497: 0.0014107346212986758
Position 2123: 0.0014077337810404194
Position 8182: 0.0013299942954889763
Position 1403: 0.001123930823146979
Position 998: 0.001101128005876423
Position 2341: 0.0010385935279690513
Position 1587: 0.0010179734445636445
Position 1090: 0.0008912695827042098
Position 2382: 0.0007990927841304358
Position 4161: 0.0007334548088339797
Position 3745: 0.0006979871095749352
Position 1033: 0.0006942072251692399
Position 1557: 0.0006940106778539349
Position 1943: 0.0006868842499568499
Position 1349: 0.0006625189041723065
Position 47: 0.0005722495979301014
Position 769: 0.0005681120618222083
Position 1430: 0.0005564493539619424
Position 1793: 0.0005379016344834667
Position 2563: 0.0005214032026957583
Position 402: 0.0004434670665350706
Position 25: 0.0002797976441784808
Position 3740: 0.00027932134412933263
Position 3758: 0.00026819575928290374
Position 2043: 0.0002660702334532476
Position 3077: 0.00023534333593363746
Position 639: 0.00022150539184305034
Position 6922: 0.0001854376675616288
Position 3343: 0.0001668086253618672
Position 1106: 0.00014310291339859668
Position 3362: 0.0001427233841594743
Position 2249: 0.00014112014174044239
Position 2075: 0.00013760188691725302
Position 1353: 0.00013755321605854606
Position 1133: 0.00013407528927027531
Position 7537: 8.67077347431334e-05
Position 4063: 8.309019732897165e-05
Position 1813: 7.835830190273901e-05
Position 1551: 7.191787403351547e-05
Position 52: 7.155420294537756e-05
Position 8512: 3.3047271238971906e-05
Position 9: 3.0840794814627047e-06
Position 1360: 2.8787534203453034e-06
Position 136: 2.129368813850622e-06
Position 8293: 2.1137492666366088e-06
Position 9607: 1.6698260384072914e-06
Position 9769: 1.2563245763222485e-06
Position 617: 1.1431957697872804e-06
Position 513: 1.0894381845785664e-06
Position 581: 6.270189737614104e-07
Position 726: 5.362227508340165e-07
Position 806: 3.2516295294155404e-07
Position 798: 2.9085384779452926e-07
Position 83: 2.6164138717187427e-07
Position 884: 2.530835298358155e-07
Position 7843: 2.382515457373493e-07
Position 1224: 2.0905943334677754e-07
Position 176: 2.0252061289501065e-07
Position 1160: 1.7851763688140884e-07
Position 17: 1.6665772360164857e-07
Position 801: 1.537110950300342e-07
Position 626: 9.778881480249802e-08
Position 534: 8.496564776812835e-08
Position 643: 3.1480203755964494e-08
Position 7774: 3.106180381771038e-08
Position 958: 2.5875888794004774e-08
Position 836: 1.0404632891130478e-08
Position 905: 8.972232503329695e-09
Position 213: 7.765339970196763e-09
Position 976: 2.065895118567828e-09
Position 877: 5.946435926673717e-10
Position 919: 4.4819465895714534e-10
Position 388: 4.822196993118286e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 7318: 0.9574630769760064
Position 6840: 0.9303166819819769
Position 9849: 0.8132939047474701
Position 7756: 0.7572711509849268
Position 9470: 0.6961707218641364
Position 2987: 0.49285168322848133
Position 7162: 0.3550895679912143
Position 4463: 0.28604470786982983
Position 7520: 0.2540331909177444
Position 6983: 0.210084501158682
Position 7624: 0.201845600645563
Position 3031: 0.178245676282445
Position 3310: 0.13930825493189714
Position 7103: 0.1258680725064583
Position 9498: 0.09780369289655656
Position 3191: 0.09543779134729488
Position 7478: 0.047161901591187154
Position 9533: 0.04669748408442575
Position 9822: 0.04116606051920007
Position 7134: 0.04049067267948447
Position 6189: 0.03306198664595715
Position 9504: 0.03207055483529544
Position 9717: 0.029505413641111245
Position 7005: 0.024253692376200738
Position 877: 0.023919025097868047
Position 7695: 0.022424055358834637
Position 7948: 0.018890487957372304
Position 7927: 0.017390836280003007
Position 10393: 0.016604302343228884
Position 4671: 0.016036030640329206
Position 9866: 0.01304027799938758
Position 7764: 0.012687655674116382
Position 1586: 0.011930466374230064
Position 10326: 0.011655319513763859
Position 7675: 0.011300715143783304
Position 9385: 0.01096462334593675
Position 1485: 0.010795449957701254
Position 8603: 0.00975448640618853
Position 7788: 0.009366629090223861
Position 3561: 0.009214306846835567
Position 4252: 0.008916495532866062
Position 7730: 0.008098850121481347
Position 7661: 0.008053405285490617
Position 8764: 0.007677646425525156
Position 9877: 0.007399258908792952
Position 9157: 0.007085881304505694
Position 9970: 0.006179048973212849
Position 615: 0.005804343891772957
Position 5325: 0.005593449123992549
Position 3579: 0.005426483553110644
Position 9188: 0.004931704638536804
Position 798: 0.004549731294958601
Position 5143: 0.004485172287972484
Position 10218: 0.0042589485539929126
Position 10147: 0.004016801901282405
Position 8553: 0.0037779766658358797
Position 3232: 0.0036231765826117827
Position 3342: 0.0035159305800371984
Position 9988: 0.003063425757598473
Position 9542: 0.0029996455089051047
Position 2557: 0.0029717880308989574
Position 8411: 0.002778729031167624
Position 6121: 0.002601578980768586
Position 8801: 0.0025973838092061045
Position 8712: 0.002095790802278108
Position 7056: 0.001870767729998001
Position 8715: 0.0018504568686089032
Position 2456: 0.001742985252613137
Position 3564: 0.001709274101968173
Position 2485: 0.0015993265142967643
Position 4335: 0.0015144664732642751
Position 4389: 0.0012338856031947117
Position 1929: 0.0012308969989982064
Position 1661: 0.0009632879573376339
Position 1329: 0.0009450607661390561
Position 839: 0.0009319825526261015
Position 1551: 0.0009225857874484544
Position 997: 0.0009195738744027079
Position 7341: 0.0008701333466777695
Position 3033: 0.0008423686425970524
Position 4041: 0.0008165450061629512
Position 1897: 0.0008007930285816407
Position 8681: 0.0007631527164592271
Position 9890: 0.0007596376780542171
Position 7271: 0.0007416428757028013
Position 10439: 0.0007204071955024053
Position 8787: 0.0007130847252068593
Position 665: 0.000679838129584455
Position 638: 0.0006586024867149133
Position 1061: 0.0006211281266054763
Position 2009: 0.0005845464661462141
Position 5202: 0.0005816141227547569
Position 7543: 0.000526855830043504
Position 8649: 0.0005246409300290679
Position 4287: 0.0005168837361484329
Position 7836: 0.0005158798299219235
Position 9587: 0.0004619524760488686
Position 10347: 0.0004601219702123788
Position 2199: 0.00045744972013384716
Position 3541: 0.00045565394095186697
Position 9408: 0.0004511443528625533
Position 2993: 0.00041224965331390065
Position 1455: 0.000404491526195101
Position 4765: 0.00038969496812395904
Position 10223: 0.0003756787134480196
Position 1582: 0.00033512391805002505
Position 1982: 0.0003204012657286606
Position 9197: 0.00028961232008833975
Position 1211: 0.0002513291377406155
Position 8671: 0.00021117173519759536
Position 649: 0.00020829466799743846
Position 718: 0.00019481343059936075
Position 1266: 0.00017990186632586223
Position 2150: 0.00015273305855112898
Position 834: 0.00012894415378909588
Position 2235: 0.00012651908539213419
Position 9256: 0.00012576540061342371
Position 8428: 0.00011486593268091139
Position 7923: 0.00010996777080650354
Position 2434: 0.00010323913394699559
Position 1823: 9.144038562620814e-05
Position 7587: 8.387792596088377e-05
Position 7363: 7.909509648057508e-05
Position 3123: 7.883965139352581e-05
Position 9298: 7.593244794266587e-05
Position 685: 7.119834823258881e-05
Position 2193: 6.235576748170252e-05
Position 905: 6.0566644537078083e-05
Position 402: 5.881747478887527e-05
Position 2247: 5.525741818214805e-05
Position 599: 5.370573732663436e-05
Position 620: 5.301109377142383e-05
Position 1270: 5.21300382100769e-05
Position 1531: 4.955584571953037e-05
Position 2451: 4.7402153104702166e-05
Position 1214: 4.460968289636638e-05
Position 3065: 3.775129102609745e-05
Position 884: 3.273526880846784e-05
Position 2865: 3.217352899095489e-05
Position 2881: 3.055641458307995e-05
Position 1871: 2.582932292116445e-05
Position 806: 2.450723375722653e-05
Position 1844: 2.2933782196501996e-05
Position 1561: 1.9509243602462633e-05
Position 2536: 1.647047685702323e-05
Position 3046: 1.6145506997259414e-05
Position 2042: 1.582479844438127e-05
Position 767: 1.4868193349363374e-05
Position 152: 1.2984270681962264e-05
Position 2340: 1.230820759849968e-05
Position 185: 1.1227389436206837e-05
Position 4316: 1.0551546582815901e-05
Position 757: 6.416326028261637e-06
Position 3285: 5.021155537573658e-06
Position 3096: 4.155500129230846e-06
Position 3249: 3.4992560264192864e-06
Position 8654: 3.384200191210924e-06
Position 3099: 1.816680827836632e-06
Position 3275: 1.3219859769324153e-06
Position 1253: 2.3528355314013583e-07
Position 1334: 2.0350398813187954e-07
Position 1237: 1.4930131828943474e-07
Position 1165: 9.031582694904698e-08
Position 678: 5.380346285010422e-08
Position 1631: 1.331220953142379e-08
Position 228: 1.150070258582366e-08
Position 1112: 1.1217702009671468e-08
Position 407: 8.782050379555775e-09
Position 297: 7.120302744291736e-09
Position 1011: 5.548276929787411e-09
Position 248: 2.047162445917206e-09
Position 1636: 1.992736292466753e-09
Position 336: 1.965714032056333e-09
Position 471: 1.8247545918779011e-09
Position 1712: 1.7420021203370208e-09
Position 310: 1.7026463862495281e-09
Position 236: 1.6555040301236586e-09
Position 435: 1.2414623038454194e-09
Position 521: 1.2228185616447261e-09
Position 468: 8.486669480077914e-10
Position 362: 7.932888697720082e-10
