Gene = SUSD5
index = 1360
Annotated 5SS: [  530  5288 11408 44330]
Annotated 3SS: [ 5109 11288 44140 65181]
SMsplice 5SS: [  530  5288 11408 12559 20533 44037 44330]
SMsplice 3SS: [ 5109 11288 12432 20414 43971 44140 65181]
top_k =  500
Partition function (log Z): -28.375491847239587

Sorted 5' Splice Sites (High to Low Probability):
Position 5288: 0.9728847128596524
Position 11408: 0.9532147501416667
Position 530: 0.8671622547239396
Position 12559: 0.7215130736347733
Position 16832: 0.5692803428312853
Position 20533: 0.5211060608523274
Position 16146: 0.3660423431701818
Position 11895: 0.1844238626466036
Position 767: 0.1217655734051641
Position 1382: 0.10397404966797603
Position 517: 0.09501704268585136
Position 14325: 0.08381342363149058
Position 9970: 0.07864668696689156
Position 4406: 0.07678581338894386
Position 24571: 0.06646474293299111
Position 9979: 0.06458768015943506
Position 7640: 0.0497014000969695
Position 9929: 0.03737656868019518
Position 12553: 0.03589756138491689
Position 837: 0.030334654141273884
Position 16156: 0.02971427677672075
Position 4638: 0.029310493210633174
Position 10195: 0.02845731152669068
Position 11432: 0.024139733552778493
Position 6529: 0.02283634524718172
Position 5975: 0.02276921305238808
Position 1126: 0.020489906516686505
Position 7695: 0.018766037586737262
Position 6070: 0.018687244031631987
Position 2188: 0.016748188662474427
Position 141: 0.015609945798152221
Position 16669: 0.015049641643845316
Position 22288: 0.014366926728313899
Position 11901: 0.013476156068314945
Position 2804: 0.013016723562974708
Position 11626: 0.011515540379744076
Position 5278: 0.008348534305343786
Position 2576: 0.00688985331802361
Position 7958: 0.006381783460436316
Position 8895: 0.0055992169044372445
Position 11631: 0.005483622757785957
Position 11863: 0.0053875586284880435
Position 11469: 0.005209016151385575
Position 7339: 0.005048857214451384
Position 6341: 0.004942297570194709
Position 10095: 0.004926893087885391
Position 802: 0.0044033864844867515
Position 6945: 0.004317783583019924
Position 12100: 0.004303107403573876
Position 13626: 0.003602258807639771
Position 7942: 0.003556907785145294
Position 4476: 0.003433696726210584
Position 6286: 0.0034262519241135764
Position 2298: 0.0031094388276517154
Position 5706: 0.0022833503718165294
Position 3083: 0.0022330755682965346
Position 2483: 0.0019832565237701033
Position 5229: 0.0018532424617573031
Position 771: 0.0017317375173111606
Position 6375: 0.0016114643987586068
Position 7557: 0.00153277980984693
Position 5250: 0.0014829259580270704
Position 304: 0.0012136366454462328
Position 12059: 0.0010802025213191824
Position 11679: 0.0005003170427619111
Position 500: 0.00040995960647902764
Position 1159: 0.0002739624034809646
Position 536: 0.00022100519172846454
Position 133: 0.00019139173552767814
Position 929: 0.00012645037767595565
Position 5689: 0.00011993731649586917
Position 5372: 5.8130363796071624e-05
Position 391: 4.5949443505165796e-05
Position 1134: 4.2641993573554425e-05
Position 737: 3.7156405137433416e-05
Position 12571: 3.64552532606097e-05
Position 716: 3.4593295857526004e-05
Position 534: 3.0274514261322642e-05
Position 702: 2.3643248958352208e-05
Position 208: 2.2557060401062655e-05
Position 6105: 2.103468785810943e-05
