Gene = NCKIPSD
index = 918
Annotated 5SS: [ 291 3025 3580 3883 4641 5869 6127 6353 6551 6873 7051 7364]
Annotated 3SS: [ 2914  3374  3770  4146  5697  6039  6213  6469  6743  6957  7190 11179]
SMsplice 5SS: [ 291 3025 3580 3883 5869 6127 6353 6551 6873 7051 7364]
SMsplice 3SS: [ 2914  3374  3791  5697  6039  6213  6469  6743  6957  7190 11179]
top_k =  500
Partition function (log Z): 23.702482900751473

Sorted 5' Splice Sites (High to Low Probability):
Position 5869: 0.9910854464967637
Position 3883: 0.9858998498699998
Position 291: 0.9850723081303321
Position 6873: 0.9819533426320408
Position 6127: 0.9735371241013612
Position 6551: 0.8964634506275434
Position 6353: 0.8081346181237379
Position 7364: 0.7599511219309278
Position 7051: 0.72221636403608
Position 3025: 0.6648679506222198
Position 3580: 0.45099446218308087
Position 2573: 0.38647960990491365
Position 3059: 0.3301843285768922
Position 3611: 0.2564821738268252
Position 7075: 0.22783483703180313
Position 7475: 0.13383252104950866
Position 5651: 0.13067148290231337
Position 10646: 0.12141045493681767
Position 3502: 0.1167450733171002
Position 11360: 0.04167380068874405
Position 6584: 0.03916350993122017
Position 3516: 0.03913145003365049
Position 7374: 0.03719220049653383
Position 4641: 0.03211842394837008
Position 6371: 0.029999722366287125
Position 4384: 0.02829511848871398
Position 10796: 0.02599090456884686
Position 2314: 0.025745101902876443
Position 1224: 0.024024866119548648
Position 10856: 0.022798026537228067
Position 5126: 0.019208638864287027
Position 7985: 0.018533427774056716
Position 10723: 0.018421771435434813
Position 4420: 0.014649104556545169
Position 4506: 0.01453415010202909
Position 10031: 0.011416333396025949
Position 11416: 0.00923505817839057
Position 10133: 0.00882363525292063
Position 11766: 0.008317995559349155
Position 247: 0.008091656558057252
Position 1604: 0.007488321470803552
Position 10803: 0.007407875116650407
Position 6878: 0.0067773105748695425
Position 833: 0.006713024921798051
Position 8296: 0.0064835791382147415
Position 9989: 0.006371907943603134
Position 3896: 0.006273239644421021
Position 9530: 0.005689683152115941
Position 4940: 0.005093365462901488
Position 5028: 0.004950419458483411
Position 7420: 0.004426161109538529
Position 4614: 0.004417866360048027
Position 2671: 0.0042042194102486835
Position 6151: 0.004169066986356299
Position 7328: 0.004040254209169897
Position 2154: 0.004033586346928048
Position 1115: 0.003978823667967905
Position 6562: 0.0037338869211181705
Position 4724: 0.003692745360269206
Position 4174: 0.0035570549308253318
Position 11333: 0.0029086245719096055
Position 3911: 0.0028791320574409465
Position 6836: 0.0024151049515222876
Position 11039: 0.0022563350656138225
Position 4956: 0.0021673280888978514
Position 295: 0.002163625697676314
Position 903: 0.001964750608729558
Position 5875: 0.0017082000234832548
Position 2995: 0.0015696352485533777
Position 10871: 0.0015531996638036441
Position 7122: 0.0014726859234280283
Position 11729: 0.001470528851737461
Position 4563: 0.0014461546311404245
Position 10566: 0.0013626666090088859
Position 573: 0.001213676719906896
Position 3104: 0.001193856030632414
Position 3068: 0.001156305393905325
Position 9714: 0.0010483847647904544
Position 6683: 0.000907059352559271
Position 11815: 0.0008471431020285388
Position 11733: 0.0008367551838828638
Position 11344: 0.0007971929018219899
Position 10528: 0.000762660286580527
Position 5538: 0.0006098291453938769
Position 3506: 0.000596304684046511
Position 4913: 0.0005390252565408455
Position 2449: 0.0005178527536014858
Position 5057: 0.0005062285484776516
Position 2161: 0.0004976640199770516
Position 4320: 0.0004712263536166899
