Gene = DAG1
index = 425
Annotated 5SS: [  353 42117]
Annotated 3SS: [41715 62093]
SMsplice 5SS: [  640 42117 55381 62307]
SMsplice 3SS: [42021 55140 62093 65971]
top_k =  500
Partition function (log Z): -38.70034720020672

Sorted 5' Splice Sites (High to Low Probability):
Position 640: 0.6405939006006768
Position 353: 0.4902552799285675
Position 1731: 0.3397731619063545
Position 8203: 0.2542353440291827
Position 8198: 0.0891703959423829
Position 809: 0.05481338914120034
Position 1005: 0.03589835944240087
Position 1274: 0.03314346245922466
Position 8208: 0.026715194758632883
Position 112: 0.013732676671428549
Position 312: 0.0136286615566199
Position 2371: 0.012620780102945697
Position 2039: 0.011306777293891228
Position 3344: 0.00770922125852504
Position 646: 0.007626031351119662
Position 899: 0.007597202263626784
Position 2187: 0.0037083351314537365
Position 7144: 0.0032632734190844413
Position 587: 0.00247593811880569
Position 151: 0.0019910395597027074
Position 333: 0.0009137418257803655
Position 70: 0.0006182366428055684
Position 656: 0.0005199574907149759
Position 1572: 0.00032864776715095946
Position 114: 0.00031159514354667906
Position 618: 0.00014166174711243438
Position 303: 9.670666674187243e-05
Position 697: 5.355176856228848e-05
Position 830: 3.924073962073946e-05
Position 1871: 3.4216754987137694e-05
Position 683: 1.928120849908344e-05
Position 131: 1.7331859626266888e-05
Position 173: 1.4505540825836202e-05
Position 662: 1.056531518974986e-05
Position 97: 1.023194329450271e-05
Position 196: 6.379778244126563e-06
Position 667: 5.50779287050812e-06
Position 40: 5.167360352002627e-06
Position 508: 3.7457627684667387e-06
Position 15: 3.036507811154331e-06
Position 297: 2.939205299260464e-06
Position 1829: 2.9278754208447825e-06
Position 650: 2.5818469412423212e-06
Position 1276: 2.444418654565653e-06
Position 482: 2.060668940129649e-06
Position 589: 1.9680656115545014e-06
Position 36: 1.4931677275331853e-06
Position 499: 1.4737776480063248e-06
Position 248: 1.3659571718368854e-06
Position 49: 5.340617590200986e-07
Position 492: 1.4621040335652804e-07
Position 524: 1.387588283915428e-07
Position 26: 1.1807542566875973e-07
Position 6: 1.1224136991914042e-07
Position 33: 4.3961340403495795e-11
Position 183: 2.0120564047079754e-12
Position 357: 1.061644136461993e-14

Sorted 3' Splice Sites (High to Low Probability):
