Gene = SNAP47
index = 1287
Annotated 5SS: [  504 13238 24490 32088]
Annotated 3SS: [12695 23998 31962 45530]
SMsplice 5SS: [  333  7975  8863 24490 32088 35537 43643]
SMsplice 3SS: [ 7884  8732 24247 31962 35420 43520 45530]
top_k =  500
Partition function (log Z): -20.953369281951655

Sorted 5' Splice Sites (High to Low Probability):
Position 8863: 0.8198598867693563
Position 333: 0.531488649582834
Position 9045: 0.5292592568184472
Position 504: 0.4687909010728423
Position 14310: 0.39705121778037916
Position 11466: 0.3330440889661384
Position 13238: 0.32970682301179666
Position 7975: 0.32664741032186645
Position 8001: 0.29846936493843174
Position 12845: 0.23711216738175106
Position 14185: 0.21325212411694552
Position 22302: 0.20616846727883364
Position 3809: 0.164771591324188
Position 11264: 0.14204552672544946
Position 7982: 0.11301891087693848
Position 9416: 0.09206080761168199
Position 15090: 0.06369555080091718
Position 9353: 0.05574122927699112
Position 8126: 0.05226397068181109
Position 11594: 0.045688797938089436
Position 9111: 0.04409227049301093
Position 4307: 0.038364013067133385
Position 2770: 0.033318037743424976
Position 24490: 0.03295282580625565
Position 14341: 0.02352232790426256
Position 12876: 0.020062998423068395
Position 6727: 0.019084189127543994
Position 5302: 0.01755794057298667
Position 4000: 0.01702908353150464
Position 632: 0.016680093277089223
Position 2745: 0.016047491052350395
Position 7382: 0.015855877560010657
Position 11252: 0.015340278139986941
Position 17451: 0.010561745136651144
Position 9027: 0.009253812825176599
Position 122: 0.008620390503553284
Position 7486: 0.00850263651810907
Position 13473: 0.007431629360038652
Position 17: 0.00661195797273593
Position 791: 0.006563430689500641
Position 11435: 0.006541772292951541
Position 872: 0.006115515909007601
Position 1492: 0.006060009037717332
Position 6609: 0.005937821493789671
Position 9158: 0.005911264093288347
Position 7942: 0.00487679335994628
Position 12096: 0.003991428432949281
Position 8787: 0.0036549266690718996
Position 11934: 0.003474728889976352
Position 735: 0.0033541977001540794
Position 14511: 0.003170251862946086
Position 9115: 0.0024163875807615633
Position 8872: 0.002260918428378568
Position 14248: 0.001956633319078197
Position 2712: 0.0018545867710454437
Position 4923: 0.0017549488316737003
Position 10331: 0.0009782069260655013
Position 10460: 0.0008872157076279567
Position 21: 0.0007517068186275705
Position 9098: 0.0007117186841868156
Position 3887: 0.0006923470448091613
Position 14231: 0.0005249814048212302
Position 695: 0.00044327810819763105
Position 917: 0.0003390379577225497
Position 1047: 0.0002676305945869993
Position 32: 0.00022544844596619377
Position 1919: 0.0001799731947541158
Position 1448: 0.00016105114429680958
Position 155: 0.00015727989585989638
Position 1804: 0.0001392181368390263
Position 2165: 0.00013332227707628575
Position 292: 0.0001268280619227002
Position 2776: 0.00011155568725793334
Position 1290: 9.776402831263747e-05
Position 2273: 9.005041552577204e-05
Position 1892: 6.791435799089912e-05
Position 264: 4.4733371552851745e-05
Position 242: 3.420952262972739e-05
Position 248: 3.0858002045723754e-05
Position 93: 2.3955244433664156e-05
Position 272: 1.7628923595451232e-05
Position 1260: 8.580220131045224e-06
Position 149: 8.129478747896154e-06
Position 520: 4.077512571088584e-06
Position 962: 3.583218777220123e-06
Position 625: 3.1103725744062228e-06
Position 811: 2.933008935445255e-06
Position 937: 2.679376209581597e-06
Position 772: 2.3528637294531347e-06
Position 41: 2.3464100474320777e-06
Position 1307: 2.258148030717968e-06
Position 472: 2.1002355736344345e-06
Position 1150: 2.009990645459532e-06
Position 1173: 1.8592045343465843e-06
Position 1072: 1.6128800189498373e-06
Position 35: 1.629095256640027e-07
Position 1129: 5.2593056998820144e-08
Position 60: 3.3216654935159944e-08
Position 514: 2.480044296625617e-08
Position 373: 2.0887741608988087e-08
Position 433: 1.4235230708053014e-08
Position 25: 8.629326306299098e-09
Position 516: 6.8775847346029465e-09
Position 555: 3.93499063451022e-09
Position 571: 3.490400635214618e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 23998: 0.8827395359919745
Position 8732: 0.8256972862707279
Position 7884: 0.7340060986137696
Position 14082: 0.5810881212642681
Position 11359: 0.38601721158167274
Position 12937: 0.3256391843896401
Position 12695: 0.26742973845652546
Position 8947: 0.2585359685874593
Position 8984: 0.2571869169197827
Position 22161: 0.22789356424257062
Position 3702: 0.16074951344203173
Position 11193: 0.15738580486543616
Position 9198: 0.12287517551437087
Position 8931: 0.07593339807942899
Position 14854: 0.07175548398415427
Position 14061: 0.06286251683660568
Position 7911: 0.05554647235143456
Position 24247: 0.0435521281328434
Position 447: 0.041462888772745725
Position 4209: 0.03536779886346236
Position 25794: 0.03295282580625565
Position 14368: 0.021165211416465463
Position 6529: 0.014001024038095257
Position 2595: 0.012934883601197628
Position 2508: 0.011608626346595853
Position 6532: 0.01102098658323842
Position 7283: 0.011014237768586139
Position 17303: 0.010561745136651144
Position 3759: 0.010401863556088603
Position 2658: 0.009565398581351359
Position 2562: 0.009218707325322685
Position 5149: 0.008821310646923057
Position 11828: 0.008303405958023004
Position 9326: 0.008080537140819829
Position 13345: 0.007431629360038652
Position 18750: 0.007188177991256758
Position 7259: 0.006711227956544459
Position 7193: 0.006633048352989166
Position 5157: 0.005601576737615469
Position 8916: 0.005451812661627066
Position 3670: 0.00521895181077211
Position 9167: 0.005086395330998729
Position 8953: 0.004780864220775264
Position 388: 0.004111552721810799
Position 7861: 0.0032421951020727173
Position 2677: 0.0029198280278499565
Position 5077: 0.0026627959445048896
Position 1447: 0.0026532985979956943
Position 281: 0.002569042610350953
Position 8052: 0.002544970161960259
Position 1338: 0.002253039762547941
Position 2616: 0.0022069305216304317
Position 503: 0.0021978297384553573
Position 3986: 0.0021586787561084318
Position 8628: 0.0017206395738925378
Position 9276: 0.0016263670558169824
Position 2449: 0.0015701489991754955
Position 3452: 0.0014700541840532613
Position 10330: 0.0012591253174856457
Position 2405: 0.0011163463973624253
Position 4024: 0.0011108341590110563
Position 3952: 0.0010209163076007196
Position 4081: 0.0008555961611717066
Position 3808: 0.0008249637679478126
Position 3557: 0.0008161695737315879
Position 4849: 0.0006833792885510053
Position 10220: 0.0006520295911784204
Position 4752: 0.0005864909329301354
Position 3971: 0.0005714997023460199
Position 1335: 0.0005264241220686267
Position 4793: 0.0004872566896725137
Position 1202: 0.000484764872316837
Position 5051: 0.0004700791644632687
Position 14535: 0.00046864845708231525
Position 10242: 0.0003261773348870815
Position 3673: 0.0003051185088884515
Position 710: 0.00025512447469038814
Position 1712: 0.00024278895715679642
Position 16212: 0.00021079886608798008
Position 358: 0.00019124510594307928
Position 2369: 0.00018201214834950345
Position 8919: 0.00016563634552337305
Position 324: 0.0001573298022084745
Position 2128: 0.00014420838045381653
Position 10790: 0.00013648983957473943
Position 232: 0.00010759912370452585
Position 8996: 0.00010529953419035862
Position 2005: 7.708136307935757e-05
Position 1548: 5.3750915474878724e-05
Position 1544: 5.3404004861443305e-05
Position 1718: 2.941855978780555e-05
Position 782: 2.4048662984721533e-05
Position 10608: 1.5215651541910502e-05
Position 9629: 1.1554739217928118e-05
Position 1414: 1.0652246838026367e-05
Position 594: 9.960489471269742e-06
Position 571: 9.372589375641855e-06
Position 2326: 8.789305243499703e-06
Position 185: 8.05670812316772e-06
Position 1789: 6.61895138697883e-06
Position 2096: 5.945987759577137e-06
Position 179: 5.07626172804302e-06
Position 1803: 4.662311635881691e-06
Position 9172: 3.8183585542071164e-06
Position 1256: 3.5308911999407185e-06
Position 745: 3.3444300874950485e-06
Position 86: 3.3282461140164116e-06
Position 1310: 3.2801222069866143e-06
Position 158: 2.552518411027703e-06
Position 201: 2.298102042762459e-06
Position 2922: 1.0945139406969082e-06
