Gene = MCL1
index = 822
Annotated 5SS: [ 748 1347]
Annotated 3SS: [1098 2098]
SMsplice 5SS: [ 443  748 1347 2223]
SMsplice 3SS: [ 558 1098 2098 3764]
top_k =  500
Partition function (log Z): -1.6306045001758513

Sorted 5' Splice Sites (High to Low Probability):
Position 748: 0.9561539913377687
Position 443: 0.8277553693738094
Position 1347: 0.7938175753706388
Position 2223: 0.7722372060503554
Position 3164: 0.26388290149297783
Position 1305: 0.12442151568210309
Position 3932: 0.04504744896756996
Position 3929: 0.030509675338622484
Position 84: 0.025519480948022654
Position 1182: 0.01931117497599514
Position 2172: 0.01760159446669387
Position 662: 0.009935616290037554
Position 3972: 0.007636759643768542
Position 2499: 0.007531024979473109
Position 1521: 0.006561915229825682
Position 611: 0.003593602210643729
Position 2193: 0.0031662006918583836
Position 511: 0.00310006483913383
Position 1414: 0.0030922185540242482
Position 4: 0.002583421119564506
Position 1155: 0.002318486291511177
Position 3139: 0.00226481080259202
Position 3095: 0.0018492834661185738
Position 3280: 0.0017771889500981359
Position 2667: 0.0016304781126816868
Position 1029: 0.0016183563453582093
Position 960: 0.0015024442672708696
Position 1965: 0.001391299340631266
Position 2183: 0.0013712109469575023
Position 1793: 0.0012880625514792292
Position 1734: 0.0012624394405744148
Position 2952: 0.0011059118076924427
Position 3591: 0.0010388948668130318
Position 3464: 0.0010085640047322348
Position 1664: 0.0008429189746925104
Position 2296: 0.0007869223208987809
Position 1288: 0.0007484553837575527
Position 2139: 0.0006430859855192625
Position 978: 0.0005890693280139089
Position 225: 0.0005715474559618871
Position 2843: 0.0005622171884953208
Position 494: 0.0004991757857790137
Position 4282: 0.00048251224809056056
Position 523: 0.0004011679222928313
Position 819: 0.00037478505452434775
Position 1430: 0.0003300603593422966
Position 1849: 0.0002973274140718474
Position 998: 0.0002854612367139693
Position 705: 0.00026145381434003435
Position 1203: 0.0002572531936394699
Position 1329: 0.00023619087338942144
Position 315: 0.0002338074909856193
Position 1892: 0.00022965343763753964
Position 1222: 0.00018183441027204062
Position 1008: 0.0001791484590752354
Position 106: 0.00013859161336197585
Position 840: 9.46634532854147e-05
Position 1857: 7.900158199741333e-05
Position 498: 7.306785287447559e-05
Position 1137: 6.918596081788926e-05
Position 1148: 6.59125871545767e-05
Position 756: 6.468791323141058e-05
Position 1887: 6.373975432707275e-05
Position 2650: 4.1020377467600454e-05
Position 983: 2.494861059226168e-05
Position 3261: 2.4913000237097075e-05
Position 993: 2.4491839739483238e-05
Position 1539: 2.1836844203574907e-05
Position 3546: 1.8451523881232174e-05
Position 62: 1.776311719620981e-05
Position 2888: 1.737347771456287e-05
Position 1351: 1.723891854401255e-05
Position 1816: 1.702762703902684e-05
Position 2104: 1.611690211232981e-05
Position 1692: 1.3707650399090762e-05
Position 1902: 1.3035700822250286e-05
Position 285: 1.1004071938790772e-05
Position 1498: 9.6782560719471e-06
Position 1796: 9.63176369635227e-06
Position 533: 9.615447900335589e-06
Position 581: 5.499482080397463e-06
Position 902: 5.290738704963716e-06
Position 477: 5.1128523661983954e-06
Position 823: 3.656214191213793e-06
Position 419: 1.7459177482143932e-06
Position 17: 1.579365612225442e-06
Position 942: 9.9786501599615e-07
Position 324: 8.280750439577349e-07
Position 967: 8.046960803977157e-07
