Gene = SIT1
index = 1259
Annotated 5SS: [187 439 584 757]
Annotated 3SS: [302 524 694 858]
SMsplice 5SS: [187 439 584 757]
SMsplice 3SS: [302 524 694 858]
top_k =  500
Partition function (log Z): 2.789525885100036

Sorted 5' Splice Sites (High to Low Probability):
Position 187: 0.9867070129763933
Position 584: 0.9402447832415102
Position 439: 0.9377812892642918
Position 757: 0.9336260235277014
Position 1015: 0.045348044381855
Position 952: 0.011711487102546166
Position 211: 0.010491006029595662
Position 942: 0.008693567366946977
Position 34: 0.006585965584154923
Position 621: 0.006164350396004385
Position 443: 0.004072166142518762
Position 911: 0.0025591129462805753
Position 871: 0.002077344226066431
Position 955: 0.0011520768339298392
Position 58: 0.0009863481792663868
Position 1457: 0.0007227316481497241
Position 555: 0.0005786562168931717
Position 547: 0.0005599833395624852
Position 237: 0.0004883068295014838
Position 923: 0.00011544809462036799
Position 334: 9.989722470748025e-05
Position 1342: 9.864699021413855e-05
Position 1264: 4.594922692440776e-05
Position 1285: 4.524713364095852e-05
Position 797: 3.4351591338100696e-05
Position 1446: 2.04263077805661e-05
Position 1479: 1.2130456419587387e-05
Position 1475: 1.1057080888353459e-05
Position 222: 9.743367350975254e-06
Position 628: 9.578197005023345e-06
Position 79: 9.409675147707254e-06
Position 227: 6.271025633020407e-06
Position 534: 5.444418323143321e-06
Position 10: 4.253835916120273e-06
Position 65: 3.198565885576327e-06
Position 260: 2.5186327017274915e-06
Position 119: 1.9511322444226723e-06
Position 463: 1.935605899279217e-06
Position 353: 1.3831163899196266e-06
Position 338: 1.3492706210178472e-06
Position 117: 1.2386367797992294e-06
Position 492: 9.637560530232093e-07
Position 761: 8.576318521462348e-07
Position 397: 4.5345195657506266e-07
Position 768: 2.9841374280447293e-07
Position 474: 1.5513596926556207e-07
Position 391: 1.099927630446923e-07
Position 825: 7.667193909744218e-08
Position 1019: 1.712528843128837e-08
Position 538: 1.645622456987678e-08
Position 125: 1.2537458114827632e-08
Position 70: 2.2359760142109583e-09
Position 830: 3.0901093369513947e-10
Position 273: 6.671129901745788e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 694: 0.9762559972259652
Position 302: 0.9201714199546372
Position 524: 0.9174394831890537
Position 858: 0.4385988978374919
Position 1167: 0.2911656779368999
Position 823: 0.07175740378144954
Position 347: 0.05447926017418278
Position 844: 0.03860019163956515
Position 1326: 0.03279638246727403
Position 909: 0.029312932240357803
Position 1059: 0.023874350952130318
Position 1495: 0.014040443390410995
Position 865: 0.00981722299279658
Position 1176: 0.00952744258942626
Position 1034: 0.00787630165072849
Position 1141: 0.007533084802465447
Position 1618: 0.00726572870986775
Position 322: 0.005622499224815243
Position 894: 0.005118075581296434
Position 1341: 0.0048031920080676225
Position 830: 0.003935897914244727
Position 1015: 0.002881266135751663
Position 1400: 0.002403865372130832
Position 1505: 0.0022831931036767904
Position 887: 0.0022189501792898195
Position 1144: 0.0021661729967002844
Position 492: 0.0021602974662425474
Position 112: 0.002002616187493488
Position 144: 0.001992334385994034
Position 117: 0.0019279945174182009
Position 1429: 0.0014870999862868746
Position 650: 0.0009670419913787693
Position 674: 0.0008588196882676371
Position 1073: 0.0008140731911784943
Position 397: 0.0007728300736953753
Position 1200: 0.0005291229475252501
Position 996: 0.0005233042302917264
Position 1026: 0.00046626565064786967
Position 1364: 0.0004614151827441443
Position 942: 0.00043705461755732633
Position 1131: 0.0004327361319371053
Position 1194: 0.0003868343173028561
Position 1373: 0.0003110490647148691
Position 1564: 0.0002985151151711067
Position 1418: 0.0002599152092241805
Position 579: 0.00025115978028733977
Position 1572: 0.0002242704377735472
Position 870: 0.00017089766897529444
Position 715: 0.00016515566659550975
Position 663: 0.0001528861288805225
Position 1528: 0.00013571449669627094
Position 1435: 0.00012883528396371126
Position 1002: 0.00011637678689900894
Position 653: 7.307573450404122e-05
Position 1238: 6.867482212923637e-05
Position 709: 6.827333224084919e-05
Position 1498: 6.741728997181439e-05
Position 975: 5.132751223933058e-05
Position 657: 4.760647631042533e-05
Position 1251: 4.502314505953184e-05
Position 951: 4.382569996565304e-05
Position 489: 3.942552543813145e-05
Position 405: 3.217557169568951e-05
Position 1575: 2.8782228628877765e-05
Position 114: 2.7346727573358493e-05
Position 583: 2.588581045529843e-05
Position 417: 2.4084168781675914e-05
Position 1471: 1.9612601029507496e-05
Position 755: 1.8506365869221863e-05
Position 456: 5.8853620253385195e-06
Position 433: 5.408952353948682e-06
Position 154: 3.007467688919504e-06
Position 532: 2.5735564215960584e-06
Position 534: 2.337787349485187e-06
Position 546: 2.040206373502801e-06
Position 420: 1.8621904873497446e-06
Position 414: 1.8251956791437978e-06
Position 721: 1.656964544702026e-06
Position 544: 1.4923964016845727e-06
Position 867: 1.3666340454988437e-06
Position 151: 8.215192296168427e-07
Position 717: 6.965521093132791e-07
Position 83: 5.930545646897127e-07
Position 729: 4.6923514441223055e-07
Position 236: 4.644389050669727e-07
Position 95: 4.3684719976462765e-07
Position 448: 2.2818081023272836e-07
Position 474: 1.7696383664152553e-07
Position 745: 9.648347718242116e-08
Position 472: 5.465637779762764e-08
Position 156: 2.9588058133573673e-08
Position 598: 2.8635105605445104e-08
Position 620: 2.5067144773742834e-08
Position 726: 2.3584444007196462e-08
Position 613: 2.2440611930220093e-08
Position 587: 1.5917415257156297e-08
Position 615: 1.5826024773867293e-08
Position 199: 3.96833182347712e-10
Position 191: 2.0860053810531717e-10
Position 204: 2.395700270689538e-11
Position 782: 3.5028188115469425e-12
Position 219: 1.1012518728698046e-13
