Gene = ZRANB2
index = 1627
Annotated 5SS: [  358  2642  2841  4503  8826  9177 10471 12022 14522]
Annotated 3SS: [ 2588  2731  4419  8748  9041 10300 11934 14362 16159]
SMsplice 5SS: [  358  2642  2841  8826  9177  9427 10471 12022 14522]
SMsplice 3SS: [ 2588  2731  8748  9041  9300 10300 11934 14362 16159]
top_k =  500
Partition function (log Z): 11.66124027891094

Sorted 5' Splice Sites (High to Low Probability):
Position 8826: 0.985910710991316
Position 2642: 0.967845328598519
Position 14522: 0.9024458866148807
Position 2841: 0.8784784601986465
Position 12022: 0.8371738206675859
Position 10471: 0.8315865567876761
Position 358: 0.8302471952975824
Position 9177: 0.7362107951412689
Position 9427: 0.6934894795202279
Position 4503: 0.4282464637044675
Position 54: 0.3379130032557941
Position 5533: 0.2883778374722669
Position 2961: 0.24911969144920432
Position 589: 0.22281303439383524
Position 14230: 0.1919815519545025
Position 3084: 0.17948810502802617
Position 5585: 0.17591360479952386
Position 12031: 0.15972154855464357
Position 10010: 0.14475225371984055
Position 2245: 0.14225177616226867
Position 4593: 0.13476224476584603
Position 9958: 0.09408963337092976
Position 10479: 0.08286876284444211
Position 16329: 0.07854060923579091
Position 9574: 0.06653219811877739
Position 4985: 0.06016043197883981
Position 3250: 0.039013812893986505
Position 10159: 0.03757386994439374
Position 5762: 0.034555346295595035
Position 10155: 0.03303454384245219
Position 10034: 0.03203404984886256
Position 10251: 0.027820604053230343
Position 6272: 0.024763587772581388
Position 415: 0.022693111200034817
Position 1909: 0.021820738229068225
Position 16021: 0.02114603464490163
Position 13011: 0.019784298452757133
Position 6395: 0.019765165944957273
Position 10492: 0.0176002472305512
Position 323: 0.015917383720055814
Position 10459: 0.015661810478400026
Position 10217: 0.015296755497468797
Position 9442: 0.011921737076069073
Position 1011: 0.011864944160593725
Position 9167: 0.011072017222307683
Position 10079: 0.010974732819752869
Position 10096: 0.01032380404198473
Position 10054: 0.009939607644015074
Position 1476: 0.009797426554347783
Position 12758: 0.00977926248665828
Position 14123: 0.009717164876919922
Position 17369: 0.00873565840925646
Position 9519: 0.008587357283439597
Position 12233: 0.008163587815939774
Position 1588: 0.008163436130885207
Position 14829: 0.008081256030561415
Position 526: 0.0079125531800084
Position 10485: 0.0078055819087602535
Position 10083: 0.007542208635988967
Position 14819: 0.007073558644129996
Position 5735: 0.005969792455845801
Position 10465: 0.005371032752412906
Position 2373: 0.004897217052140391
Position 10255: 0.0038530773072991253
Position 8849: 0.003738255796239309
Position 11079: 0.0036598662241840735
Position 2834: 0.0036201049192344553
Position 12006: 0.002812259293101603
Position 10509: 0.0027846448217028466
Position 2238: 0.0025423502989384153
Position 6382: 0.0024308070298848196
Position 1068: 0.0023245746237570805
Position 2942: 0.0022702763188579517
Position 13184: 0.0022363917579744774
Position 4581: 0.0016953765952327556
Position 8812: 0.001685176344948034
Position 12287: 0.0015030942819318454
Position 16388: 0.0014919293883640988
Position 5006: 0.0014534390629340989
Position 14510: 0.0013708896868352021
Position 14479: 0.001369194549426875
Position 9749: 0.001199313680922429
Position 16702: 0.0011213831202430493
Position 2249: 0.0008749603629430955
Position 871: 0.0007988635131492804
Position 1933: 0.0007515876397213464
Position 1105: 0.0006804508776831846
Position 9367: 0.0006567601482874302
Position 1015: 0.0006228834330478804
Position 2461: 0.000616410125047264
Position 192: 0.0005711412827809533
Position 2646: 0.0005596718055673398
Position 2034: 0.0005499584176251347
Position 659: 0.000472999268606362
Position 607: 0.0003940419013668499
Position 395: 0.0002960407007585818
Position 189: 0.00029009354199507865
Position 1904: 0.00026053817012590473
Position 1103: 0.00018803770791658438
Position 140: 0.00014407336544602288
Position 5418: 0.00013336926137426665
Position 3032: 0.00013033605999530746
Position 202: 0.00012502465492439892
Position 58: 0.00010957094487125865
Position 3381: 9.736015622430704e-05
Position 12427: 9.4153249713392e-05
Position 3396: 8.729153095189603e-05
Position 362: 7.607056842639277e-05
Position 3901: 6.430862639567381e-05
Position 9465: 6.216405460806524e-05
Position 3370: 6.18739813378604e-05
Position 15620: 6.098293713278032e-05
Position 4477: 5.826439286109044e-05
Position 373: 5.188053028870355e-05
Position 14560: 4.374251167518416e-05
Position 3817: 3.4974025462688145e-05
Position 2702: 2.810229942632533e-05
Position 12044: 2.5134903105939692e-05
Position 327: 2.5134349270212785e-05
Position 2816: 2.486326430967016e-05
Position 278: 2.3852043531585788e-05
Position 36: 2.204420757313785e-05
Position 290: 2.1472043133752223e-05
Position 9324: 1.597160619230032e-05
Position 212: 1.4682839388609015e-05
Position 391: 9.876268800680594e-06
Position 3113: 7.303285277320318e-06
Position 12010: 6.069564083879338e-06
Position 63: 3.6289848308009744e-06
Position 295: 2.8908349231738595e-06
Position 81: 2.6858712601600442e-06
Position 210: 2.251892059790464e-06
Position 109: 1.944752799398213e-06
Position 304: 1.4720894201977991e-06
Position 284: 1.2620328515811624e-06
Position 12081: 1.1851522951376727e-06
Position 260: 9.857958005882489e-07
Position 419: 8.711466679848727e-07
Position 3177: 5.077036772483503e-07
Position 39: 4.460462261435498e-07
Position 716: 3.042245821316983e-07
Position 463: 2.6219870928433047e-07
Position 238: 2.257987999916428e-07
Position 162: 1.4250895855461124e-07
