Gene = IFI6
index = 676
Annotated 5SS: [  56 2958 3721 3953]
Annotated 3SS: [2831 3642 3802 5702]
SMsplice 5SS: [  56 2946 3721 3953]
SMsplice 3SS: [2831 3642 3802 5702]
top_k =  500
Partition function (log Z): 8.846784832565145

Sorted 5' Splice Sites (High to Low Probability):
Position 3953: 0.9960147129842135
Position 3721: 0.9938962640398692
Position 56: 0.8654475450046889
Position 2223: 0.39128635509661946
Position 1073: 0.3207960494803971
Position 2946: 0.23815654696760893
Position 2934: 0.2051654461359588
Position 2958: 0.16443799475903698
Position 2970: 0.08108306110267843
Position 430: 0.05366773056308593
Position 4370: 0.05091841710513288
Position 2640: 0.04242322419560297
Position 2982: 0.0420784627444497
Position 3090: 0.04057028817367209
Position 3078: 0.03375190215879319
Position 3066: 0.024600795171798327
Position 3054: 0.023463472703822506
Position 284: 0.023104702666775837
Position 5483: 0.02274900959354467
Position 3006: 0.021063422492754152
Position 3114: 0.01936729415591469
Position 560: 0.01738937549332543
Position 3138: 0.016341960609057894
Position 3102: 0.015052798274590495
Position 4546: 0.014073598084423326
Position 3018: 0.012973302210751827
Position 2218: 0.012495438670350571
Position 3150: 0.010745412718481022
Position 3042: 0.01042474137734626
Position 3126: 0.010232460311102799
Position 122: 0.01015557072824134
Position 3186: 0.009020082815958811
Position 2438: 0.00730982849566383
Position 3174: 0.006962326326523214
Position 3210: 0.006443104693721955
Position 3222: 0.005061250218993362
Position 3030: 0.0050287216601343524
Position 3162: 0.004782050441410105
Position 1925: 0.0039151781709014215
Position 3725: 0.0036678011782773443
Position 959: 0.0035740379051511628
Position 2607: 0.002909334385351911
Position 2517: 0.00255164132198489
Position 2879: 0.002531009055390393
Position 2029: 0.002427489730349218
Position 2531: 0.0023474069395803634
Position 3246: 0.0022647817145904883
Position 5778: 0.0019536151762851385
Position 2994: 0.0019414318633770116
Position 3198: 0.001671372932088237
Position 5730: 0.0015231966172697842
Position 5767: 0.0014549863895201589
Position 358: 0.0014479774559494204
Position 3888: 0.0013283710412213428
Position 2540: 0.0012772764457188463
Position 3515: 0.0012020697356254445
Position 3977: 0.0007690528325117719
Position 1356: 0.0006784443117419812
Position 810: 0.0005816148231275401
Position 78: 0.0005335837116617637
Position 1598: 0.000504987538598802
Position 2334: 0.00046743331589882523
Position 5434: 0.0004126139987828619
Position 5794: 0.0003924422213163964
Position 1656: 0.00034883431390621706
Position 2509: 0.0003447624020610931
Position 4217: 0.0003425164472848307
Position 722: 0.00034212798720151917
Position 1479: 0.00033873363245199987
Position 991: 0.00033841583160177204
Position 4399: 0.000322996916404471
Position 3957: 0.00031419362678166427
Position 643: 0.0002957072358944077
Position 1109: 0.0002638020298136887
Position 76: 0.0002490636788881858
Position 2177: 0.00024845674291491723
Position 3683: 0.00022487505473503237
Position 3391: 0.00020386246223750776
Position 800: 0.0001922785747154631
Position 710: 0.00016802578579754564
Position 1472: 0.00013314758494465794
Position 3643: 0.00011747999336056986
Position 823: 0.00010447797386564097
Position 3258: 9.818489371076064e-05
Position 2294: 8.711047258315362e-05
Position 4453: 7.479625348045613e-05
Position 347: 7.401792235498107e-05
Position 1272: 6.821725963004979e-05
Position 4382: 6.57867805927362e-05
Position 5845: 6.407090979776245e-05
Position 933: 5.790669835590661e-05
Position 4054: 4.5201831918149986e-05
Position 133: 2.6153072782568423e-05
Position 3865: 2.2419777590885734e-05
Position 3711: 2.1478521648221564e-05
Position 223: 2.0673312608275746e-05
Position 180: 1.891606887919262e-05
Position 482: 1.337470374276881e-05
Position 592: 1.0612901529993149e-05
Position 1129: 6.475163261054796e-06
Position 114: 3.505179299692525e-06
Position 4041: 3.2759968682931887e-06
Position 3653: 6.641697862668234e-07
Position 4412: 1.9093387697355803e-07
Position 4791: 1.5462632926019897e-07
Position 4840: 1.4783163682372522e-07
Position 4149: 1.374193287705315e-07
Position 302: 1.078317589129753e-07
Position 190: 7.67699179238443e-08
Position 3931: 6.939031990910247e-08
Position 1157: 6.731817449555525e-08
Position 984: 6.105525147745189e-08
Position 4271: 4.596564341047994e-08
Position 261: 3.5170165836643856e-08
Position 316: 2.173154333303299e-08
Position 3913: 9.447740692198792e-09
Position 434: 2.019781286697042e-09
Position 424: 1.6714176390463692e-09
Position 965: 1.1973375463513782e-09
Position 640: 1.1413741362931355e-09
Position 363: 8.711206141925512e-10
Position 209: 1.6899360230429488e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3642: 0.9979528671038548
Position 3802: 0.9970151001026172
Position 2831: 0.9922174069080527
Position 5702: 0.8520362294100136
Position 958: 0.26958643888881184
Position 2140: 0.1990175948042728
Position 4110: 0.13920398280335616
Position 2109: 0.12770931224511847
Position 2058: 0.030847548689357313
Position 5607: 0.02877939637710886
Position 5421: 0.027877909132028474
Position 2368: 0.02503052176453282
Position 2042: 0.024669328609218406
Position 2530: 0.019589172618022503
Position 898: 0.013031003137896173
Position 2477: 0.012415393156731553
Position 5891: 0.010119962472330383
Position 2154: 0.00992133213108339
Position 3029: 0.009192736196325702
Position 415: 0.007451327906885569
Position 3053: 0.00736565170533313
Position 190: 0.004975320045434288
Position 1908: 0.004108708324330243
Position 2751: 0.003740293373158242
Position 382: 0.003704374846713205
Position 5475: 0.003559865580189534
Position 2208: 0.0033332133928564026
Position 5677: 0.002951689644062059
Position 4106: 0.002456974673343156
Position 4130: 0.0023020324914653145
Position 4271: 0.002212994409934448
Position 2118: 0.002075431231605189
Position 5137: 0.0020719524439506264
Position 5641: 0.0020333113156840916
Position 5369: 0.002003486647095007
Position 3811: 0.0019377684712292256
Position 1037: 0.0017162751014883973
Position 4758: 0.0014376702593511597
Position 4274: 0.0014255756855906106
Position 2546: 0.0013879205165084473
Position 1231: 0.001380017580948395
Position 5657: 0.0012608924244219741
Position 4941: 0.0011769798784225852
Position 3356: 0.0011572332922986132
Position 4353: 0.001125924397503311
Position 3113: 0.0009782889862077822
Position 2156: 0.0008645362319350013
Position 6080: 0.0007856039273676171
Position 3005: 0.0007711440583831029
Position 4208: 0.0007675942660408458
Position 4491: 0.0007503584274994666
Position 353: 0.0007234028213404996
Position 859: 0.0007068875396209551
Position 1845: 0.000697990724352179
Position 3077: 0.0006688802158090394
Position 4424: 0.0006581462790579279
Position 5586: 0.0006321494914437939
Position 5729: 0.0005840726524614046
Position 2005: 0.0005707168411129539
Position 5915: 0.0005598620056181497
Position 984: 0.0005549164322188092
Position 6012: 0.00046364920303391906
Position 398: 0.000460268180967201
Position 3556: 0.0004244474630900176
Position 4967: 0.00041463462460214457
Position 5976: 0.0004001175151653764
Position 2211: 0.0003942848000221419
Position 237: 0.0003683388514323552
Position 1964: 0.0003628077285114352
Position 1625: 0.0003316741318906948
Position 3384: 0.0003176891389075283
Position 1430: 0.00031534343055529475
Position 2837: 0.00031228987637524835
Position 2551: 0.0003037652219359931
Position 5940: 0.00027276081281033893
Position 5020: 0.0002680616736031685
Position 526: 0.0002648491722894811
Position 4191: 0.0002444230187103587
Position 4863: 0.00024115917098085522
Position 1410: 0.0002261967139930983
Position 892: 0.00022236970448909048
Position 4134: 0.00021372967858074966
Position 4790: 0.00021241173647451394
Position 4429: 0.00021228730546479378
Position 2453: 0.0002037054992622808
Position 1044: 0.0002020277837459092
Position 5342: 0.00018264161504243632
Position 170: 0.00018177115483156627
Position 4300: 0.00017630441884160372
Position 446: 0.00017500967189531727
Position 4600: 0.00016977010689676284
Position 2319: 0.0001664656076386349
Position 5235: 0.00014549233208269998
Position 4325: 0.00012469514817199222
Position 1754: 0.00012135395735731184
Position 4483: 0.00011196263903591922
Position 261: 9.660134272108505e-05
Position 4839: 9.436016989999578e-05
Position 5567: 9.044679472240236e-05
Position 1060: 8.804736410931482e-05
Position 6009: 7.170069622611988e-05
Position 6041: 7.117651522284354e-05
Position 2622: 7.074623312858336e-05
Position 4453: 6.973113729396347e-05
Position 283: 6.758554297702952e-05
Position 2919: 6.222439459517846e-05
Position 430: 6.19507898566583e-05
Position 4457: 6.0804495347423096e-05
Position 4815: 6.037955598421151e-05
Position 1809: 6.009470581418195e-05
Position 4112: 4.25957370690019e-05
Position 5482: 4.248577520666717e-05
Position 816: 3.9608596065393025e-05
Position 1912: 3.856990057169272e-05
Position 4391: 3.8489887949597555e-05
Position 1887: 3.6652898757507715e-05
Position 4943: 3.237450562920618e-05
Position 4764: 2.7457334170475903e-05
Position 4412: 2.5597905235803162e-05
Position 863: 1.4357836501262773e-05
Position 451: 1.2928701009850717e-05
Position 965: 1.277355898714837e-05
Position 656: 1.201550043844699e-05
Position 295: 1.1243110692572642e-05
Position 4276: 1.1054345122939793e-05
Position 358: 1.0123633418957903e-05
Position 329: 8.597385916284158e-06
Position 1857: 7.549234252603386e-06
Position 140: 6.131064695553829e-06
Position 1577: 6.121193720384408e-06
Position 166: 4.687555484596588e-06
Position 146: 2.9250004689073522e-06
Position 3389: 2.726727478699203e-06
Position 215: 2.6847909189248596e-06
Position 5433: 2.4188898029090043e-06
Position 276: 2.1683994044370375e-06
Position 217: 1.7878309748044998e-06
Position 543: 1.116370556228857e-06
Position 683: 1.0258649935866546e-06
Position 1391: 8.729903995820008e-07
Position 3931: 7.700158054810068e-07
Position 4359: 7.334812262919521e-07
Position 4543: 6.762700044511519e-07
Position 2649: 5.465376793848257e-07
Position 662: 4.835587434407071e-07
Position 142: 4.1021781665606354e-07
Position 4528: 3.92345774358137e-07
Position 751: 2.909418465642697e-07
Position 1453: 2.6994999309472595e-07
Position 715: 2.606333815591869e-07
Position 1435: 2.3294755877922927e-07
Position 1379: 2.2260282377750874e-07
Position 679: 2.2052651291941994e-07
Position 270: 2.2002791373609555e-07
Position 434: 2.1957036845274698e-07
Position 363: 1.7124632014407818e-07
Position 4367: 1.552101237906926e-07
Position 149: 1.4696659623699186e-07
Position 709: 1.339198080093871e-07
Position 229: 1.1328273536688966e-07
Position 457: 1.1181619490246576e-07
Position 592: 9.91784582800403e-08
Position 559: 8.654255995345958e-08
Position 3945: 7.802859624864294e-08
Position 4434: 3.85002473086701e-08
Position 4232: 3.1046767944084317e-08
Position 1070: 1.6262573528273665e-08
Position 4220: 1.400486911574786e-08
Position 1101: 9.241232386471641e-09
Position 4054: 8.678268778264112e-09
Position 763: 6.279803910280148e-09
Position 4471: 3.634471311153281e-09
Position 537: 2.217694525199406e-09
Position 1272: 1.9721954619227862e-09
Position 241: 1.8653087984598034e-09
