Gene = TAMM41
index = 1375
Annotated 5SS: [  271  2744  7551 17059 29581 37256 38940]
Annotated 3SS: [ 2560  7457 16907 29434 37089 38876 56190]
SMsplice 5SS: [  271  2744  7551 17059 20055 29581 37256 38940]
SMsplice 3SS: [ 2560  7457 16907 19966 29434 37089 38876 56190]
top_k =  500
Partition function (log Z): -2.3658929133730515

Sorted 5' Splice Sites (High to Low Probability):
Position 20055: 0.999990048184343
Position 29581: 0.9999873744490507
Position 37256: 0.999931712808835
Position 7551: 0.999930594425139
Position 17059: 0.998390218769078
Position 271: 0.9796921781345723
Position 2744: 0.9629393007633081
Position 38940: 0.8785801990579483
Position 39744: 0.5092316177394335
Position 38438: 0.46943553619654965
Position 16544: 0.366050757438716
Position 17946: 0.3537417237191724
Position 1074: 0.34615952251721754
Position 18530: 0.22432626688705667
Position 7353: 0.16627326726200134
Position 37434: 0.15292582456284942
Position 39987: 0.15074710932936053
Position 39544: 0.150477209980584
Position 3732: 0.09556624963569733
Position 2024: 0.09336172231041094
Position 19723: 0.08953174436510947
Position 39083: 0.08639872010339383
Position 17518: 0.07767011633524246
Position 13770: 0.0687825917071919
Position 39358: 0.06804415247461928
Position 18572: 0.06508675511608956
Position 18551: 0.06320051226706441
Position 18555: 0.04035241286667102
Position 39539: 0.040209303541934166
Position 14571: 0.036951788815152764
Position 2739: 0.035953024731480994
Position 18991: 0.03312723362321873
Position 8095: 0.027658207107730103
Position 42435: 0.027246656754818063
Position 1882: 0.025677019559291855
Position 18921: 0.02539449213671107
Position 706: 0.02396862871322151
Position 14422: 0.02308243175461367
Position 11613: 0.02292960763781521
Position 3530: 0.02095750062022172
Position 16362: 0.017729088994482806
Position 15374: 0.017340177995832314
Position 39463: 0.01699358805356577
Position 5531: 0.016315416309082665
Position 473: 0.014595909115169795
Position 38317: 0.013073407617861979
Position 19430: 0.01295014796383113
Position 14982: 0.0122858769440059
Position 13570: 0.012013578652004645
Position 19233: 0.01173710484923206
Position 15426: 0.011435231890448351
Position 15679: 0.01094644922539124
Position 4754: 0.010278478165454172
Position 18894: 0.0098572923303553
Position 5297: 0.00962155851405471
Position 5657: 0.00597629745560903
Position 39427: 0.0059685772758814905
Position 559: 0.0052092604492367574
Position 16011: 0.004712722012759251
Position 1785: 0.004586155960387373
Position 13331: 0.004583704051774663
Position 821: 0.004561359028270618
Position 3254: 0.004325892501562658
Position 3863: 0.003884362603185058
Position 3642: 0.003549677865770309
Position 39078: 0.0034101182041127768
Position 13555: 0.003348170222842058
Position 2480: 0.003207297599972926
Position 10700: 0.0030525641809316098
Position 19014: 0.002897493656739891
Position 15580: 0.0027897886525765393
Position 16051: 0.0026591896335047566
Position 3665: 0.0025437885836412403
Position 5335: 0.0022958581999956897
Position 4024: 0.0021021357939003853
Position 3005: 0.0019952005124914845
Position 39127: 0.0015338908614475923
Position 897: 0.001470039245778337
Position 848: 0.0013669457343567087
Position 5178: 0.001224973383419652
Position 5287: 0.001188647249507819
Position 496: 0.0011045727692656085
Position 4327: 0.0010447150833916199
Position 1172: 0.0008767347650971501
Position 2012: 0.0008215692940206114
Position 3567: 0.0007621529769846126
Position 13335: 0.0007061362090906792
Position 1394: 0.0007016286859165947
Position 2892: 0.0006894822430439045
Position 4777: 0.0006616857719056813
Position 17263: 0.0006548008488549428
Position 257: 0.0005783218656182496
Position 17463: 0.0005556188329296587
Position 1916: 0.0005542132922578148
Position 1800: 0.0005488546897383937
Position 162: 0.0005263378925415437
Position 753: 0.0004725601021691238
Position 852: 0.0004565343547945358
Position 13192: 0.00040111595670185056
Position 951: 0.0003387075046554729
Position 237: 0.00032059437444112
Position 1886: 0.0003098413105865462
Position 2016: 0.000305277930146449
Position 9477: 0.00030257765435099277
Position 9742: 0.00029176643437682823
Position 9607: 0.0002879782242999685
Position 2314: 0.00024063884299209415
Position 38959: 0.00023011946986027534
Position 70: 0.0002067610331573959
Position 17511: 0.0001870313380187426
Position 661: 0.00017971570095454394
Position 957: 0.00016925398249936324
Position 18521: 0.0001683378790419967
Position 1760: 0.00011380556467046457
Position 832: 0.00010335278648591336
Position 447: 9.25117804691366e-05
Position 477: 8.561547147093674e-05
Position 1354: 8.369136890262516e-05
Position 72: 8.310714919501359e-05
Position 2188: 8.148409150445188e-05
Position 166: 7.853348746706928e-05
Position 996: 6.357055634895963e-05
Position 8390: 5.963967364996403e-05
Position 7574: 5.493953979148087e-05
Position 1772: 5.044402637949278e-05
Position 13308: 4.871626479765926e-05
Position 11647: 4.7714643413511195e-05
Position 8964: 4.3285176730299486e-05
Position 3298: 2.410148698338184e-05
Position 727: 2.0465934072253116e-05
Position 379: 1.993727679794969e-05
Position 3013: 1.9252467202487518e-05
Position 16: 1.8555321348062995e-05
Position 235: 1.68131905365565e-05
Position 88: 1.0636084678239794e-05
Position 2879: 8.591343465516661e-06
Position 302: 7.969413227649882e-06
Position 394: 6.452624467572005e-06
Position 121: 4.163931981496115e-06
Position 806: 3.7038081496970893e-06
Position 2733: 3.5058980829701536e-06
Position 803: 3.473395758661964e-06
Position 31: 3.158198734390167e-06
Position 865: 2.4061818162507802e-06
Position 2816: 1.6319461737585244e-06
Position 3963: 1.1603943071996147e-06
Position 8306: 6.461215947637535e-07
Position 76: 5.821372334227558e-07
Position 3021: 4.980267078867027e-07
Position 8109: 4.635926541304006e-07
Position 8091: 3.8140141189323324e-07
Position 8745: 3.4698359478727225e-07
Position 9094: 3.242810206495379e-07
Position 112: 3.145603444514742e-07
Position 9301: 2.7133313331856387e-07
Position 7774: 1.5936424276253284e-07
Position 220: 1.3467830809545475e-07
Position 316: 1.2548354825895212e-07
Position 209: 1.0235131316978851e-07
Position 359: 7.940918589545545e-08
Position 18: 6.78415723564881e-08
Position 418: 6.37808847306158e-08
Position 435: 5.0597426417440286e-08
Position 114: 2.701394321488113e-08
Position 91: 7.074414302726951e-09
Position 344: 6.99311596546585e-10
Position 186: 5.364849975146226e-10
Position 306: 4.372184876230657e-10
Position 381: 9.652593103220004e-13
Position 8035: 1.3036031994114565e-13
Position 321: 2.4716917629778413e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 19966: 0.9999945551193226
Position 29434: 0.9999873744490507
