Gene = ANKMY2
index = 81
Annotated 5SS: [  311  9427 18778 20835 30074 35269 36188 41097 43438]
Annotated 3SS: [ 9361 18638 20735 29912 35053 36051 40967 43307 44871]
SMsplice 5SS: [  311  1133  9427 18778 20835 28425 28609 41097]
SMsplice 3SS: [ 1023  9361 18638 20735 28340 28523 40967 44871]
top_k =  500
Partition function (log Z): -7.131852500176189

Sorted 5' Splice Sites (High to Low Probability):
Position 9427: 1.0000000000000007
Position 20835: 0.9999499054133231
Position 28609: 0.992824758615675
Position 311: 0.9554527720876396
Position 1133: 0.7608138400189858
Position 18778: 0.7190721130355786
Position 30074: 0.6270816352134316
Position 30355: 0.573725787035565
Position 36188: 0.4583113268149637
Position 29215: 0.4115895904537431
Position 21584: 0.2823830586162087
Position 24774: 0.26879182911758537
Position 24383: 0.2214805528798816
Position 12461: 0.2030246060913234
Position 33814: 0.18399562101733533
Position 4217: 0.17603393479015703
Position 2376: 0.16526364406320634
Position 8825: 0.1458895469518775
Position 15131: 0.13146143473336414
Position 31166: 0.12463742648179674
Position 22019: 0.09120749625938027
Position 8700: 0.0803576270679952
Position 1903: 0.07793084045193366
Position 1682: 0.0744820677296215
Position 18720: 0.06636187173858972
Position 660: 0.06385331040658832
Position 2348: 0.04863310850237454
Position 1428: 0.04730692669537154
Position 13504: 0.043174639012228316
Position 29443: 0.03840210677101866
Position 25034: 0.03579884623967329
Position 17591: 0.028909578872472048
Position 2841: 0.02844285815259785
Position 1473: 0.027088782285334387
Position 418: 0.022460123184191244
Position 3787: 0.021225512364127112
Position 7423: 0.01738080398685848
Position 24605: 0.016600690384941375
Position 3449: 0.013786490499199498
Position 15436: 0.013211832742482695
Position 36161: 0.01316381290357511
Position 1174: 0.011346289887922918
Position 13673: 0.010938038524095903
Position 670: 0.010374909482943605
Position 2887: 0.010235482111296249
Position 1185: 0.009614559559509827
Position 561: 0.009217125857866274
Position 680: 0.009101616742762823
Position 8799: 0.006155114361764657
Position 3147: 0.005471453613818397
Position 4351: 0.004725948881302609
Position 2869: 0.004425595235713243
Position 1611: 0.004163309584901076
Position 19167: 0.004137882809163519
Position 6437: 0.0036725414221132967
Position 5918: 0.003578530100576017
Position 33666: 0.0034132797448043926
Position 122: 0.0032500184436521857
Position 805: 0.003087299343222763
Position 6854: 0.002822214498163182
Position 1531: 0.002775446972757391
Position 486: 0.0024308142387976274
