Gene = ANKUB1
index = 85
Annotated 5SS: [  547  2043 12585 22264 25667]
Annotated 3SS: [ 1898 12367 22148 24727 31209]
SMsplice 5SS: [  547  1612  2043 12503 19418 22264 27254 30224]
SMsplice 3SS: [ 1525  1926 12367 19344 22148 27143 30162 30863]
top_k =  500
Partition function (log Z): -12.769472039620183

Sorted 5' Splice Sites (High to Low Probability):
Position 2043: 0.9797993847459352
Position 547: 0.9719551420803241
Position 12503: 0.8079227334144495
Position 1612: 0.5442576968980531
Position 446: 0.40756333206079703
Position 924: 0.14408058149759806
Position 12923: 0.123884466814001
Position 12479: 0.09580161086971092
Position 9737: 0.09043971614721061
Position 7335: 0.08898370842689131
Position 5667: 0.07650403744638597
Position 13161: 0.06507194097052617
Position 7752: 0.050438314774716574
Position 9372: 0.040134559370021514
Position 3531: 0.03221759405797786
Position 211: 0.02915232044428171
Position 15249: 0.02886016825283048
Position 5870: 0.025515338786425687
Position 9320: 0.020169874555366087
Position 12585: 0.01539094365653283
Position 10136: 0.01351889619923587
Position 1857: 0.008227420509524474
Position 2214: 0.007483843180571275
Position 2383: 0.007348693470805561
Position 112: 0.006719721531393997
Position 984: 0.006666833620047496
Position 5853: 0.005095369330827453
Position 4896: 0.004825969452820556
Position 64: 0.003273106542914897
Position 1650: 0.0028695540148227306
Position 82: 0.002720753393965781
Position 256: 0.0014479266269934751
Position 1082: 0.0014105398373115783
Position 726: 0.0012838367742619454
Position 805: 0.0009791253480311937
Position 526: 0.0008865813747747938
Position 292: 0.0007430225630961555
Position 422: 0.0005956140464487628
Position 1684: 0.0005183893280211524
Position 638: 0.0004996564247931922
Position 195: 0.0004979205486383379
Position 622: 0.0004823132064270294
Position 577: 0.0004755307052444802
Position 1033: 0.00044180777119551994
Position 263: 0.000415480426383968
Position 134: 0.0003866658833329152
Position 1601: 0.00037967490733105066
Position 1322: 0.00032883543467696074
Position 1655: 0.0003125477219655502
Position 1821: 0.0002935981849682323
Position 56: 0.0002764342427941088
Position 265: 0.000270606638363902
Position 86: 0.00022050435402132633
Position 1852: 0.00021592089697284602
Position 378: 0.00021205285766500513
Position 41: 0.0001909060697999305
Position 181: 0.00018517832076794482
Position 4285: 0.0001804151736552155
Position 1435: 0.00017336180068039172
Position 3756: 0.0001589438531184665
Position 7997: 0.00012348387930567506
Position 3597: 0.00010723058733036788
Position 613: 8.293730738522724e-05
Position 551: 6.537584654634935e-05
Position 1087: 5.8757112528784115e-05
Position 803: 5.578626248426575e-05
Position 123: 5.070021344442971e-05
Position 2204: 4.5464284066027764e-05
Position 4: 3.9928403807419036e-05
Position 2051: 3.857349192650199e-05
Position 340: 3.762722727811464e-05
Position 189: 3.298454251687149e-05
Position 10: 2.2734444259610547e-05
Position 1958: 1.8877659091292894e-05
Position 110: 1.7051495552053104e-05
Position 2484: 1.3006328932533242e-05
Position 2117: 8.364679805688941e-06
Position 1943: 8.364659620438e-06
Position 717: 7.544758938963424e-06
Position 368: 2.203724255316661e-06
Position 176: 2.111182235448618e-06
Position 284: 2.0747517916111217e-06
Position 2096: 1.2596491811349376e-06
Position 3607: 1.1899575171586842e-06
Position 436: 1.1775629610840536e-06
Position 154: 1.0206986386952342e-06
Position 271: 8.532268807680366e-07
Position 269: 6.592773800937941e-07
Position 781: 6.17941789493963e-07
Position 3490: 4.964703228863451e-07
Position 2183: 4.049047702549242e-07
Position 3526: 3.2345690014153967e-07
Position 2001: 2.851189409281676e-07
Position 2037: 2.603748503211505e-07
Position 2017: 2.397157688294108e-07
Position 452: 9.812007621439178e-09
Position 599: 2.958076479968684e-09
Position 1984: 4.331326483612871e-10
Position 520: 3.323516898721174e-10
Position 731: 7.603658575300095e-11
Position 495: 8.624374912062061e-12
Position 502: 5.96065364085821e-12
Position 1701: 4.075009097983572e-12
Position 529: 2.6754264166264216e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 12367: 0.9613868700310843
Position 1926: 0.7141980976443267
Position 1525: 0.5361539716506803
Position 14843: 0.28465445936443606
Position 1898: 0.26531796933262475
Position 508: 0.2306669907846063
Position 17151: 0.21043943658680772
Position 17527: 0.1742747029818785
Position 511: 0.1696659997468078
Position 22148: 0.10480910649405231
Position 12831: 0.10191691001392396
Position 797: 0.0760947877849506
Position 5552: 0.06379929706746611
Position 7250: 0.04761093046277252
Position 13032: 0.0463349619105531
Position 9538: 0.038539852399080206
Position 7115: 0.03747989594744762
Position 14110: 0.036093948939316924
Position 13050: 0.035821658838598384
Position 9319: 0.034598235790683565
Position 7669: 0.03344236329738017
Position 5721: 0.03140586423974379
Position 819: 0.030489665509025404
Position 17954: 0.029251388534163897
Position 12852: 0.029206421432425984
Position 9601: 0.028277501387461084
Position 701: 0.025299562522128418
Position 15853: 0.02394431086489503
Position 9493: 0.023849146435923663
Position 3424: 0.020854988113011255
Position 8929: 0.019078944853443195
Position 7605: 0.017898199040364857
Position 445: 0.017811847515552696
Position 852: 0.01699168582257993
Position 16675: 0.016500555624205958
Position 9972: 0.013518896199235884
Position 8066: 0.013341430095810899
Position 481: 0.011751381867235516
Position 2182: 0.011207435439134945
Position 9276: 0.011160740241054276
Position 3329: 0.010678900908895658
Position 14773: 0.010526105721665896
Position 14066: 0.01024864512163544
