Gene = TRAT1
index = 1479
Annotated 5SS: [  237  8083 16270 24432 26557]
Annotated 3SS: [ 7971 16235 24369 26467 30921]
SMsplice 5SS: [  237  2174  2369  8083 16270 24432 26557]
SMsplice 3SS: [ 2035  2289  7971 16235 24369 26467 30079]
top_k =  500
Partition function (log Z): -16.05173592247594

Sorted 5' Splice Sites (High to Low Probability):
Position 237: 0.9058978796047362
Position 8083: 0.9034374497895631
Position 2369: 0.8284774041296027
Position 2174: 0.5944830529926437
Position 473: 0.5248256892431844
Position 6422: 0.34223365395390376
Position 9637: 0.33128291416793043
Position 3904: 0.21650537113247767
Position 16270: 0.1782145832111157
Position 3689: 0.10400691707563453
Position 6250: 0.09010362327862523
Position 7928: 0.08619541990921274
Position 7363: 0.044183097742613274
Position 10030: 0.03953942118205774
Position 2446: 0.039353600974432225
Position 3314: 0.0358403457664501
Position 16387: 0.020645913748699955
Position 715: 0.008605300808555764
Position 4659: 0.007360270764571894
Position 8110: 0.006325987446725862
Position 1452: 0.005995891769557184
Position 8836: 0.005866046501932062
Position 697: 0.0034871361267901297
Position 505: 0.0032110341986905885
Position 450: 0.0023971842131228407
Position 1542: 0.0011985179933288034
Position 2894: 0.0010585508731382836
Position 159: 0.0008438685425121344
Position 3191: 0.0008108892717582983
Position 1770: 0.0008051979264016057
Position 2233: 0.000776488621803152
Position 748: 0.0006785395060722493
Position 4669: 0.0004824789658216742
Position 500: 0.000478888454219241
Position 330: 0.00046004163978243223
Position 3725: 0.00041302256689213467
Position 44: 0.00034197074353622584
Position 1849: 0.0002245547876089156
Position 1269: 0.00012760046073918927
Position 364: 8.630122353091245e-05
Position 585: 7.398657649753215e-05
Position 163: 6.959309544679769e-05
Position 468: 6.831959849673959e-05
Position 2824: 4.664122501584583e-05
Position 232: 3.6867933330649974e-05
Position 30: 2.7131891086019305e-05
Position 269: 2.6075308273756745e-05
Position 2350: 1.8497206845769868e-05
Position 319: 1.3857050494320278e-05
Position 2307: 1.2317534776310524e-05
Position 347: 9.171548789905547e-06
Position 2593: 9.004133814724208e-06
Position 105: 8.77574585865446e-06
Position 298: 6.947967267675129e-06
Position 26: 5.249528947502561e-06
Position 271: 2.2236446098663878e-06
Position 333: 9.233908352048599e-07
Position 790: 3.406481060484719e-07
Position 113: 3.2433290629878404e-07
Position 479: 2.687858741741684e-07
Position 2654: 2.3780578056554222e-07
Position 273: 2.3389840891155724e-07
Position 815: 2.0155136991010412e-07
Position 556: 1.906124068323335e-07
Position 543: 1.8029342818676677e-07
Position 561: 1.62787491046495e-07
Position 1019: 9.063186267702075e-08
Position 241: 4.906236234038267e-08
Position 389: 4.7091730482453975e-08
Position 511: 4.43889822322161e-08
Position 770: 3.2499952876644456e-08
Position 477: 3.150247752974699e-08
Position 737: 2.889281604435669e-08
Position 397: 2.160326405222758e-08
Position 803: 2.1306146636901582e-08
Position 190: 1.4051755421987705e-08
Position 2114: 8.964849830035353e-09
Position 403: 6.048950101897331e-09
Position 541: 4.035814853194816e-09
Position 260: 3.4365549194769986e-09
Position 362: 3.0085812999363323e-09
Position 878: 4.365450759158489e-11
Position 431: 5.191918700292914e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 2035: 0.49539307983641295
Position 2289: 0.47680824609700345
Position 7971: 0.4607707576819641
Position 8010: 0.45473535146648375
Position 16235: 0.4282535929151428
Position 424: 0.3882832255964842
Position 6109: 0.3679785672057922
Position 9534: 0.34044630065955966
Position 2260: 0.320201303503993
Position 19700: 0.11637060555710302
Position 3625: 0.1145085800883525
Position 2081: 0.10095223393417506
Position 3571: 0.09553875648282252
Position 7713: 0.08636261119146466
Position 13998: 0.07413118144357655
Position 16451: 0.07336258460021527
Position 15489: 0.07199174816197454
Position 6309: 0.07125008126017277
Position 3679: 0.07122622681390922
Position 11786: 0.06399620302031388
Position 11766: 0.05905535603406062
Position 14392: 0.04608026962643816
Position 7201: 0.04418309774261321
Position 2200: 0.03957476596594355
Position 362: 0.03432932717749562
Position 8359: 0.02863205087109419
Position 10767: 0.02757366178551548
Position 12275: 0.02624746208268287
Position 10124: 0.02455479691194576
Position 9872: 0.018232560070994414
Position 3740: 0.017239553674056756
Position 10946: 0.016374799921634885
Position 2893: 0.015939818783994326
Position 465: 0.015548088364976983
Position 12488: 0.015495125371793119
Position 9787: 0.015412716968623728
Position 9417: 0.014808748733318463
Position 10999: 0.012921093965034781
Position 3838: 0.012371413538850639
Position 8866: 0.012277047175821948
Position 9573: 0.010399671935411813
Position 2265: 0.00973305244155042
Position 16419: 0.009127306802497565
Position 8733: 0.008665256358451646
Position 8481: 0.007185555680604685
Position 3176: 0.0070577099057191174
Position 2222: 0.006479422944933862
Position 602: 0.006360966945705075
Position 9855: 0.006324021530377728
Position 3119: 0.005603739784144812
Position 6243: 0.005588226984530113
Position 1199: 0.005540796535136632
Position 8308: 0.004951329463799486
Position 4435: 0.004901251409487816
Position 3720: 0.004447364921555175
Position 12982: 0.004026430687909
Position 3030: 0.003988351261331627
Position 2047: 0.0037378356714228723
Position 9771: 0.00322903701199582
Position 3075: 0.0027356192565164885
Position 446: 0.0026810164936405573
Position 2331: 0.002669714018528935
Position 3486: 0.0024703083425339006
Position 8862: 0.0021271475228292896
Position 11562: 0.002051344502113775
Position 3886: 0.001955692001784103
Position 2307: 0.0018237441824919358
Position 3059: 0.00156874613469692
Position 4561: 0.00151329733678599
Position 1849: 0.0014757438786397452
Position 1986: 0.0014221127833348938
Position 12352: 0.0013448953552411154
Position 3703: 0.0012892493144124714
Position 1882: 0.0012687787794960173
Position 438: 0.0011974646648085833
Position 11803: 0.0011471665153834304
Position 8187: 0.0011143747968264271
Position 2759: 0.0010901030126194108
Position 556: 0.0010691784197898616
Position 9237: 0.0010526613263290012
Position 2227: 0.0010281184686570142
Position 8886: 0.0009914004196822375
Position 1662: 0.0009852855527195778
Position 3190: 0.0009557557044042084
Position 2092: 0.0008365481842977937
Position 1268: 0.0008076638829538303
Position 8236: 0.0008073978465031324
Position 4577: 0.0008016364795532904
Position 397: 0.0007519381898709794
Position 4942: 0.0007240700923122541
Position 4532: 0.0006660946394422338
Position 3522: 0.0005923951542979502
Position 1195: 0.0005468446155946218
Position 3150: 0.0005162547923199202
Position 403: 0.00048310616755043627
Position 654: 0.0004829974481594896
Position 1681: 0.0003988088296401123
Position 3098: 0.00035009459180722834
Position 4026: 0.00034666728435008053
Position 1218: 0.00030319954994326506
Position 1358: 0.00024978617012195466
Position 2737: 0.0001908431865185377
Position 1807: 0.00015328620284553728
Position 628: 0.00014605230643983163
Position 5249: 0.00014300463135053952
Position 5275: 0.0001393092397204475
Position 2368: 0.00013832983891822942
Position 311: 0.00012271006053958647
Position 1665: 0.00010463394979612804
Position 561: 9.398936031928608e-05
Position 1435: 9.024992056050437e-05
Position 1384: 8.322178029125246e-05
Position 3288: 8.086795629298193e-05
Position 5440: 7.940160202685745e-05
Position 604: 7.777914521656397e-05
Position 5914: 7.352390508206215e-05
Position 326: 6.392558758709269e-05
Position 5643: 6.281420416924729e-05
Position 4735: 6.19377796205827e-05
Position 136: 5.2167273797195654e-05
Position 2924: 4.5319059082342274e-05
Position 319: 4.1017813643215496e-05
Position 4243: 2.8762597730290665e-05
Position 330: 2.5297575635781763e-05
Position 2500: 2.324850647036651e-05
Position 577: 2.2663528689693004e-05
Position 2816: 2.2091551138585354e-05
Position 2104: 2.0573292329297048e-05
Position 333: 1.500996693483317e-05
Position 3582: 1.1470340902477078e-05
Position 609: 9.46519197059604e-06
Position 523: 8.606233828771535e-06
Position 632: 5.269772949143379e-06
Position 2706: 4.314192797020009e-06
Position 2292: 3.8042712162568495e-06
Position 2334: 1.0429584384685386e-07
Position 526: 8.439196666897784e-08
Position 2567: 7.825382349982542e-08
Position 1364: 5.700198405925985e-08
Position 202: 4.396918504952585e-08
Position 1170: 3.3873710989762124e-08
Position 566: 2.0435773435514274e-08
Position 675: 1.93026175091165e-08
Position 856: 1.8607822909383036e-08
Position 1510: 1.112224265038069e-08
Position 298: 9.900690610937465e-09
Position 1484: 9.653190359380593e-09
Position 151: 9.48220935111469e-09
Position 618: 8.39753821078211e-09
Position 1222: 6.287665638630798e-09
Position 583: 3.357433577697619e-09
Position 746: 3.197321375482224e-09
Position 308: 1.7283027149600684e-09
Position 228: 1.5958707580313683e-09
