Gene = COG2
index = 392
Annotated 5SS: [  187 17134 18332 20730 22096 26293 27044 29149 32633 36561 41144 42745
 44641 45652 46071 47662 49073]
Annotated 3SS: [16971 18265 20648 21991 26183 26863 29023 32505 36420 41081 42592 44442
 45578 45927 47521 48891 50799]
SMsplice 5SS: [  187 17134 18332 20730 22096 24603 26293 27044 28913 29149 36286 36561
 41144 42745 44641 47662]
SMsplice 3SS: [16971 18265 20648 21991 24539 26183 26863 28822 29023 36041 36420 41081
 42592 44530 47521 48891]
top_k =  500
Partition function (log Z): 15.050757290418428

Sorted 5' Splice Sites (High to Low Probability):
Position 42745: 1.0000000000000022
Position 18332: 0.9894006891650301
Position 17134: 0.9844901697625303
Position 29149: 0.97031828408059
Position 22096: 0.9521321412207998
Position 26293: 0.9451711067272236
Position 20730: 0.936246802798009
Position 36286: 0.9206676945985203
Position 187: 0.9181722927006818
Position 44641: 0.9135748892362955
Position 36561: 0.9120979532863448
Position 47662: 0.9010929637899108
Position 24603: 0.7969086859497022
Position 41144: 0.7333523589249573
Position 28913: 0.701997738070414
Position 27044: 0.6706209345660054
Position 5782: 0.4779871718680146
Position 24066: 0.46628770618510523
Position 49073: 0.4237000568595576
Position 25554: 0.3897446393694107
Position 26631: 0.3770748709897735
Position 25040: 0.3615066190609517
Position 4264: 0.35574424419806855
Position 47264: 0.3480744032985362
Position 37271: 0.2778164605228599
Position 46071: 0.26763984632426996
Position 45652: 0.24938533686790448
Position 12327: 0.23614063301984173
Position 12226: 0.23468935298570798
Position 1261: 0.19362825980566098
Position 21156: 0.1724040979059655
Position 31299: 0.161631489590319
Position 32633: 0.1611917249873964
Position 41936: 0.1462321155536638
Position 41263: 0.140782112108456
Position 43708: 0.11710129481660042
Position 19877: 0.11647612309249171
Position 13253: 0.11331693292959495
Position 27017: 0.11115115677642826
Position 4281: 0.10357250146040015
Position 26092: 0.09570586196502907
Position 38059: 0.07515838618272862
Position 11716: 0.0746353219088402
Position 4072: 0.06058688731498904
Position 26050: 0.059934687863282536
Position 31277: 0.05985125889135681
Position 32317: 0.057947235212065525
Position 40593: 0.057051085413140176
Position 17615: 0.05638905057301767
Position 348: 0.04816092986389447
Position 47205: 0.048008325846477
Position 48047: 0.042440615642765876
Position 35836: 0.040112140900658094
Position 24687: 0.03653829454239477
Position 24691: 0.03575337993646769
Position 44223: 0.032735042286310176
Position 28268: 0.03225191814047297
Position 26284: 0.031920911558307515
Position 1057: 0.02984591288134756
Position 41949: 0.029544788670803672
Position 43394: 0.029440965365773723
Position 43375: 0.02742787048901032
Position 12179: 0.027172660884644012
Position 44354: 0.02651126245976997
Position 50922: 0.025326806426256347
Position 12196: 0.02528469061139019
Position 41620: 0.02390429994220207
Position 45131: 0.01819691947061818
Position 776: 0.01811574820671427
Position 41173: 0.015923808274118108
Position 13249: 0.01506803746433568
Position 4300: 0.014967022825275466
Position 22410: 0.014129450399061171
Position 47220: 0.0129445334370358
Position 25537: 0.012667988378262555
Position 1216: 0.012496134587176813
Position 20554: 0.01230007143871916
Position 3481: 0.012250624925559315
Position 18639: 0.01152280100509726
Position 389: 0.011484025520102779
Position 29213: 0.010901694284516875
Position 29136: 0.01078093736026899
Position 17152: 0.010591875233243885
Position 32458: 0.009393818092746562
Position 19151: 0.009257378613031279
Position 20376: 0.009160167204893871
Position 47940: 0.00912210373876531
Position 6841: 0.008990955306902002
Position 38406: 0.008544322619474264
Position 50250: 0.007906826715626728
Position 18643: 0.0074031054763399416
Position 36126: 0.007240058614397138
Position 5871: 0.0071160311233702325
Position 6412: 0.007000929443405683
Position 49352: 0.006352397251930306
Position 1418: 0.006351561223774389
Position 5468: 0.006125615315928695
Position 19785: 0.006065563712730569
Position 27450: 0.005501963478942376
Position 48094: 0.005165540724118026
Position 49388: 0.004394095277723663
Position 770: 0.0042525636547127025
Position 3122: 0.004143147430451313
Position 19588: 0.004129582490506719
Position 45275: 0.0033750357290469775
Position 27566: 0.0032720745642555163
Position 27464: 0.0032460702473290693
Position 6096: 0.0029896127607743845
Position 1993: 0.002928794190497482
Position 31027: 0.002861108478800534
Position 21882: 0.002641395691067627
Position 44696: 0.002519324491509283
Position 19066: 0.002438446683761143
Position 48185: 0.0023178958176646083
Position 1398: 0.0023064905555618687
Position 37515: 0.0022155824849415763
Position 30112: 0.0021722159437519146
Position 7197: 0.002098352812587371
Position 906: 0.0019794924742200792
