Gene = TRAPPC13
index = 1478
Annotated 5SS: [   73 10336 11010 12747 22149 25849 27512 30620 33468 35864 37117 39351]
Annotated 3SS: [10266 10909 12661 22020 25775 27466 30601 33333 35664 37015 39199 39469]
SMsplice 5SS: [   73  7436 11010 12747 21515 22149 25849 27512 33468 37117 39351]
SMsplice 3SS: [ 7330 10909 12661 21396 22020 25775 27466 33333 37015 39199 39469]
top_k =  500
Partition function (log Z): -2.585811670626565

Sorted 5' Splice Sites (High to Low Probability):
Position 11010: 0.9837563442657805
Position 22149: 0.9775129340663551
Position 73: 0.9505346402897054
Position 33468: 0.9321025621770985
Position 12747: 0.9187463075849979
Position 37117: 0.9111971122493492
Position 27512: 0.8620426537091139
Position 7436: 0.8062265899610804
Position 39351: 0.7310224318880443
Position 25849: 0.6193819563262866
Position 21515: 0.5473253318786948
Position 10336: 0.479350460333915
Position 26015: 0.39109547123947647
Position 35864: 0.24091515200066924
Position 25867: 0.2226346839098335
Position 22422: 0.17872714404223278
Position 5511: 0.14505612698526815
Position 37865: 0.14153695149716608
Position 37356: 0.12247350845038052
Position 9626: 0.12012731441691292
Position 2955: 0.10976610218310191
Position 630: 0.10200469508241866
Position 14827: 0.08854345136313688
Position 39014: 0.07631107670680162
Position 29580: 0.05251036960974166
Position 8030: 0.04746083770502261
Position 35150: 0.04699660059370367
Position 25711: 0.04162222592345975
Position 30203: 0.04136847442639262
Position 7592: 0.04126609903664583
Position 7116: 0.033005460489432786
Position 10375: 0.02673258734555155
Position 9850: 0.02340503540211216
Position 9644: 0.02286176989393108
Position 277: 0.020748195598209798
Position 7106: 0.01795473048956053
Position 7427: 0.014530335021208141
Position 29901: 0.014354504980351155
Position 1173: 0.013721079654080969
Position 387: 0.0126474859698108
Position 7123: 0.011671293974746703
Position 9312: 0.011664531739022883
Position 4588: 0.008844970844745144
Position 7207: 0.0067052899619557665
Position 10624: 0.00645607450419452
Position 3237: 0.005478721950093107
Position 11928: 0.004965547907192899
Position 11748: 0.004710950241557167
Position 10482: 0.004361342058130033
Position 6237: 0.004156683127822674
Position 10127: 0.00400797274213088
Position 10421: 0.0034395576856342215
Position 37955: 0.00285169948374501
