Gene = EFCAB9
index = 486
Annotated 5SS: [ 137 5360 6571]
Annotated 3SS: [5210 6393 9041]
SMsplice 5SS: [ 137 5360]
SMsplice 3SS: [5210 6291]
top_k =  500
Partition function (log Z): -9.133283762988405

Sorted 5' Splice Sites (High to Low Probability):
Position 137: 0.9201587795918094
Position 719: 0.5185053030149483
Position 1475: 0.3858837530355412
Position 6571: 0.16316526396342912
Position 2103: 0.1341893391796898
Position 3525: 0.07708075506952969
Position 5364: 0.0327742664931155
Position 6563: 0.029798014894166846
Position 1183: 0.0284798766429119
Position 1444: 0.028366916276044745
Position 2545: 0.01554013516183524
Position 811: 0.013004767995910339
Position 463: 0.012012480723137334
Position 1595: 0.010104926494485151
Position 5336: 0.009359244071337286
Position 67: 0.009247870652135167
Position 192: 0.00852187712513208
Position 964: 0.0049283568692218204
Position 141: 0.004610695377952285
Position 664: 0.004261844845596708
Position 2482: 0.002320299245312899
Position 3565: 0.0021649522240928705
Position 410: 0.0020805088314433057
Position 1187: 0.0018663207484866152
Position 30: 0.0016116616866160647
Position 2129: 0.001331890870016387
Position 1531: 0.0011308827029792824
Position 4587: 0.000941736378962132
Position 371: 0.0008745042253904109
Position 76: 0.0008299521923246174
Position 6417: 0.0007267616494223662
Position 1134: 0.000558769443107847
Position 1580: 0.0005075718946763252
Position 507: 0.000474216618337171
Position 528: 0.0003607316800445471
Position 166: 0.000347176387716547
Position 776: 0.00021026005475439753
Position 2146: 0.0002060797618395246
Position 323: 0.00017737313808940833
Position 155: 0.00011322754402246456
Position 279: 0.00011168380335512893
Position 532: 0.00010037946098194448
Position 490: 9.784616224430333e-05
Position 224: 4.943908622910734e-05
Position 1351: 4.2055436891304956e-05
Position 697: 4.081019941921534e-05
Position 669: 3.8347479903055585e-05
Position 599: 3.216895885403219e-05
Position 631: 3.178877544103703e-05
Position 178: 1.550328170404933e-05
Position 442: 1.032532257093789e-05
Position 1464: 8.761089362191791e-06
Position 355: 7.738865326507526e-06
Position 1408: 6.588869485174101e-06
Position 228: 5.445234857356102e-06
Position 112: 1.971422726998855e-06
Position 190: 1.9291406663397888e-06
Position 373: 1.2973841843490808e-06
Position 1106: 1.2289814424131312e-06
Position 27: 8.929995836497853e-07
Position 429: 7.847296369629171e-07
Position 505: 7.722966830412758e-07
Position 401: 3.0078166690914183e-07
Position 2549: 2.3250476936478529e-07
Position 21: 3.783408740595385e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 6291: 0.5361567914171975
Position 551: 0.4838725530000054
Position 2058: 0.4164213268732921
Position 1275: 0.33592972293102014
Position 9056: 0.12015615648115965
Position 1324: 0.0755630166553111
Position 5210: 0.05432458433343904
Position 3396: 0.03966801103600169
Position 9098: 0.039118431167956366
Position 7920: 0.026817419687827113
Position 3446: 0.026113512307137984
Position 6562: 0.0236612628353132
Position 6393: 0.022314270844089386
Position 1116: 0.018546742144445322
Position 5004: 0.017718446649879118
Position 9041: 0.01568136230782143
Position 248: 0.014489978588594198
Position 3503: 0.010292530346746195
Position 2234: 0.009476247415227838
Position 5503: 0.008810824767189264
Position 5257: 0.007761190326389842
Position 1464: 0.0076911577014114494
Position 3743: 0.007376372486564055
Position 7509: 0.006942371591479625
Position 4381: 0.006800756034512945
Position 6648: 0.006771117970575601
Position 1505: 0.006265834249360941
Position 6299: 0.006129168041520702
Position 6525: 0.0059027201453039834
Position 7798: 0.0057675321592692355
Position 3271: 0.0053637801203458456
Position 1165: 0.00487837578606359
Position 413: 0.0038750666746474325
Position 599: 0.003788159778848336
Position 716: 0.003428864396193209
Position 6812: 0.003004640649158497
Position 5631: 0.002857054255493612
Position 1397: 0.0026680373502851614
Position 4465: 0.00236785257933279
Position 4009: 0.002118261225242582
Position 899: 0.0020210458376322005
Position 3537: 0.0018119371954331543
Position 1048: 0.0017345503622330938
Position 3850: 0.0016503742276170574
Position 272: 0.0014661315441956253
Position 2011: 0.0013883474321815638
Position 557: 0.001337245433894331
Position 1215: 0.001215949804749914
Position 2155: 0.0010990905224194047
Position 2439: 0.0010845316355335803
Position 3719: 0.0009828818605587617
Position 2980: 0.0009602213063148236
Position 1105: 0.0008946347740941755
Position 4914: 0.0008608723468036719
Position 1361: 0.0008319484211223027
Position 3927: 0.0007834459006820681
Position 1289: 0.0007796234808743263
Position 490: 0.000726522090533132
Position 924: 0.0006973214702734282
Position 3881: 0.0006829463109810528
Position 5106: 0.0006172617657890043
Position 2205: 0.0006070097656823171
Position 1277: 0.0005586259003628551
Position 2959: 0.0005503278656166053
Position 462: 0.0005472757816475229
Position 2467: 0.0005364249542475947
Position 1427: 0.0005254965078106355
Position 2388: 0.0005131503156131825
Position 604: 0.0004392294692044916
Position 2385: 0.00043877264109619445
Position 1042: 0.0003693784840163028
Position 624: 0.0003198799066055618
Position 890: 0.00030335070219810687
Position 875: 0.00028242249927800577
Position 532: 0.00027473617667966193
Position 321: 0.00027460167359368015
Position 1084: 0.00022236434164256066
Position 415: 0.00021662325449474905
Position 2259: 0.00021378031486149205
Position 581: 0.0002001472723609797
Position 860: 0.00015377946639884025
Position 1069: 0.00012570652612823197
Position 815: 0.00012565714783168328
Position 697: 0.00011652267709624482
Position 1624: 0.00011464566390095171
Position 562: 0.00011068271118244001
Position 1680: 9.86572785511711e-05
Position 1471: 8.507451377674872e-05
Position 1329: 7.746368734055123e-05
Position 945: 4.234462969136858e-05
Position 346: 4.139971641801084e-05
Position 1087: 3.799928389982821e-05
Position 1249: 3.7768602809944324e-05
Position 751: 3.705595062756794e-05
Position 228: 3.5750832667440974e-05
Position 2414: 3.395250752295251e-05
Position 437: 3.3068345951054766e-05
Position 1126: 3.233284848301421e-05
Position 2481: 2.8169678549073213e-05
Position 903: 2.5923697323152514e-05
Position 2332: 2.2619542215643463e-05
Position 2008: 2.2504965190658483e-05
Position 718: 1.3200827081129073e-05
Position 792: 1.2983196271404825e-05
Position 826: 9.916118630113258e-06
Position 1436: 9.683430611958353e-06
Position 370: 8.575776656430139e-06
Position 865: 7.90259014789637e-06
Position 797: 6.622947638700553e-06
Position 207: 5.214145105627409e-06
Position 614: 4.2422607231749495e-06
Position 358: 1.974603573552436e-06
Position 184: 1.9724660327940966e-06
Position 569: 1.822861596698712e-06
Position 298: 1.5834981314986556e-06
Position 329: 4.288919642661054e-07
Position 213: 1.2757133078463188e-07
Position 150: 9.289672775168372e-08
Position 611: 9.076341223290959e-08
Position 505: 3.968489305341481e-08
Position 141: 3.7314171839809865e-08
Position 355: 1.402004890579498e-08
Position 739: 1.2097088249270018e-08
Position 279: 1.0333821851867207e-08
Position 123: 9.546556346916101e-09
Position 1430: 9.54646296994828e-09
Position 423: 5.956406182795801e-09
Position 723: 3.254119389689154e-10
Position 209: 2.709470700948405e-13
Position 196: 4.8572367082589153e-14
Position 91: 2.973716287447313e-17
