Gene = NVL
index = 981
Annotated 5SS: [  317  3997 12510 12694 18588 22397 25354 25652 26665 29826 33887 36121
 40904 42613 44362 49265 55049 62354 80176 93882 97187 99162]
Annotated 3SS: [  3922  12456  12593  18529  22123  25220  25574  26529  29723  33768
  35975  40653  42393  44256  49201  54928  62253  80068  93804  97097
  99090 102716]
SMsplice 5SS: [  317  3997 12510 12694 17354 25354 25652 26665 29826 33887 36121 44362
 49265 50777 55049 62354 63384 80176 93882 97187 99162]
SMsplice 3SS: [  3922  12391  12593  17235  25220  25574  26529  29723  33768  35975
  44256  49201  50683  54928  62253  63163  80068  93804  97097  99090
 102716]
top_k =  500
Partition function (log Z): 9.880204365579715

Sorted 5' Splice Sites (High to Low Probability):
Position 44362: 0.9999999999999927
Position 55049: 0.9999950033528386
Position 29826: 0.9929165465174782
Position 33887: 0.9883829180315256
Position 62354: 0.9789175292804998
Position 12694: 0.9736931927337742
Position 25354: 0.9661033495205008
Position 3997: 0.9642429995935826
Position 80176: 0.9545029442888417
Position 50777: 0.9519092295301484
Position 26665: 0.9402603679602485
Position 12510: 0.8624682703450394
Position 49265: 0.8570170011477276
Position 317: 0.8311906151935106
Position 36121: 0.8236969375988057
Position 63384: 0.7052115068058354
Position 66710: 0.6705992668488251
Position 17354: 0.6117293931071722
Position 33607: 0.561129957639621
Position 25652: 0.5347092917190425
Position 47938: 0.5136408423716143
Position 18588: 0.45514578105277376
Position 48246: 0.35651577046440747
Position 67115: 0.3180127023551518
Position 17338: 0.2972046010490015
Position 50548: 0.2871783209763459
Position 48287: 0.2772602906714966
Position 33237: 0.25270998108007947
Position 10539: 0.22592701609330107
Position 42613: 0.2208463297674847
Position 34547: 0.21790937890036144
Position 40904: 0.20849507158901057
Position 28697: 0.16254808333523854
Position 32891: 0.14549725999866697
Position 32090: 0.13639149239155351
Position 36093: 0.13151646606157652
Position 280: 0.1290547498166411
Position 41339: 0.12749488913218188
Position 12500: 0.11684082989533628
Position 43134: 0.10892661346441325
Position 14453: 0.08144948674053111
Position 50534: 0.06743167250978382
Position 50576: 0.06647261367869989
Position 32974: 0.06145579029261974
Position 7157: 0.059207430547397084
Position 48208: 0.0572602931306134
Position 70469: 0.05725744474488921
Position 846: 0.055200927080131065
Position 49987: 0.05400145643118574
Position 22397: 0.053680426759797784
Position 54489: 0.052123125841695726
Position 58168: 0.04982774373396057
Position 6935: 0.04862852433467139
Position 36070: 0.04420881267164055
Position 28109: 0.03873040342720338
Position 15218: 0.03796301614720964
Position 602: 0.031117373060483487
Position 23681: 0.027714719806833092
Position 80192: 0.025640748776436684
Position 51077: 0.023246048613519713
Position 26249: 0.020406404208518237
Position 25361: 0.018075120471629243
Position 36883: 0.01801161862441585
Position 36498: 0.017630351618141485
Position 28969: 0.01689520243645074
Position 871: 0.016748352203104062
Position 16705: 0.01609147105068609
Position 52353: 0.015807933534987044
Position 12678: 0.015664547235657786
Position 25359: 0.015444837456543294
Position 33050: 0.014756304624808248
Position 15291: 0.013862573583170513
Position 48560: 0.013323868700367747
Position 51333: 0.013242896750830208
Position 671: 0.013195723723169458
Position 35860: 0.012560009724101965
Position 22356: 0.012293218292329634
Position 25767: 0.010984538920011352
Position 13895: 0.010922575571935107
Position 51358: 0.010619177016962788
Position 545: 0.009956282195834559
Position 33123: 0.008169686367391238
Position 3665: 0.007296798761406621
Position 54539: 0.007232746026256977
Position 14318: 0.007060284596878346
Position 3070: 0.006342594858884285
Position 27448: 0.006078344422416308
Position 50788: 0.005986257960667292
Position 164: 0.005911319935391756
Position 34670: 0.005792625747576774
Position 27956: 0.005645313463755953
Position 41507: 0.004898173193997972
Position 23098: 0.004560217076429974
Position 14015: 0.0044414006876493835
Position 13962: 0.004340989897114594
Position 38706: 0.004238863768252608
Position 17168: 0.0041903018861383905
Position 80417: 0.004098108078676657
Position 3669: 0.00409180970611755
Position 13143: 0.0038911010997659877
Position 34628: 0.0037655444899408683
Position 80317: 0.003703828088570782
Position 14503: 0.0036958123833659394
Position 497: 0.0035783826271303582
Position 2574: 0.003557733664355287
Position 1302: 0.0035140657544209366
Position 29232: 0.0034330981176118134
Position 527: 0.003219574378304142
Position 25916: 0.0029199380041013104
Position 81778: 0.0027993175817873912
Position 34382: 0.002717785324453456
Position 678: 0.0025001042111286523
Position 16462: 0.0022666882693685667
Position 29852: 0.0022090232081289868
Position 14153: 0.002191809546936969
Position 28755: 0.0020398622196200313
Position 3509: 0.0020204042554596395
Position 30373: 0.0019649120805464394
Position 42617: 0.0019519336979196627
Position 14337: 0.001923121398603342
Position 58: 0.0017789820964414118
Position 35847: 0.0017538763048116008
Position 28028: 0.0017459372144345187
Position 402: 0.0016679942702676526
Position 25700: 0.0016273643499808718
Position 26223: 0.0016019458133682914
Position 12431: 0.00154325036131412
Position 63992: 0.0015389967933044566
Position 55300: 0.0015018647759718795
Position 26812: 0.0014327108169390318
Position 33859: 0.001401699833474541
Position 25884: 0.0013733033533036292
Position 26318: 0.0012985947459297775
Position 65909: 0.0012801803329847389
Position 34939: 0.0012738000493148804
Position 26888: 0.0012522449061221311
Position 12698: 0.001234088501948586
Position 637: 0.0012097664316102002
Position 27213: 0.0011141901527035797
Position 49329: 0.0009816685777881574
Position 2279: 0.0009619578038726499
Position 3255: 0.0009537024194243637
Position 26378: 0.000932250468338122
Position 56655: 0.0008713557731210803
Position 444: 0.0008131505482968717
Position 56778: 0.0008050546898374174
