Gene = RSRP1
index = 1216
Annotated 5SS: [ 211 1076 2370 3970]
Annotated 3SS: [ 489 2217 3885 4813]
SMsplice 5SS: [ 211 2370 3970]
SMsplice 3SS: [2217 3885 4813]
top_k =  500
Partition function (log Z): 2.4821505037287497

Sorted 5' Splice Sites (High to Low Probability):
Position 211: 0.9861537715110292
Position 3970: 0.964907230353961
Position 2370: 0.9144946479627567
Position 1076: 0.5210227078879391
Position 624: 0.10834950235103821
Position 550: 0.07438529368057846
Position 4981: 0.0690585667102513
Position 2383: 0.056618205854348624
Position 4685: 0.053647294537191796
Position 3226: 0.048097610607273536
Position 633: 0.04122533728079544
Position 885: 0.03877542558069329
Position 1080: 0.033724973397924185
Position 3066: 0.030514456111033234
Position 2350: 0.015848815714207303
Position 5146: 0.013929731971834848
Position 744: 0.013653770109219228
Position 3096: 0.012201732358029177
Position 1038: 0.011334220213422244
Position 568: 0.0044956243330219895
Position 909: 0.004024941964918312
Position 3146: 0.0034769541526532173
Position 774: 0.0033047337671163295
Position 3241: 0.0030657120565789854
Position 5025: 0.0030429747198160934
Position 1529: 0.002674539009312231
Position 1106: 0.0013868221350683302
Position 4382: 0.0013508262261914868
Position 852: 0.0013431389360463696
Position 5135: 0.0011923486570969556
Position 579: 0.0010961018263235117
Position 2341: 0.001075861405200668
Position 4315: 0.0009785392420499544
Position 927: 0.0009320096342171557
Position 4952: 0.0009115528182264181
Position 1258: 0.000775895794151266
Position 3498: 0.0007325075719081365
Position 1996: 0.0007071491448011645
Position 810: 0.0006969979624360752
Position 687: 0.0006576386160562777
Position 2016: 0.0006429373890422506
Position 4902: 0.0006008544130291164
Position 4746: 0.0005642104775637967
Position 3974: 0.00048127598425226875
Position 2374: 0.0004732089789564906
Position 2343: 0.000470553082792123
Position 2356: 0.0003840066358825484
Position 3156: 0.0003611380828796158
Position 3195: 0.0003403012653275077
Position 87: 0.00031768565956840554
Position 4015: 0.00027754614873284146
Position 1286: 0.0002664011285097408
Position 93: 0.0002326859308667503
Position 4161: 0.00022828602395772262
Position 4343: 0.00022479641878712312
Position 945: 0.0002240984687332749
Position 4137: 0.0002168330069410103
Position 80: 0.0002134089460789724
Position 1448: 0.00019043354037702999
Position 5059: 0.00018740612534705184
Position 5169: 0.00016899322216047097
Position 32: 0.00015318584683235803
Position 4668: 0.00015002361032766975
Position 3464: 0.00012624870164524172
Position 3526: 0.00012410916548119067
Position 1111: 0.00012313043299291943
Position 3395: 0.00012203206228397754
Position 412: 0.0001129436933930065
Position 264: 0.00010495626762409766
Position 738: 0.00010086988910775598
Position 3898: 9.445785944708665e-05
Position 186: 9.396661760399827e-05
Position 4776: 7.689523212957965e-05
Position 654: 7.574451679141928e-05
Position 4048: 6.481264048866737e-05
Position 891: 5.5244541087199035e-05
Position 66: 4.016678221008698e-05
Position 1361: 3.804328901020612e-05
Position 500: 3.0458849180801308e-05
Position 2882: 2.8150914809649057e-05
Position 4915: 2.593360778924172e-05
Position 5189: 2.4379872041543155e-05
Position 166: 1.502966386101481e-05
Position 206: 1.1532803284828763e-05
Position 162: 8.833383753932755e-06
Position 434: 8.605353145443528e-06
Position 5184: 8.163257944800032e-06
Position 55: 4.325179945231269e-06
Position 493: 3.605388277661416e-06
Position 231: 2.741935916408116e-06
Position 215: 2.5595443017481417e-06
Position 108: 2.099905733518373e-06
Position 4306: 1.8582595989978409e-06
Position 253: 1.6090348362791295e-06
Position 363: 6.451015822077552e-07
Position 558: 5.744627842052867e-07
Position 349: 4.760803567545561e-07
Position 183: 1.0767973691270225e-07
Position 45: 9.94924554138911e-08
Position 423: 9.865545008562439e-08
Position 280: 8.434992066606156e-08
Position 197: 7.549769212179229e-08
Position 378: 4.6419271867349116e-08
Position 481: 1.5203112111235215e-08
Position 369: 7.455708026717805e-09
Position 58: 7.076998448439935e-09
Position 250: 6.777217292820342e-09
Position 294: 4.1831404443530905e-09
Position 792: 3.0871500492464956e-09
Position 3062: 1.2591422718065414e-09
Position 96: 2.549733048207618e-10
Position 310: 2.3314793365184896e-10
Position 146: 1.256063157038877e-10
Position 393: 3.444119076384067e-11
Position 139: 1.7321628870719492e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2217: 0.9881735258544393
Position 3885: 0.9422445859243443
Position 4813: 0.8950285632001848
Position 489: 0.2782536050856284
Position 905: 0.14463208033815445
Position 908: 0.14025038538583695
Position 991: 0.101766769150318
Position 3020: 0.08628676297548467
Position 5271: 0.07991965803285665
Position 4432: 0.06455378825988947
Position 677: 0.05574807383485687
Position 4593: 0.03352213975861987
Position 5092: 0.03322249005688314
Position 926: 0.028466272507847685
Position 722: 0.02780878379482992
Position 966: 0.024113886085668935
Position 758: 0.015157113668254408
Position 3829: 0.012598844541505387
Position 680: 0.012111546389760535
Position 5105: 0.009181464071054815
Position 4223: 0.006400872734598773
Position 3042: 0.006199404615547704
Position 4324: 0.005578556997465281
Position 3791: 0.00550819553755877
Position 707: 0.004387616283060548
Position 3897: 0.004103940691259232
Position 824: 0.004009273615419285
Position 725: 0.003418375653549531
Position 3812: 0.00339926441132306
Position 4452: 0.0029278865203556078
Position 1413: 0.0023495184426807706
Position 2979: 0.0020158474414151335
Position 4596: 0.0017290194823370198
Position 4085: 0.0016326488971353183
Position 4343: 0.0015947187954523153
Position 356: 0.0015373355345487982
Position 659: 0.001524955966290991
Position 3149: 0.001375977739951447
Position 1858: 0.0013504920175730496
Position 2950: 0.00122200641539717
Position 597: 0.001131474490579746
Position 2846: 0.001071806279209976
Position 4488: 0.0010243260008111284
Position 4428: 0.0009672627830155954
Position 860: 0.0009574713598302962
Position 3294: 0.0009068096022820503
Position 531: 0.0008709510153693239
Position 1159: 0.0008486147861306609
Position 4054: 0.0008448949010817501
Position 4844: 0.000747391170774907
Position 4600: 0.0006615731716257196
Position 2256: 0.0006592612587368588
Position 2292: 0.0006134907410889208
Position 2906: 0.000575729518250419
Position 493: 0.0004907840931210691
Position 768: 0.0004852133867893728
