Gene = MGST3
index = 842
Annotated 5SS: [  433 19104 20227 21175 23491]
Annotated 3SS: [18979 20152 21116 23417 24506]
SMsplice 5SS: [  104  4962 15872 19104 20227 21175]
SMsplice 3SS: [ 4865 15707 18979 20152 21116 24506]
top_k =  500
Partition function (log Z): -3.1229349897985186

Sorted 5' Splice Sites (High to Low Probability):
Position 19104: 0.9999974930094762
Position 4962: 0.9819194358252405
Position 20227: 0.9760645134225646
Position 21175: 0.8720761531554106
Position 15872: 0.6967732462660285
Position 104: 0.595225433572544
Position 433: 0.546197126817624
Position 16157: 0.5255500348290791
Position 1282: 0.3193546795152582
Position 21445: 0.29386696895808817
Position 15793: 0.1641220192045475
Position 23491: 0.14374208637675245
Position 3813: 0.13596242392575736
Position 4576: 0.11252336417175374
Position 1300: 0.08659382205526643
Position 895: 0.06410925334387346
Position 4620: 0.0605271788529242
Position 21656: 0.05505118337998964
Position 2268: 0.04790772108869162
Position 9757: 0.04789506975367987
Position 19501: 0.042664536973524264
Position 14178: 0.033669034518157
Position 1549: 0.03274367426434544
Position 1473: 0.030220965273905435
Position 1477: 0.017713574871788033
Position 20695: 0.017280506304915365
Position 21532: 0.014901165424664528
Position 20766: 0.011833309355738961
Position 20267: 0.01155202141246898
Position 20771: 0.008264610248311915
Position 21867: 0.006927288554232971
Position 424: 0.004795636074209641
Position 8207: 0.004790976863110498
Position 21403: 0.0041538988011355455
Position 8389: 0.0039165320754041355
Position 20681: 0.0035948616304539785
Position 22278: 0.0033478427499054313
Position 20812: 0.0024354242759527527
Position 23369: 0.0023459289730799146
Position 939: 0.00232910189978646
Position 916: 0.0020273351776531083
Position 1414: 0.001912513045868926
Position 20602: 0.0018645822229516593
Position 9142: 0.001635675270316489
Position 21688: 0.001562571106849792
Position 23208: 0.0013626671207942775
Position 21191: 0.0012520077357790487
Position 20550: 0.0012512144328018543
Position 21935: 0.0011424853194781715
Position 24194: 0.0010053804388995332
Position 4119: 0.0008905037587606834
Position 22925: 0.0008668447391242233
Position 8365: 0.0008016928198056477
Position 24560: 0.0007399019760790225
Position 1195: 0.0006132585740779184
Position 317: 0.0005291588803745394
Position 3565: 0.000504956444741247
Position 21629: 0.00041407071682520683
Position 23151: 0.00032409927927123136
Position 1016: 0.00030202468268684165
Position 22294: 0.0002906264643630386
Position 45: 0.00026476673414694397
Position 2046: 0.0002577154635886174
Position 572: 0.00022624416449705168
Position 702: 0.00022160141324272236
Position 123: 0.00019549917519908006
Position 24597: 0.00019045040936495382
Position 870: 0.0001270348338293688
Position 24602: 0.00010436949761647074
Position 186: 5.8837183510048085e-05
Position 852: 2.9180420050732836e-05
Position 157: 1.999433828255299e-05
Position 81: 1.9651997649097014e-05
Position 888: 1.3591905401787166e-05
Position 993: 8.994344004030691e-06
Position 1080: 7.66533764380254e-06
Position 879: 7.410286453377934e-06
Position 1327: 7.285574301356174e-06
Position 1064: 6.729777258757602e-06
Position 639: 6.639904745616263e-06
Position 252: 4.040054889144564e-06
Position 643: 2.3409021943878704e-06
Position 680: 2.283864402122989e-06
Position 437: 1.2608844601589864e-06
Position 416: 7.29439914439654e-07
Position 1212: 7.062383649412721e-07
Position 634: 3.608228277740278e-07
Position 73: 8.158411325245535e-08
Position 242: 6.374553372382393e-08
Position 167: 1.2494364871128511e-08
Position 303: 8.428185491541387e-09
Position 6: 6.182849748772319e-10
Position 397: 7.798305423444268e-13
Position 402: 1.7199558844353368e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 18979: 0.9999974930094762
Position 4865: 0.875896859098189
Position 15707: 0.860895265470576
Position 20152: 0.8496347795923593
Position 24506: 0.8283491963861204
Position 21116: 0.7333200141245155
Position 16038: 0.525550034829079
Position 1098: 0.30616531281321646
Position 21322: 0.20885211288389344
Position 21362: 0.18573104459704054
Position 21151: 0.15107893901396327
Position 3640: 0.12581678061505894
Position 4420: 0.10722345883977369
