Gene = ENHO
index = 498
Annotated 5SS: [265]
Annotated 3SS: [1184]
SMsplice 5SS: [265]
SMsplice 3SS: [1128]
top_k =  500
Partition function (log Z): -9.966424633342687

Sorted 5' Splice Sites (High to Low Probability):
Position 265: 0.9616236016369133
Position 15: 0.0565947194365236
Position 996: 0.01941139843649144
Position 1065: 0.015360522848133133
Position 1040: 0.009527116977858999
Position 1199: 0.009226358274370003
Position 577: 0.008512712385563368
Position 36: 0.007902335366547178
Position 102: 0.0069930906423002715
Position 1024: 0.006420353829671813
Position 505: 0.003541084326645798
Position 78: 0.0020623137981066026
Position 759: 0.0008176738126038753
Position 619: 0.0005872126716167263
Position 1395: 0.000450279247842812
Position 1326: 0.0003998972509680282
Position 1090: 0.00028417267212377603
Position 1334: 0.0002628177856454636
Position 767: 0.00024527159022063845
Position 976: 0.00021122992681550892
Position 902: 0.0001381675623481263
Position 157: 0.00010940433819434485
Position 1035: 9.214279543292616e-05
Position 581: 8.550818968468613e-05
Position 930: 7.944469668301116e-05
Position 1770: 3.561384745312716e-05
Position 1316: 2.9234450897489032e-05
Position 1611: 2.724286191018205e-05
Position 1052: 2.6367213128540864e-05
Position 1400: 2.2817917355869018e-05
Position 423: 1.6947667406543352e-06
Position 782: 3.9221526542095873e-07
Position 1014: 1.3463290848118215e-07
Position 144: 1.389015554676692e-09
Position 203: 1.917374435105125e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1128: 0.3860181112680681
Position 1184: 0.22239673614907854
Position 1488: 0.10336908637582387
Position 188: 0.06489797628705261
Position 929: 0.059167830306791375
Position 1865: 0.05631092481962258
Position 1964: 0.044307576741350045
Position 876: 0.04045433213817439
Position 1219: 0.03878019726930341
Position 1355: 0.016148657799451533
Position 1522: 0.012387728452854924
Position 1366: 0.012236756300889523
Position 1537: 0.01183086135001887
Position 965: 0.010840857742867
Position 1540: 0.004863865277273399
Position 995: 0.0026504273117594884
Position 695: 0.0023484721566668686
Position 909: 0.002326742281301382
Position 1519: 0.0019556129705850587
Position 1500: 0.001863996311665494
Position 715: 0.0014964832635964126
Position 1064: 0.0012147759026644258
Position 1625: 0.0011155088963491107
Position 743: 0.0010700584664966096
Position 1076: 0.0010165081396944144
Position 1570: 0.0009700855873938019
Position 1308: 0.0008705329016104301
Position 728: 0.0007383404127426406
Position 1190: 0.0007312220479906593
Position 653: 0.000648778074125488
Position 1737: 0.0005606925921369207
Position 357: 0.000509759912651197
Position 878: 0.00046164315542625436
Position 1198: 0.00045849728174050054
Position 915: 0.0004532952606604562
Position 1828: 0.0003643524146894601
Position 436: 0.00033215070553264736
Position 936: 0.0002832865915081786
Position 1669: 0.00026009097371739197
Position 1925: 0.00025843688881832744
Position 1304: 0.00022426306855876732
Position 1332: 0.00021801816433543805
Position 1258: 0.0002117488968114844
Position 1638: 0.0001390548213767412
Position 619: 0.0001335915546880026
Position 1237: 0.00011483022665365858
Position 1591: 0.00011121713871615684
Position 1646: 0.0001111588762833916
Position 758: 6.768889146979029e-05
Position 574: 6.630080543693945e-05
Position 395: 6.099507645667611e-05
Position 1889: 6.0921138455956046e-05
Position 1937: 5.976712185289839e-05
Position 373: 5.177078590356064e-05
Position 1578: 4.548206478567205e-05
Position 939: 4.508320339851212e-05
Position 671: 3.832961421830201e-05
Position 588: 3.217217322375218e-05
Position 1272: 3.1958212462579825e-05
Position 253: 2.706605599397236e-05
Position 1603: 2.6893204991242708e-05
Position 1241: 2.4558800362065066e-05
Position 613: 2.18568780008289e-05
Position 1627: 2.178633547083066e-05
Position 409: 1.9505114155314142e-05
Position 353: 1.774645756511182e-05
Position 1835: 1.718420679641235e-05
Position 1003: 1.6142696999746875e-05
Position 655: 1.5404933089769798e-05
Position 816: 1.4909553625337237e-05
Position 657: 1.3477201428363843e-05
Position 355: 1.3005679301044031e-05
Position 329: 1.2530512784350804e-05
Position 508: 1.1487684675162818e-05
Position 888: 3.980237294838875e-06
Position 197: 1.9313788721775524e-06
Position 897: 1.879207799634532e-06
Position 203: 1.4557229368017098e-06
Position 438: 9.658948852828403e-07
Position 416: 8.281366051849158e-07
Position 494: 6.141532065318942e-07
Position 127: 5.70983885912172e-07
Position 484: 2.442152954048556e-07
Position 406: 2.190322345428335e-07
Position 107: 2.1881066825778032e-07
Position 661: 3.1453617784400855e-08
Position 317: 2.6893781882633063e-08
Position 448: 1.806456394968871e-08
Position 95: 1.5565932450556766e-08
Position 375: 1.5230160675446204e-08
Position 538: 1.4516822144317425e-08
Position 466: 1.4237812897641769e-08
Position 673: 1.3777284769600133e-08
Position 381: 1.3565313231479473e-08
Position 462: 1.3526428246212763e-08
Position 121: 1.3272631860936774e-08
Position 596: 1.221726586352717e-08
Position 486: 1.1245367559594297e-08
Position 697: 6.6987537845773914e-09
Position 562: 6.650518194037221e-09
Position 335: 6.579662050928079e-09
Position 630: 6.3513640398035434e-09
Position 323: 6.020714250507891e-09
Position 369: 5.682343239290163e-09
Position 681: 4.8200807864296856e-09
Position 460: 2.535960839250697e-09
Position 337: 1.112097370752699e-09
Position 301: 1.0677109908603004e-09
Position 264: 1.0299683932730666e-09
Position 464: 9.641111327175836e-10
Position 517: 7.042968287111712e-10
Position 558: 6.113597615678508e-10
Position 523: 5.607624579273035e-10
Position 510: 5.122476777162971e-10
Position 331: 4.4985464318059294e-10
Position 214: 1.3311755609709408e-10
Position 138: 4.5686954079590296e-11
Position 472: 5.4137454756779935e-12
Position 456: 2.5745412530624068e-12
Position 540: 2.51614116777329e-12
Position 496: 8.967634389420888e-13
